ticker,ticker_fullwidth,company_name,variants,sector17_code,sector17,company_name_variants,product_names
39460,３９４６０,トーモク,トーモク / トーモク株式会社 / TOMOKU / トーモクパック / トーモクボックス / トーモクダンボール / トーモクパッケージ / トーモク物流 / トーモクエコ,4.0,素材・化学,,
39500,３９５００,ザ・パック,ザ・パック / THE PACK / パックボックス / パックペーパー / パックフィルム / パックラップ / パックテープ / パックバッグ,4.0,素材・化学,,
39620,３９６２０,チェンジホールディングス,チェンジ / チェンジHD,10.0,情報通信・サービスその他,,
39640,３９６４０,オークネット,オークネット / オークネットオークション / オークネットモータース / オークネットマーケットプレイス / オークネットグローバル / オークネットメディア / オークネットソリューション / オークネットリサーチ / オークネットサポート,10.0,情報通信・サービスその他,,
39780,３９７８０,マクロミル,マクロミル / Macromill / HUT / BrandDataBank / AIRsMEMBERS / D-Profile / SurveyMonkey / M-Cube,10.0,情報通信・サービスその他,,
39830,３９８３０,オロ,オロ / ZAC / ZAC Enterprise / ZAC Enterprise Cloud / ZAC Enterprise on AWS / ZAC Enterprise on Azure / ZAC Enterprise on GCP / ZAC ERP / ZAC Cloud,10.0,情報通信・サービスその他,,
39840,３９８４０,ユーザーローカル,ユーザーローカル / User Local / ユーザーローカルAI / Social Insight / User Insight / AIアナリスト / ユーザーローカルチャットボット / ユーザーローカルレポート / ユーザーローカルダッシュボード,10.0,情報通信・サービスその他,,
39930,３９９３０,ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ,PKSHA / PKSHA Technology / PKSHA Tech / PKSHA AI / PKSHA Security / PKSHA Mobility / PKSHA Finance / PKSHA Insight / PKSHA Robotics,10.0,情報通信・サービスその他,,
39940,３９９４０,マネーフォワード,マネーフォワード / 3994 / マネフォ / Money Forward / MFクラウド / マネーフォワードME / MF家計簿 / マネーフォワードクラウド / MF経費 / マネーフォワード確定申告,10.0,情報通信・サービスその他,,
40040,４００４０,レゾナック・ホールディングス,レゾナック / レゾナックHD / レゾナックホールディングス / レゾナックグループ / レゾナック化学 / レゾナックテクノロジー / レゾナックマテリアル / レゾナックエレクトロニクス / レゾナックインダストリー / レゾナック・ / レゾナック・HD,4.0,素材・化学,,
40050,４００５０,住友化学,住友化学 / 4005 / スミカ / SUMIKA / OLYSET / MEGURI / SUMIFLON / SUMIKASUPER / SUMIPEX,4.0,素材・化学,,
40080,４００８０,住友精化,住友精化 / Sumitomo Seika / SEIKA / AQUA KEEP / AQUA CARRIER / SUMIKAGEL / SUMIFILM / SUMIFLO,4.0,素材・化学,,
40210,４０２１０,日産化学,日産化学 / 日産化 / ニッサンケミカル / サンケミ / トリフミン / ラウンドアップ / ペンタキュア / アグリノーム / サンフード,4.0,素材・化学,,
40220,４０２２０,ラサ工業,ラサ工業 / ラサ / RASA / ラサケミカル / ラサセラミックス / ラサファインケミカル / ラサマテリアル / ラサテクノロジー / ラサプロダクツ,4.0,素材・化学,,
40230,４０２３０,クレハ,クレハ / Kureha / クレラップ / NEWクレラップ / クレハシート / クレハエコ / クレハフィルム / クレハケミカル / クレハプラスチック,4.0,素材・化学,,
40250,４０２５０,多木化学,多木化学 / 多木 / TAKI / TAKICHEM / タキケミカル / タキ肥料 / タキの肥料 / タキの化学製品 / タキの農業資材,4.0,素材・化学,,
40270,４０２７０,テイカ,,4.0,素材・化学,,
40280,４０２８０,石原産業,石原産業 / ISK / いしはら / チタン酸バリウム / ルチル / クリスタル / クリスタルチタン / クリスタルパール / クリスタルホワイト / 石原,4.0,素材・化学,,
40410,４０４１０,日本曹達,日本曹達 / 日曹 / Nisso / ソーダ / ソーダ工業 / ニッソー / ニッソーケミカル / NISSO BASACOTE / NISSO HI-CHLON / NISSO PESTICIDE,4.0,素材・化学,,
40420,４０４２０,東ソー,Tosoh / バイオサイエンス / ゼオライト / クロルアルカリ / ポリウレタン / エチレンアミン / エチレンジアミン / ポバール,4.0,素材・化学,,
40430,４０４３０,トクヤマ,トクヤマ / セメント / シリカ / ポバール / トクヤマデンタル / トクヤマシリコーン / トクヤマセラミックス / トクヤマケミカル,4.0,素材・化学,,
40440,４０４４０,セントラル硝子,セントラル硝子 / 中央硝子 / セントラルガラス / Central Glass / セントラル化学 / セントラルエレクトロニクス / セントラルケミカル / セントラルマテリアルズ,4.0,素材・化学,,
40450,４０４５０,東亞合成,東亞合成 / アロンアルフア / アロンタイト / アロンテープ / アロンフィックス / アロンメルト / アロンボンド / アロンセラミック / アロンコート,4.0,素材・化学,,
40460,４０４６０,大阪ソーダ,大阪ソーダ / OSKソーダ / ダイセルグループ / アクリル酸エステル / メタクリル酸エステル / ソーダ灰 / 硫酸ソーダ / 塩化ビニル樹脂,4.0,素材・化学,,
40470,４０４７０,関東電化工業,関東電化工業 / 関電化 / フッ素化学製品 / 電解製品 / フッ化水素 / 化学品メーカー / 電子材料 / 関東電化,4.0,素材・化学,,
40530,４０５３０,Ｓｕｎ　Ａｓｔｅｒｉｓｋ,サンアスタリスク / Sun* / Sun Asterisk / サンアス / 4053 / Sun* Inc. / Sun* Startups / Sun* Ventures / Sun* Academy / Sun* Lab,10.0,情報通信・サービスその他,,
40610,４０６１０,デンカ,デンカ / 4061 / デンカ株式会社 / デンカセラミックス / デンカポリマー / デンカエラストマー / デンカプレミアム / デンカアドバンス / デンカケミカル / デンカバイオテクノロジー,4.0,素材・化学,,
40620,４０６２０,イビデン,イビデン / IBIDEN / イビデン株式会社 / イビデンセラミックス / イビデンエレクトロニクス / イビデンフィルター / イビデンパッケージング / イビデンエンジニアリング / イビデンマテリアルズ,9.0,電機・精密,,
40630,４０６３０,信越化学工業,信越化学工業 / 信越化学 / シンエツ / シリコーン / ポリ塩化ビニル / シリコーンオイル / シリコーンゴム / シリコーン樹脂,4.0,素材・化学,,
40640,４０６４０,日本カーバイド工業,日本カーバイド工業 / カーバイド / カーバイド工業 / 日本カーバイド / カーバイド製品 / カーバイドブランド / カーバイド化学 / カーバイドテクノロジー / カーバイドソリューション,4.0,素材・化学,,
40710,４０７１０,プラスアルファ・コンサルティング,プラスアルファ・コンサルティング / Talent Palette / Customer Ring / POSITIVE / Visual Mining Studio / HRモンスター / アルファ / PAC / プラスアルファ,10.0,情報通信・サービスその他,,
40720,４０７２０,電算システムホールディングス,電算システムホールディングス / 電算システム / DSH / Densan System / DSHD / Densan / 電算 / Densan System Holdings / 電算システムHD,10.0,情報通信・サービスその他,,
40780,４０７８０,堺化学工業,堺化学工業 / 堺化学 / Sakai Chemical / サカイケミカル / Sakai / サカイ化学 / サカイ工業 / Sakai Kogyo,4.0,素材・化学,,
40820,４０８２０,第一稀元素化学工業,第一稀元素化学工業 / DKK / 第一稀元素 / 稀元素化学 / DKKブランド / ジルコニウム化合物 / セラミックス材料 / 触媒製品 / 電池材料 / 第一稀元素化学,4.0,素材・化学,,
40880,４０８８０,エア・ウォーター,エア・ウォーター / エアウォーター / AWI / エアウォーターグループ / エアウォーター・エナジー / エアウォーター・アグリ＆フード / エアウォーター・メディカル / エアウォーター・マテリアル / エアウォーター・ロジスティクス,4.0,素材・化学,,
40910,４０９１０,日本酸素ホールディングス,日本酸素ホールディングス / 日本酸素 / NSHD / 日酸 / NIPPON SANSO / MATHESON / Thermos（サーモス） / VSU（バーチャル・シンガル・ユニット） / ECOCYL（エコシル） / 日本酸素HD,4.0,素材・化学,,
40920,４０９２０,日本化学工業,日本化学,4.0,素材・化学,,
40950,４０９５０,日本パーカライジング,日本パーカライジング / パーカ / パーカライジング / パーカテクノロジー / パーカプロセス / パーカコート / パーカフィニッシュ / パーカシール / パーカガード,4.0,素材・化学,,
40970,４０９７０,高圧ガス工業,高圧ガス工業 / 高圧ガス / KOG / KOGAS / アルゴン / 酸素 / 窒素 / 液化ガス / 工業ガス,4.0,素材・化学,,
40990,４０９９０,四国化成ホールディングス,四国化成 / 四国化成ホールディングス / シコク / シコク化成 / アルファルト / パレットクリート / エコクリーン / セラミックコート / ガーデンエクステリア / 四国化成HD,4.0,素材・化学,,
41000,４１０００,戸田工業,戸田,4.0,素材・化学,,
41090,４１０９０,ステラ　ケミファ,ステラ ケミファ / ステラ / ケミファ / ステラケミファ / ステラケミカル / ステラ化学 / Stella Chemifa / Stella / Chemifa,4.0,素材・化学,,
41120,４１１２０,保土谷化学工業,保土谷化学工業 / 保土谷 / Hodogaya / タフラム / タフガード / タフブレンド / タフコート / タフライト / タフシール / 保土谷化学,4.0,素材・化学,,
41140,４１１４０,日本触媒,日本触媒 / Nippon Shokubai / アクリル酸 / エタノールアミン / イオノマー / アクリルポリマー / スーパー吸収性ポリマー (SAP) / カタリスト / アクリル樹脂,4.0,素材・化学,,
41160,４１１６０,大日精化工業,大日精化工業 / 大日精 / サンフラワー / サンカラー / サンコート / サンペイント / サンプリント / サンフィルム / 大日精化,4.0,素材・化学,,
41180,４１１８０,カネカ,カネカ / カネカグループ / カネカケミカル / カネカバイオテクノロジー / カネカソーラー / カネカフード / カネカヘルスケア / カネカエコソリューション / カネカエレクトロニクス,4.0,素材・化学,,
41510,４１５１０,協和キリン,協和キリン / キリンファーマ / ノーベルファーマ / ポテリジオ / クレナフィン / アコアラン / ニュープロパッチ / アムジェンコラボ / キリン製薬,5.0,医薬品,,
41800,４１８００,Ａｐｐｉｅｒ　Ｇｒｏｕｐ,Ａｐｐｉｅｒ　Ｇｒｏｕｐ / Appier / AiDeal / CrossX / AIXON / Appier AI / Appierプラットフォーム / Appierソリューション / Appierテクノロジー,10.0,情報通信・サービスその他,,
41820,４１８２０,三菱瓦斯化学,三菱瓦斯化学 / 4182 / MGC / 三菱ガス / ノバペックス / イノベーションパーク / ルミフィルム / セルブレン / アピコート / ペルメック,4.0,素材・化学,,
41830,４１８３０,三井化学,三井化学 / 4183 / Mitsui Chemicals / ミツイケミカル / Tafmer / Milastomer / Admer / Lucant / Apel / Stabio,4.0,素材・化学,,
41860,４１８６０,東京応化工業,東京応化工業 / TOK / 東応 / TOS / フォトレジスト / TARC / ARC / プラズマエッチング / CMPスラリー / 東京応化,4.0,素材・化学,,
41870,４１８７０,大阪有機化学工業,大阪有機化学工業 / 大阪有機 / OYC / オーガニックケミカル / 有機化学 / OYCインク / オーガニックインク / 大阪有機インク / 有機化学工業 / 大阪有機化学,4.0,素材・化学,,
41880,４１８８０,三菱ケミカルグループ,三菱ケミカルグループ / MCC / ダイアペット / ルミフィル / ケミカルシート / アクアリカ / レイテックス / フォルティモ / シアノン / 三菱ケミカル / 三菱ケミカルG,4.0,素材・化学,,
41890,４１８９０,ＫＨネオケム,ＫＨネオケム / ネオケム / KHNC / ネオケム製品 / KH化学 / KHネオケム製品 / ネオケムブランド / KHブランド / ネオケム化学,4.0,素材・化学,,
41940,４１９４０,ビジョナル,ビジョナル / VISIONAL / Vorkers / キャリコネ / HRMOS / AMBI / サンカク / ICHIGO,10.0,情報通信・サービスその他,,
42020,４２０２０,ダイセル,ダイセル / トウロン / ダイフレックス / ダイパック / ダイアミロン / ダイエン / ダイセルエボニック / ダイセルポリマー,4.0,素材・化学,,
42030,４２０３０,住友ベークライト,住友ベークライト / Sumitomo Bakelite / ベークライト / SBH / ベーク / ベークライト樹脂 / スミベ / SUMIBE / ベークライト製品,4.0,素材・化学,,
42040,４２０４０,積水化学工業,積水化学工業 / 積水 / セキスイ / セキスイハイム / セキスイメディカル / セキスイインダストリー / セキスイエコ / セキスイプラスチック / 積水化学,4.0,素材・化学,,
42050,４２０５０,日本ゼオン,日本ゼオン / ゼオン / ZEONEX / ZEONOR / ZEOCOAT / ZEOSIL / ZEOFORM / ZEOFLARE / ZEOSOFT,4.0,素材・化学,,
42060,４２０６０,アイカ工業,アイカ工業 / アイカ / アイカボンド / セラール / アイカメラミン / アイカポリエステル / アイカラミネート / アイカフローリング / アイカコーティング,4.0,素材・化学,,
42080,４２０８０,ＵＢＥ,UBE / 宇部興産 / 宇部 / 宇部マテリアルズ / 宇部ケミカル / 宇部セメント / 宇部プラスチック / 宇部建材 / 宇部エンジニアリング,4.0,素材・化学,,
42120,４２１２０,積水樹脂,積水樹脂 / セキスイ / セキスイ樹脂 / SEKISUI / スマートメッシュ / エスロン / エスロンパイプ / エスロンテープ / エスロンフィルム,4.0,素材・化学,,
42160,４２１６０,旭有機材,旭有機材 / 旭有機材工業 / Asahi Organic Materials / アサヒユウキザイ / AOC / ユウキザイ / Asahi Kasei,4.0,素材・化学,,
42180,４２１８０,ニチバン,ニチバン / セロテープ / バトルウィン / ケアリーヴ / ロイヒ / テープのニチバン / ナイスタック / マイタック / メディカルテープ,4.0,素材・化学,,
42200,４２２００,リケンテクノス,リケンテクノス / RIKEN / RIKEN TECHNOS / リケンフィルム / リケンシート / リケンパイプ / リケンコンパウンド / リケンマテリアル,4.0,素材・化学,,
42210,４２２１０,大倉工業,大倉工業 / オークラ / OKURA / オークラプラスチック / オークラフィルム / オークラシート / オークラテック / オークラパネル / オークラエコ / 大倉,4.0,素材・化学,,
42280,４２２８０,積水化成品工業,積水化成品工業 / セキスイケミカル / セキスイフォーム / ピオセラン / セキスイエアロセル / セキスイエコロン / セキスイパッケージ / セキスイフォームライト / セキスイプロテクター / 積水化成品,4.0,素材・化学,,
42290,４２２９０,群栄化学工業,群栄化学工業 / 群栄化学 / 群栄 / GSI Creos / Creos / グンエイ / グンエイケミカル / グンエイ化学 / 群栄ブランド,4.0,素材・化学,,
42460,４２４６０,ダイキョーニシカワ,ダイキョーニシカワ / ダイキョー / ニシカワ / DAIKYO / NISHIKAWA / DK / DAIKYO NISHIKAWA / ダイキョーニシカワ株式会社 / DAIKYO NISHIKAWA CORPORATION,4.0,素材・化学,,
42490,４２４９０,森六ホールディングス,森六 / 森六HD,4.0,素材・化学,,
42510,４２５１０,恵和,,4.0,素材・化学,,
42720,４２７２０,日本化薬,日本化薬 / ニチカ / ニチカ薬品 / パルナック / ニチカプラス / ニチカジェル / ニチカクリーム / ニチカテープ / ニチカスプレー,4.0,素材・化学,,
42750,４２７５０,カーリット,,4.0,素材・化学,,
42860,４２８６０,ＣＬホールディングス,ＣＬ / ＣＬHD,10.0,情報通信・サービスその他,,
42900,４２９００,プレステージ・インターナショナル,プレステージ・インターナショナル / プレイン / プレインサポート / プレインアシスト / プレインサービス / プレインケア / プレインプロテクト / プレインソリューション / プレインネットワーク,10.0,情報通信・サービスその他,,
42980,４２９８０,プロトコーポレーション,プロトコーポレーション / Goo-net / グーネット / グーバイク / GooBike / グーピット / GooPit / グーオク / GooAuction,10.0,情報通信・サービスその他,,
42990,４２９９０,ハイマックス,,10.0,情報通信・サービスその他,,
43010,４３０１０,アミューズ,アミューズ / AMUSE / アミュ / アミューズエンタテインメント / アミューズミュージック / アミューズモデル / アミューズアーティスト / アミューズプロダクション,10.0,情報通信・サービスその他,,
43070,４３０７０,野村総合研究所,NRI / 野村総研 / Nomura Research Institute / NRIセキュア / NRIデジタル / NRIプロセスイノベーション / NRIシステムテクノ / NRIネットコム,10.0,情報通信・サービスその他,,
43100,４３１００,ドリームインキュベータ,ドリームインキュベータ / DI / ドリーム / インキュベータ / Dream Incubator / DI社 / Dream Incubator Inc. / DIグループ / ドリームインキュベータ株式会社,10.0,情報通信・サービスその他,,
43180,４３１８０,クイック,クイック / QUICK / QUICK情報 / QUICK端末 / QUICKニュース / QUICKリサーチ / QUICKデータ / QUICKマーケット / QUICKファイナンス,10.0,情報通信・サービスその他,,
43230,４３２３０,日本システム技術,日本システム技術 / JAST / ALADIN / BankNeo / BankNeo-FX / BankNeo-Plus / BankNeo-Global / BankNeo-Cloud / BankNeo-API,10.0,情報通信・サービスその他,,
43240,４３２４０,電通グループ,電通 / 電通グループ / Dentsu / Dentsu Group / Dentsu Japan Network / Dentsu Inc. / Dentsu Aegis Network / Dentsu Digital / Dentsu Creative / 電通G,10.0,情報通信・サービスその他,,
43260,４３２６０,インテージホールディングス,インテージホールディングス / インテージ / インテージリサーチ / インテージヘルスケア / インテージコンサルティング / i-SSP / SRI+ / インテージネットワーク / インテージHD,10.0,情報通信・サービスその他,,
43310,４３３１０,テイクアンドギヴ・ニーズ,テイクアンドギヴ・ニーズ / T&G / T&Gニーズ / T&Gウェディング / ゲストハウスウェディング / T&Gプロデュース / T&Gリゾート / T&Gプランニング,10.0,情報通信・サービスその他,,
43330,４３３３０,東邦システムサイエンス,,10.0,情報通信・サービスその他,,
43370,４３３７０,ぴあ,ぴあ / チケットぴあ / PIA / ぴあステーション / ぴあスポット / ぴあリザーブ / ぴあプレミアム / ぴあアリーナMM / ぴあフェス,10.0,情報通信・サービスその他,,
43430,４３４３０,イオンファンタジー,イオンファンタジー / モーリーファンタジー / PALO / イオンキッズーナ / イオンファンタジーランド / イオンファンタジーアドベンチャー / イオンファンタジーキッズ / イオンファンタジーゲーム / イオンファンタジーパーク,10.0,情報通信・サービスその他,,
43440,４３４４０,ソースネクスト,ソースネクスト / POCKETALK / 筆王 / 筆まめ / ZEROウイルスセキュリティ / 超字幕 / B's Recorder / いきなりPDF / 特打,10.0,情報通信・サービスその他,,
43450,４３４５０,シーティーエス,,10.0,情報通信・サービスその他,,
43500,４３５００,メディカルシステムネットワーク,メディカルシステムネットワーク / メディネット / MSNW / メディカルネット / メディカルシステム / メディカルシステムネット / メディカルシステムネットワークホールディングス / メディカルシステムネットワークグループ / メディカルシステムネットワーク株式会社,14.0,小売,,
43620,４３６２０,日本精化,日本精化 / ニッセイカ / セイカ / ケミカル / パフューム / 化粧品原料 / 工業薬品,4.0,素材・化学,,
43680,４３６８０,扶桑化学工業,扶桑化学工業 / 扶桑化学 / Fuso Chemical / フソウケミカル / フソウ / フソーカガク / フソーケミカル / フソーカガクコウギョウ,4.0,素材・化学,,
43690,４３６９０,トリケミカル研究所,トリケミカル研究所 / トリケミ / トリケム / Tri-Chemical / トリケミカル / トリケ / トリケミカルラボ / Tri-Chem,4.0,素材・化学,,
43730,４３７３０,シンプレクス・ホールディングス,シンプレクス・ / シンプレクス・HD,10.0,情報通信・サービスその他,,
43820,４３８２０,ＨＥＲＯＺ,HEROZ / HEROZ AI / 将棋ウォーズ / ポケウォーカー / HEROZ Kishin / HEROZ Analytics / HEROZ Cloud / HEROZ Insight / HEROZ Chess,10.0,情報通信・サービスその他,,
43840,４３８４０,ラクスル,ラクスル / 4384 / Raksul / ノバセル / ジャストプリント / ハコベル / ラクスルプリント / ラクスル広告 / ラクスル物流 / ラクスルマーケティング,10.0,情報通信・サービスその他,,
43850,４３８５０,メルカリ,メルカリ / メルペイ / メルカリショップス / メルカリチャンネル / メルカリ便 / メルカリNOW / メルカリステーション / メルカリメゾンズ / メルカリUS,10.0,情報通信・サービスその他,,
43900,４３９００,アイ・ピー・エス,,10.0,情報通信・サービスその他,,
43960,４３９６０,システムサポートホールディングス,システムサポート / システムサポートHD,10.0,情報通信・サービスその他,,
44010,４４０１０,ＡＤＥＫＡ,ＡＤＥＫＡ / アデカ / ADEKAクリーンエイド / ADEKAノンフロント / ADEKAクリーンエイドECO / ADEKAクリーンエイドEX / ADEKAクリーンエイドS / ADEKAクリーンエイドF / ADEKAクリーンエイドG,4.0,素材・化学,,
44030,４４０３０,日油,日油 / NOF / ニチユオイル / ニチユケミカル / ニチユバイオ / ニチユフード / ニチユコスメ / ニチユマテリアル,4.0,素材・化学,,
44100,４４１００,ハリマ化成グループ,ハリマ化成グループ / ハリマ / ハリマ化成 / ハリマグループ / ハリマケミカル / ロジン / ターペンタイン / ピッチ / ハリマエステル / ハリマ化成G,4.0,素材・化学,,
44200,４４２００,イーソル,,10.0,情報通信・サービスその他,,
44320,４４３２０,ウイングアーク１ｓｔ,ウイングアーク１ｓｔ / MotionBoard / Dr.Sum / SVF / WingArc / ウイングアーク / モーションボード / ドクターサム / エスブイエフ,10.0,情報通信・サービスその他,,
44330,４４３３０,ヒト・コミュニケーションズ・ホールディングス,ヒト・コミュニケーションズ・ / ヒト・コミュニケーションズ・HD,10.0,情報通信・サービスその他,,
44340,４４３４０,サーバーワークス,サーバーワークス / サバワ / サーバーワークス株式会社 / Cloud Automator / AWS導入支援 / クラウドインテグレーション / サーバーワークスのクラウドサービス / サーバーワークスのAWSソリューション / サーバーワークスのクラウド管理サービス,10.0,情報通信・サービスその他,,
44430,４４４３０,Ｓａｎｓａｎ,Sansan / 名刺管理 / Eight / Sansan名刺 / Sansanアプリ / Sansanソリューション / Sansanクラウド / Sansanプラットフォーム / Sansanサービス,10.0,情報通信・サービスその他,,
44490,４４４９０,ギフティ,ギフティ / giftee / eギフト / eGift / ギフティプレモ / giftee for Business / ギフティギフト / ギフティカード / ギフティモール / ギフティポイント,10.0,情報通信・サービスその他,,
44520,４４５２０,花王,花王 / 4452 / ビオレ / メリーズ / アタック / キュレル / ソフィーナ / ロリエ / エッセンシャル / ニベア,4.0,素材・化学,,
44610,４４６１０,第一工業製薬,第一工業製薬 / ダイコー / DKS / アクアフェアリー / アクアフェアリーリチウム / エコノール / エコノールシリーズ / アクアフェアリー燃料電池 / ダイコーケミカルズ / 第一工業,4.0,素材・化学,,
44620,４４６２０,石原ケミカル,石原ケミカル / ISHIHARA / イシハラケミカル / 石ケミ / IC / イシハラ / 石原 / ケミカル / ISHIHARA CHEMICAL,4.0,素材・化学,,
44710,４４７１０,三洋化成工業,三洋化成,4.0,素材・化学,,
44800,４４８００,メドレー,"MEDLEY / CLINICS / JobMedley / MEDLEY HR / MEDLEY AI / MEDLEY CARE / MEDLEY HEALTH / MEDLEY TECH

これらは一般的な",10.0,情報通信・サービスその他,,
44810,４４８１０,ベース,,10.0,情報通信・サービスその他,,
44830,４４８３０,ＪＭＤＣ,ＪＭＤＣ / JMDC / JMDC株式会社 / 医療ビッグデータ / JMDCデータ / JMDCアナリティクス / JMDCヘルスケア / JMDCクラウド / JMDCソリューション,10.0,情報通信・サービスその他,,
45020,４５０２０,武田薬品工業,武田薬品工業 / 4502 / タケダ / エンタイビオ / ニンラーロ / アルニラム / アドセトリス / デクスリンサス / アジルバ / エンブレル / 武田薬品,5.0,医薬品,,
45030,４５０３０,アステラス製薬,アステラス製薬 / XTANDI / Prograf / Vesicare / Mycamine / Evrenzo / XOSPATA / Betanis / Suglat / アステラス,5.0,医薬品,,
45060,４５０６０,住友ファーマ,住友ファーマ / 住友製薬 / Sumitomo Pharma / ラツーダ / ラツーダ錠 / メマリー / メマリー錠 / アプティオ / トルバプタン,5.0,医薬品,,
45070,４５０７０,塩野義製薬,塩野義製薬 / シオノギ / イナビル / ゾフルーザ / ピーエムエス / アクトス / ロナセン / フルナーゼ / 塩野義,5.0,医薬品,,
45160,４５１６０,日本新薬,日本新薬 / ニッシン / ニッシンファーマ / トランサミン / リンデロン / アルピニー / エスタック / ナシビン / ニトロール,5.0,医薬品,,
45190,４５１９０,中外製薬,中外製薬 / アクテムラ / ヘムライブラ / ガザイバ / ロゼウム / アバスチン / テセントリク / エディロール / 中外,5.0,医薬品,,
45210,４５２１０,科研製薬,科研製薬 / ケミファ / ケミファ製薬 / ケミファグループ / ケミファ製品 / ケミファブランド / ケミファ薬品 / ケミファ医薬 / ケミファテクノロジー / 科研,5.0,医薬品,,
45230,４５２３０,エーザイ,エーザイ / アリセプト / ルネスタ / ハラヴェン / メチコバール / パリエット / デニスマブ / レンビマ / ベレンゾン,5.0,医薬品,,
45260,４５２６０,理研ビタミン,理研ビタミン / リケンのノンオイル / わかめスープ / リケンのふえるわかめちゃん / ドレッシング / リケンのわかめラーメン / リケンの素材力 / リケンのスープ,1.0,食品,,
45270,４５２７０,ロート製薬,ロート製薬 / メンソレータム / 肌ラボ / オバジ / デ・オウ / ロートCキューブ / ロートジー / ロートリセ / エピステーム / ロート,5.0,医薬品,,
45280,４５２８０,小野薬品工業,小野薬品工業 / オプジーボ / オノアクト / オノン / フィコンパ / エベレンゾ / グラセプター / オノファゴ / オノプロクト / 小野薬品,5.0,医薬品,,
45300,４５３００,久光製薬,久光製薬 / サロンパス / フェイタス / アレグラFX / ラブ / エアサロンパス / モーラス / ナボリン / パップ / 久光,5.0,医薬品,,
45340,４５３４０,持田製薬,持田製薬 / 持田 / モチダ / フレディ / フレディCC / アトラント / アトラントクリーム / フレディメディカル / フレディスキンケア,5.0,医薬品,,
45360,４５３６０,参天製薬,参天製薬 / サンテ / サンテFX / サンテドウ / サンテ40 / サンテPC / サンテメディカル / サンテピュア / サンテアルフレッシュ / 参天,5.0,医薬品,,
45380,４５３８０,扶桑薬品工業,扶桑薬品工業 / 扶桑薬品 / Fuso Pharmaceutical / アクアセル / アクアセルAG / アクアセルフォーム / アクアセルフォームAG / アクアセルフォームAG+,5.0,医薬品,,
45400,４５４００,ツムラ,ツムラ / ツムラ漢方 / バスクリン / ツムラのくすり / ツムラ製薬 / 漢方薬 / ツムラの漢方 / ツムラの健康食品 / ツムラの入浴剤,5.0,医薬品,,
45430,４５４３０,テルモ,テルモ / TERUMO / カテーテル / シリンジ / 血糖測定器 / デジタル体温計 / セーフティーニードル / ハートシート / オキシフロー,9.0,電機・精密,,
45440,４５４４０,Ｈ．Ｕ．グループホールディングス,Ｈ．Ｕ．グループホールディングス / H.U.グループ / エイチ・ユー・グループ / 富士レビオ / SRL / 株式会社エスアールエル / 株式会社富士レビオ / プレシジョン・システム・サイエンス / PSS / Ｈ．Ｕ．グループ / Ｈ．Ｕ．グループHD,10.0,情報通信・サービスその他,,
45470,４５４７０,キッセイ薬品工業,キッセイ薬品工業 / キッセイ / Kissei / グルファスト / ピオグリタゾン / アクトス / エビリファイ / アジルバ / キッセイ薬品,5.0,医薬品,,
45480,４５４８０,生化学工業,生化学工業 / バイオケミカル / ヒアルロン酸 / アルツ / アルツディスポ / ジュリア / バイオロン / ヒアレイン / バイオシン / 生化学,5.0,医薬品,,
45490,４５４９０,栄研化学,栄研化学 / 栄研 / Eiken / Eiken Chemical / ラピッドテスト / フェカルカルプロテクチン / プロカルシトニン / イムノクロマト法 / 微生物検査,5.0,医薬品,,
45510,４５５１０,鳥居薬品,鳥居薬品 / トリヤク / トリヤク製薬 / トリヤクファーマ / トリヤクヘルス / トリヤクメディカル / トリヤク製品 / トリヤクブランド / トリヤク薬品,5.0,医薬品,,
45520,４５５２０,ＪＣＲファーマ,JCRファーマ / JCR / テムセル / グロウジェクト / メルクロン / アイソレックス / エリスロポエチン / アルプロスタジル / エポエチンアルファ,5.0,医薬品,,
45530,４５５３０,東和薬品,,5.0,医薬品,,
45540,４５５４０,富士製薬工業,富士製薬工業 / 富士製薬 / 富士薬 / フジセイ / フジ製薬 / フジ薬 / フジメディカル / フジファーマ / フジヘルスケア,5.0,医薬品,,
45590,４５５９０,ゼリア新薬工業,ゼリア新薬工業 / ヘパリーゼ / コンドロイチン / アロパノール / プレフェミン / アサコール / プロマック / ゼリア / 新薬 / ゼリア新薬,5.0,医薬品,,
45650,４５６５０,ネクセラファーマ,,5.0,医薬品,,
45680,４５６８０,第一三共,第一三共 / 4568 / DAIICHI SANKYO / オルメテック / ネキシウム / ラニナミビル / エフィエント / モルヌピラビル / ルラシドン,5.0,医薬品,,
45690,４５６９０,杏林製薬,杏林製薬 / キョーリン / キョーリン製薬 / MUCODYNE（ムコダイン） / CLARITH（クラリス） / KYORIN / キョーリン製薬ホールディングス / キョーリン製薬工業 / キョーリン製薬グループ / 杏林,5.0,医薬品,,
45740,４５７４０,大幸薬品,大幸薬品 / 正露丸 / セイロガン / クレベリン / クレベ＆アンド / パブロン / セイロガン糖衣A / セイロガン糖衣 / セイロガン細粒,5.0,医薬品,,
45770,４５７７０,ダイト,,5.0,医薬品,,
45780,４５７８０,大塚ホールディングス,大塚ホールディングス / 大塚製薬 / ポカリスエット / オロナミンC / カロリーメイト / SOYJOY / ボンカレー / ネイチャーメイド / クリスタルガイザー / 大塚 / 大塚HD,5.0,医薬品,,
