ticker,ticker_fullwidth,company_name,variants
30530,３０５３０,ペッパーフードサービス,ペッパーフードサービス / いきなりステーキ / ペッパーランチ / ペッパーランチダイナー / ワイルドステーキ / ステーキくに / ペッパーキング / ペッパーフード / ペッパーランチエクスプレス
30640,３０６４０,ＭｏｎｏｔａＲＯ,MonotaRO / モノタロウストア / MonotaRO Pro / モノタロウプラス / MonotaRO Select / モノタロウダイレクト / MonotaRO Tools / モノタロウエクスプレス
30760,３０７６０,あい　ホールディングス,あいホールディングス / AI Holdings / アイホールディングス / AIH / アイエイチ / アイ・ホールディングス / あいHD / AI Holdings Group / アイホールディングス株式会社 / あい　 / あい　HD
30860,３０８６０,Ｊ．フロント　リテイリング,Ｊ．フロント　リテイリング / 大丸 / 松坂屋 / 大丸松坂屋百貨店 / パルコ / GINZA SIX / JFR / 大丸心斎橋店 / 松坂屋名古屋店
30870,３０８７０,ドトール・日レスホールディングス,ドトール / 日レス / ドトール・日レスホールディングス / ドトールコーヒー / エクセルシオールカフェ / カフェ・ラ・ミル / ドトール珈琲農園 / ドトールバリューカード / ドトールコーヒーショップ / ドトール・日レス / ドトール・日レスHD
30880,３０８８０,マツキヨココカラ＆カンパニー,マツキヨココカラ＆カンパニー / マツキヨ / ココカラファイン / Matsukiyo / MatsukiyoLAB / ココカラ / MatsukiyoC / マツキヨPB / ココカラPB
30910,３０９１０,ブロンコビリー,ブロンコビリー / ブロンコ / ビリー / ステーキハウス / 炭焼きステーキ / ハンバーグ / サラダバー / ファミリーレストラン / グリルメニュー
30920,３０９２０,ＺＯＺＯ,ZOZO / ZOZOTOWN / ZOZOスーツ / ZOZOマット / ZOZOGLASS / スタートトゥデイ / WEAR / ZOZOテクノロジーズ / ZOZOBASE
30930,３０９３０,トレジャー・ファクトリー,トレジャー・ファクトリー / トレファク / トレファクスタイル / トレファクスポーツ / トレファクマーケット / トレファクアウトドア / トレファクプラス / トレファクオンライン / トレファクリユース
30970,３０９７０,物語コーポレーション,物語コーポレーション / 焼肉きんぐ / 丸源ラーメン / 寿司・しゃぶしゃぶ ゆず庵 / 焼肉一番かるび / 焼肉一番カルビ / 焼肉一番カルビホルモン / 焼肉一番カルビ本舗 / 焼肉一番カルビ家
30990,３０９９０,三越伊勢丹ホールディングス,三越伊勢丹 / 三越 / 伊勢丹 / 三越伊勢丹HD / MIカード / 三越伊勢丹オンラインストア / エムアイカード / 三越伊勢丹グループ / ISETAN
31010,３１０１０,東洋紡,東洋紡 / 東紡 / テイボー / ボーイング / エアロカバー / セルバックス / アクアリフト / トレシー / エスモンド
31030,３１０３０,ユニチカ,ユニチカ / UNITIKA / テトロン / エコロン / バイオミメティクス / ナイロン / ポリエステル / セルロースナノファイバー / スパンドール
31040,３１０４０,富士紡ホールディングス,富士紡ホールディングス / フジボウ / FUJIBO / フジボウテキスタイル / フジボウケミカル / フジボウフィルター / フジボウメディカル / フジボウエレクトロニクス / フジボウライフサイエンス / 富士紡 / 富士紡HD
31050,３１０５０,日清紡ホールディングス,日清紡ホールディングス / 日清紡 / Nisshinbo / エコテクノ / ブレーキ / プレシジョン / テキスタイル / マイクロデバイス / 日清紡HD
31060,３１０６０,倉敷紡績,倉敷紡績 / クラボウ / Kurabo / Kurabo Industries / クラボウテキスタイル / クラボウバイオ / クラボウマテリアル / クラボウケミカル / クラボウエンジニアリング
31070,３１０７０,ダイワボウホールディングス,ダイワボウホールディングス / ダイワボウ / 大和紡 / 大和紡ホールディングス / ダイワボウ情報システム / ダイワボウノイ / ダイワボウエンジニアリング / ダイワボウポリテック / ダイワボウプログレス / ダイワボウHD
31090,３１０９０,シキボウ,シキボウ / シキボウ株式会社 / Shikibo / アルファゲル / エアロシルバー / エアロフレッシュ / シキボウマスク / シキボウフィルター
31100,３１１００,日東紡績,日東紡績 / 日東紡 / ニットーボー / NITTOBO / セロファン / ニットーボーファイバー / ニットーボーテキスタイル / ニットーボーケミカル
31160,３１１６０,トヨタ紡織,トヨタ紡織 / TB / TOYOTA BOSHOKU / レクサスシート / カローラシート / 自動車内装 / シートクッション / インテリアコンポーネント
31320,３１３２０,マクニカホールディングス,マクニカ / マクニカHD
31340,３１３４０,Ｈａｍｅｅ,Hamee / iFace / Hameeストア / ネクストエンジン / Hameeコマース / Hameeスマホアクセサリー / Hameeデザイン / Hameeオンラインショップ / Hameeモバイル
31390,３１３９０,ラクト・ジャパン,
31410,３１４１０,ウエルシアホールディングス,ウエルシアホールディングス / ウエルシア / ウエルシア薬局 / ウエルシアグループ / ウエルシアHD / 3141 / ハピコム / ウエルシアダイレクト / ウエルシアポイント / ウエルシアアプリ
31480,３１４８０,クリエイトＳＤホールディングス,クリエイトＳＤホールディングス / クリエイトSD / クリエイト / SDホールディングス / クリエイト薬局 / クリエイトストア / クリエイトドラッグ / クリエイトショップ / クリエイトファーマシー / クリエイトＳＤ / クリエイトＳＤHD
31500,３１５００,グリムス,グリムス / グリムス株式会社 / 蓄電池 / スマートハウス / エネルギーマネジメント / 再生可能エネルギー
31510,３１５１０,バイタルケーエスケー・ホールディングス,バイタルケーエスケー・ホールディングス / バイタルネット / ケーエスケー / VITAL / VITAL KSK / バイタル / バイタルネット株式会社 / ケーエスケー株式会社 / バイタルケーエスケー・ / バイタルケーエスケー・HD
31530,３１５３０,八洲電機,八洲
31540,３１５４０,メディアスホールディングス,メディアス / メディアスHD
31560,３１５６０,レスター,
31670,３１６７０,ＴＯＫＡＩホールディングス,TOKAIホールディングス / TOKAI / トーカイ / TOKAIグループ / おいしい水の宅配便 / ピュアウォーター / TOKAIでんき / TOKAIガス / TOKAIケーブルネットワーク / ＴＯＫＡＩ / ＴＯＫＡＩHD
31760,３１７６０,三洋貿易,三洋貿易 / 三洋 / Sanyo Trading / 三洋トレーディング / Sanyo Boueki / Sanyo Boeki / 三洋貿易株式会社 / Sanyo Trading Co. / Ltd.
31790,３１７９０,シュッピン,シュッピン / MAP CAMERA / KASYAPA / GMT / KINGDOM NOTE / STAY246 / CROWN GEAR / シュッピン株式会社 / 出品
31800,３１８００,ビューティガレージ,ビューティガレージ / BG / ビューティガレージ株式会社 / BGショップ / BGプロ / BGスタジオ / ビューティガレージオンライン / BGマーケット / BGサロン
31820,３１８２０,オイシックス・ラ・大地,オイシックス / ラ・大地 / Oisix / 大地を守る会 / らでぃっしゅぼーや / Oisix ra daichi / オイシックス・ラ・大地 / Kit Oisix / Vegeel
31830,３１８３０,ウイン・パートナーズ,
31860,３１８６０,ネクステージ,ネクステージ / ネクステ / NEXTAGE / カーバンク / カーチョイス / ネクステージオート / ネクステージプラス / ネクステージセレクト / ネクステージプレミアム
31910,３１９１０,ジョイフル本田,ジョイ本 / Joyful Honda / ジョイフル / JH / ジョイフルホンダ / Joyful / ジョイ
31930,３１９３０,エターナルホスピタリティグループ,エターナルホスピタリティ / エターナルホスピタリティG
31960,３１９６０,ホットランド,ホットランド / 銀だこ / 築地銀だこ / 銀のあん / コールドストーン / コールド・ストーン・クリーマリー / 銀のあんクロワッサンたい焼 / 銀だこハイボール酒場 / 銀だこキッチン
31970,３１９７０,すかいらーくホールディングス,すかいらーくホールディングス / ガスト / バーミヤン / しゃぶ葉 / ジョナサン / 夢庵 / グラッチェガーデンズ / 藍屋 / とんから亭 / すかいらーく / すかいらーくHD
31980,３１９８０,ＳＦＰホールディングス,ＳＦＰ / ＳＦＰHD
31990,３１９９０,綿半ホールディングス,綿半HD / 綿半ホールディングス / 綿半
32010,３２０１０,日本毛織,日本毛織 / ニッケ / NIKKE / ニッケグループ / ニッケテキスタイル / ニッケホームプロダクツ / ニッケライフ / ニッケファブリック / ニッケアパレル
32210,３２２１０,ヨシックスホールディングス,ヨシックスホールディングス / や台ずし / や台や / ニパチ / これや / や台半兵ヱ / これやこの / や台ずし本舗 / ヨシックス / ヨシックスHD
32220,３２２２０,ユナイテッド・スーパーマーケット・ホールディングス,ユナイテッド・スーパーマーケット・ホールディングス / USMH / マルエツ / カスミ / マックスバリュ関東 / ユナイテッド / スーパーマーケット / Uスーパーマーケット / ユナイテッド・スーパーマーケット・ / ユナイテッド・スーパーマーケット・HD
32310,３２３１０,野村不動産ホールディングス,野村不動産ホールディングス / プラウド / オフィスビル / GEMS / PMO / PROUD FLAT / PROUD CITY / PROUD TOWER / 野村不動産 / 野村不動産HD
32320,３２３２０,三重交通グループホールディングス,三重交通グループ / 三重交通グループHD
32450,３２４５０,ディア・ライフ,ディア・ライフ / ディア / DL / Dear Life / ディアライフ / D-Life / ディア・プロジェクト / ディア・レジデンス / ディア・オフィス
32520,３２５２０,地主,
32540,３２５４０,プレサンスコーポレーション,プレサンス / プレサンスコーポレーション / プレサンスマンション / プレサンスシリーズ / プレサンスロジスティクス / プレサンスレジデンス / プレサンスオフィス / プレサンスホテル / プレサンスリゾート
32670,３２６７０,フィル・カンパニー,フィル・カンパニー / フィル / フィルパーキング / フィル・パーク / フィル・スタイル / フィル・デザイン / フィル・プロジェクト / フィル・ビル / フィル・スペース
32760,３２７６０,ＪＰＭＣ,
32840,３２８４０,フージャースホールディングス,フージャースホールディングス / フージャース / フージャースHD / フージャースグループ / フージャース不動産 / フージャースマンション / フージャース住宅 / フージャース開発 / フージャースプロジェクト
32880,３２８８０,オープンハウスグループ,オープンハウス / オープンハウスグループ / OHG / 証券コード: 32880 / オープンレジデンシア / オープンハウスデベロップメント / オープンハウスアーキテクト / オープンハウス不動産 / オープンハウスプロパティ / オープンハウスリート / オープンハウスG
32890,３２８９０,東急不動産ホールディングス,東急不動産ホールディングス / 東急不 / Tokyu Fudosan Holdings / Tokyu Land Corporation / 東急コミュニティー / 東急リバブル / 東急ステイ / 東急不動産 / 東急不動産HD
32910,３２９１０,飯田グループホールディングス,飯田グループホールディングス / 飯田GHD / 飯田グループ / IIDA / IIDAグループ / 飯田ホールディングス / 飯田HD / 飯田 / IIDA HD / 飯田グループHD
33020,３３０２０,帝国繊維,帝国繊維 / 帝繊 / 帝国繊維株式会社 / 帝国 / 帝国繊維(株) / 帝国繊維グループ / 帝国繊維製品 / 帝国繊維ブランド / 帝国繊維の防災用品 / 証券コード: 33020
33150,３３１５０,日本コークス工業,日本コークス工業 / 日コークス / JFEコークス / コークス / 日本コークス / コークス工業 / 日コ / コークス製品
33190,３３１９０,ゴルフダイジェスト・オンライン,GDO / ゴルフダイジェスト・オンライン / ゴルフダイジェスト / GDOショップ / GDOゴルフ場予約 / GDOスコア管理 / GDOゴルフレッスン / GDOゴルフニュース / GDOポイント
33280,３３２８０,ＢＥＥＮＯＳ,ＢＥＥＮＯＳ / テンポス / ショッピン / セカイモン / フリル / ビーノス
33330,３３３３０,あさひ,
33410,３３４１０,日本調剤,日本調剤 / Nihon Chouzai / 調剤薬局 / おくすり手帳Link / 調剤薬局事業 / 医薬品製造事業 / 医療モール事業 / ヘルスケア事業 / 日本調剤ファーマシー
33490,３３４９０,コスモス薬品,コスモス薬品 / 3349 / コスモス / COSMOS / コスモスドラッグ / コスモス薬局 / コスモスグループ / コスモスストア / コスモスチェーン / コスモスファーマシー
33600,３３６００,シップヘルスケアホールディングス,シップヘルスケアホールディングス / SHIP / シップ / シップヘルスケア / SHIP Healthcare / メディカルサプライ / メディカルロジスティクス / メディカルエンジニアリング / メディカルサービス / シップヘルスケアHD
33710,３３７１０,ソフトクリエイトホールディングス,ソフトクリエイトホールディングス / ソフトクリエイト / SCHD / ソフクリ / EC-CUBE / e-Store / CROSS MALL / CROSS POINT / CROSS STAFF / ソフトクリエイトHD
33820,３３８２０,セブン＆アイ・ホールディングス,セブン＆アイ / セブンイレブン / イトーヨーカドー / そごう / 西武 / デニーズ / ロフト / アリオ / セブンプレミアム / セブン＆アイ・ / セブン＆アイ・HD
33870,３３８７０,クリエイト・レストランツ・ホールディングス,クリエイト・レストランツ・ホールディングス / クリレス / クリエイトレストランツ / しゃぶ菜 / 磯丸水産 / かごの屋 / デザート王国 / クリエイト・レストランツ・ / クリエイト・レストランツ・HD
33880,３３８８０,明治電機工業,明治電機
33910,３３９１０,ツルハホールディングス,ツルハホールディングス / ツルハ / ツルハドラッグ / くすりのツルハ / ツルハグループ / くすりの福太郎 / ドラッグストア / ツルハポイント / ツルハカード / ツルハHD
33950,３３９５０,サンマルクホールディングス,サンマルクホールディングス / サンマルクカフェ / チョコクロ / サンマルク / バイキングレストラン / サンマルクグループ / サンマルクレストラン / サンマルクベーカリー / サンマルクカフェカード / サンマルクHD
33970,３３９７０,トリドールホールディングス,トリドールホールディングス / 丸亀製麺 / トリドール / TORIDOLL / 讃岐うどん / まるがめ / まるがめ製麺 / トリドールHD / トリドールグループ
34010,３４０１０,帝人,帝人 / Teijin / テイジン / ナノフロント / ソロテックス / ベルオアシス / レクシーファ / エコサークル / テイジンフロンティア
34020,３４０２０,東レ,東レ / トレリナ / セオα / ルミラー / トレカ / トレヨン / トレフィル / トレシー
34050,３４０５０,クラレ,クラレ / クラレグループ / クラレファイバー / クラレプラスチックス / クラレケミカル / セプトン / エバール
34070,３４０７０,旭化成,旭化成 / 旭化成ホームズ / ヘーベルハウス / サランラップ / セルガイア / リフォームヘーベル / ジュノ / フォルティス
34150,３４１５０,ＴＯＫＹＯ　ＢＡＳＥ,TOKYO BASE / トウキョウベース / TOKYO BASE CO. / LTD. / STUDIOUS / UNITED TOKYO / PUBLIC TOKYO / CITYSHOP / THE RERACS
34210,３４２１０,稲葉製作所,稲葉
34310,３４３１０,宮地エンジニアリンググループ,宮地エンジニアリンググループ / 宮地エンジ / MEG / 宮地エンジニアリング / 宮地グループ / 宮地 / MEGグループ / 宮地製品 / 宮地ブランド / 宮地エンジニアリングG
34330,３４３３０,トーカロ,トーカロ / TOCALO / トーカロ株式会社 / トーカロコーティング / プラズマコーティング / サーマルスプレー / トーカロ技術 / トーカロ製品 / トーカロブランド
34360,３４３６０,ＳＵＭＣＯ,SUMCO / サムコ / ウェーハ / シリコンウェーハ / SUMCO TECHXIV / SUMCO Phoenix Corporation / SUMCO USA Corporation / SUMCO Europe Sales
34430,３４４３０,川田テクノロジーズ,
34450,３４４５０,ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,
34570,３４５７０,Ａｎｄ　Ｄｏホールディングス,Ａｎｄ　Ｄｏ / Ａｎｄ　ＤｏHD
34580,３４５８０,シーアールイー,シーアールイー / CRE / CREロジスティクス / CRE倉庫 / CRE不動産 / CRE物流 / CRE開発 / CRE投資 / CREグループ
34650,３４６５０,ケイアイスター不動産,ケイアイスター不動産 / ケイアイ / KIスター / ケイアイスター / KI / ケイアイホーム / ケイアイハウス / ケイアイ不動産 / KI不動産
34750,３４７５０,グッドコムアセット,
34800,３４８００,ジェイ・エス・ビー,
34820,３４８２０,ロードスターキャピタル,ロードスターキャピタル / RSC / ロードスター不動産 / キャピタル / ロードスター投資 / ロードスターアセット / ロードスターグループ / ロードスターサービス
34980,３４９８０,霞ヶ関キャピタル,霞ヶ関キャピタル / K-Cap / 霞キャピ / K-Capital / 霞ヶ関 / 霞キャ / KGC / 霞ヶ関不動産 / K-Cap不動産
35390,３５３９０,ＪＭホールディングス,ＪＭ / ＪＭHD
35430,３５４３０,コメダホールディングス,コメダホールディングス / コメダ珈琲店 / シロノワール / コメダ / コメダHD / コメダコーヒー / コメダブレンド / コメダのモーニング / コメダのサンドイッチ
35460,３５４６０,アレンザホールディングス,アレンザホールディングス / アレンザ / ALENZA / アレンザグループ / アレンザHD / アレンザホールディングス株式会社 / ALENZA Holdings / アレンザブランド
35470,３５４７０,串カツ田中ホールディングス,串カツ田中 / 串カツ田中HD / 串カツ / 田中 / 串カツ田中ホールディングス / 串カツ田中グループ / 串カツ田中株式会社 / 串カツ田中チェーン / 串カツ田中ブランド
35480,３５４８０,バロックジャパンリミテッド,バロックジャパンリミテッド / MOUSSY / SLY / RODEO CROWNS / AZUL BY MOUSSY / BLACK BY MOUSSY / SHEL'TTER / STACCATO
35490,３５４９０,クスリのアオキホールディングス,クスリのアオキ / アオキHD / アオキホールディングス / AOKI / アオキ / クスリのアオキホールディングス / ドラッグアオキ / アオキ薬局 / AOKIグループ / クスリのアオキHD
35610,３５６１０,力の源ホールディングス,力の源ホールディングス / 一風堂 / Ippudo / 力の源 / Chikara no Moto / 博多一風堂 / Hakata Ippudo / からか麺 / Karaka-men / 白丸元味 / Shiromaru Motoaji / 力の源HD
35630,３５６３０,ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ,ＦＯＯＤ ＆ ＬＩＦＥ ＣＯＭＰＡＮＩＥＳ / スシロー / あきんどスシロー / 京樽 / 海鮮三崎港 / スシロー To Go / スシローコノミ / スシローキッチン / スシローアプリ
35650,３５６５０,アセンテック,
35690,３５６９０,セーレン,セーレン / VONOS / エステル / セーレンフィルム / セーレンテック / セーレンファブリック / セーレンプロテクション / セーレンインターナショナル
35800,３５８００,小松マテーレ,小松マテーレ / KOMATSU MATERE / マテーレ / クレハロン / セリオ / テクノファイン / エコテックス / スパイバー
35910,３５９１０,ワコールホールディングス,ワコール / ワコールホールディングス / Wacoal / スタディオファイブ / サルート / ウイング / アンフィ / パルファージュ / ラゼ / ワコールHD
35930,３５９３０,ホギメディカル,ホギメディカル / ホギ / HOGY / ホギメディ / メディカル / ホギ製品 / ホギブランド / ホギの医療用品 / ホギのディスポーザブル製品
36080,３６０８０,ＴＳＩホールディングス,ＴＳＩホールディングス / ナノ・ユニバース / ジャーナルスタンダード / ナチュラルビューティーベーシック / ロペ / フレディ＆グロスター / アーバンリサーチ / エディフィス / ＴＳＩ / ＴＳＩHD
36120,３６１２０,ワールド,ワールド / ワールドコーポレーション / ワールドファッション / ワールドオンライン / ワールドストア / ワールドブランド / ワールドリテール / ワールドプロダクツ
36260,３６２６０,ＴＩＳ,
36320,３６３２０,グリーホールディングス,グリー / グリーホールディングス / GREE / GREEプラットフォーム / GREEゲーム / GREEマーケット / GREE広告 / GREEメディア / GREEエンターテインメント / グリーHD
36330,３６３３０,ＧＭＯペパボ,ＧＭＯペパボ / カラーミーショップ / ロリポップ / ヘテムル / minne / JUGEM / ムームードメイン / SUZURI / ペパボクラウド
36350,３６３５０,コーエーテクモホールディングス,コーエーテクモホールディングス / コーエー / テクモ / KOEI / TECMO / 信長の野望 / 三國志 / デッド オア アライブ / 仁王 / コーエーテクモ / コーエーテクモHD
36360,３６３６０,三菱総合研究所,
36490,３６４９０,ファインデックス,
36550,３６５５０,ブレインパッド,ブレインパッド / BrainPad / データサイエンス / アナリティクス / データ活用 / AIソリューション / データマイニング / ビッグデータ / データ分析
36560,３６５６０,ＫＬａｂ,KLab / ラブライブ！スクールアイドルフェスティバル / ブレイブソード×ブレイズソウル / キャプテン翼 ～たたかえドリームチーム～ / BLEACH Brave Souls / うたの☆プリンスさまっ♪ Shining Live / Lapis Re:LiGHTs / 魔法使いと黒猫のウィズ / KLabGames
36570,３６５７０,ポールトゥウィンホールディングス,ポールトゥウィンホールディングス / ポールトゥウィン / PIT / PITホールディングス / ポールトゥウィン・ピットクルーホールディングス / ポールトゥウィン・ピットクルー / PITCREW / ポールトゥウィンHD
36590,３６５９０,ネクソン,ネクソン / メイプルストーリー / アラド戦記 / マビノギ / カートライダー / サドンアタック / FIFAオンライン / V4 / ブルーアーカイブ / アクション対魔忍
36600,３６６００,アイスタイル,アイスタイル / @cosme / アットコスメ / istyle / istyle株式会社 / @cosme SHOPPING / @cosme STORE / @cosme BEAUTY DAY / @cosme TOKYO
36610,３６６１０,エムアップホールディングス,エムアップ / エムアップHD
36620,３６６２０,エイチーム,エイチーム / Ateam / ヴァルキリーコネクト / 少女☆歌劇 レヴュースタァライト -Re LIVE- / 三国大戦スマッシュ！ / ユニゾンリーグ / ラルーン / ナビクル / 引越し侍 / スマートフォンゲーム
36630,３６６３０,セルシス,セルシス / CLIP STUDIO PAINT / CLIP STUDIO / クリスタ / CLIP STUDIO ASSETS / CLIP STUDIO TABMATE / CLIP STUDIO MODELER / CLIP STUDIO COORDINATE / CLIP STUDIO PAINT EX
36650,３６６５０,エニグモ,エニグモ / BUYMA / エニグモ株式会社 / ENIGMO / バイマプラットフォーム / BUYMA公式 / バイママーケット / BUYMAアプリ
36680,３６６８０,コロプラ,コロプラ / 白猫プロジェクト / 黒猫のウィズ / クイズRPG 魔法使いと黒猫のウィズ / 白猫テニス / ドラゴンプロジェクト / アリス・ギア・アイギス / DQウォーク / バトルガール ハイスクール
36730,３６７３０,ブロードリーフ,ブロードリーフ / Broadleaf / BL / Carpod / メカニックサポート / Parts Station / Repair Shop System / BL Cloud / BL Parts Order System
36760,３６７６０,デジタルハーツホールディングス,DIGITAL HEARTS / DIGITAL HEARTS HOLDINGS / デジハ / デジハHD / デジタルハーツHD / デジタルハーツホールディングス株式会社 / DIGITAL HEARTS Co. / Ltd. / デジタルハーツ
36780,３６７８０,メディアドゥ,メディアドゥ / Media Do / MD / Media Do Holdings / MyAnimeList / Flier / Pubridge / Media Do Tech Tokushima / Media Do International
36790,３６７９０,じげん,じげん / 株式会社じげん / 転職EX / 転職ナビ / 転職会議 / 住まいEX / 自動車EX
36810,３６８１０,ブイキューブ,
36870,３６８７０,フィックスターズ,フィックスターズ / Fixstars / Accel / F3 / FDX / FFS / フィックスターズ・テクノロジーズ / フィックスターズ・ソリューション / フィックスターズ・プロダクツ
36880,３６８８０,ＣＡＲＴＡ　ＨＯＬＤＩＮＧＳ,"ＣＡＲＴＡ　ＨＯＬＤＩＮＧＳ / カルタHD / VOYAGE GROUP / Zucks / Fluct / ECナビ / AdStir / Hike

これらは、ＣＡＲＴＡ　ＨＯＬＤＩＮＧＳに関連する可能性のある略称やブランド名です。"
36940,３６９４０,オプティム,オプティム / Optimal Biz / Optimal Remote / Optimal Second Sight / Optimal Vision / Optimal IoT / Optimal AI Camera / Optimal Smart Agriculture / Optimal Smart Construction
36960,３６９６０,セレス,セレス / Moppy（モッピー） / ポイントサイト / ポイント交換 / 仮想通貨 / 暗号資産 / 投資情報 / FinTech / デジタルマーケティング
36970,３６９７０,ＳＨＩＦＴ,SHIFT / シフト / SHIFT社 / SHIFT株式会社 / ソフトウェアテスト / テスト自動化 / ソフトウェア品質保証 / SHIFTグループ / SHIFTテクノロジー
37080,３７０８０,特種東海製紙,
37410,３７４１０,セック,
37620,３７６２０,テクマトリックス,テクマトリックス / TechMatrix / ProTech / FastHelp / FastAnswer / FastSeries / WebSAM / TechMatrix Cloud / TechMatrix Security
37630,３７６３０,プロシップ,プロシップ / ProPlus / ProPlus Cloud / ProPlus ERP / ProPlus BI / ProPlus HR / ProPlus CRM / ProPlus SCM / ProPlus Financials
37650,３７６５０,ガンホー・オンライン・エンターテイメント,ガンホー / ガンホー・オンライン・エンターテイメント / パズドラ / ラグナロクオンライン / TEPPEN / サモンズボード / ケリ姫スイーツ / パズドラバトル / ガンホーゲームズ
37690,３７６９０,ＧＭＯペイメントゲートウェイ,GMO-PG / PGマルチペイメントサービス / PGマルチペイメント / GMO-PG決済 / PG決済 / GMOペイメント / GMO決済 / GMOペイメントゲートウェイ株式会社
37710,３７７１０,システムリサーチ,
37740,３７７４０,インターネットイニシアティブ,インターネットイニシアティブ / IIJ / IIJmio / IIJ GIO / IIJセキュアMXサービス / IIJクラウド / IIJモバイル / IIJファイアウォール / IIJ VPN
37780,３７７８０,さくらインターネット,さくらインターネット / さくらのクラウド / さくらのVPS / さくらのレンタルサーバ / さくらのメールボックス / さくらのSSL / さくらのドメイン / さくらの専用サーバ / さくらのIoT
37880,３７８８０,ＧＭＯグローバルサイン・ホールディングス,GMOグローバルサイン / グローバルサイン / GlobalSign / GMOサイン / GMOトラストログイン / GMOデジタル証明書 / ＧＭＯグローバルサイン・ / ＧＭＯグローバルサイン・HD
38170,３８１７０,ＳＲＡホールディングス,ＳＲＡ / ＳＲＡHD
38340,３８３４０,朝日ネット,朝日ネット / ASAHIネット / ASAHIネット光 / ASAHIモバイル / ASAHIネットLTE / ASAHIネットWiMAX / ASAHIネットIPv6 / ASAHIネット固定IP / ASAHIネットメール
38350,３８３５０,ｅＢＡＳＥ,ｅＢＡＳＥ / eBASE / イーベース / eBASEプロ / eBASEプラットフォーム / eBASEソリューション / eBASE製品管理 / eBASEデータ管理 / eBASEクラウド
38360,３８３６０,アバントグループ,アバント / アバントG
38370,３８３７０,アドソル日進,アドソル日進 / AD-SOL / AD-SOL NISSIN / アドソル / NISSIN / アドソル日進株式会社 / AD-SOL Innovation / AD-SOL IoT / AD-SOL Security
38430,３８４３０,フリービット,
38440,３８４４０,コムチュア,
38530,３８５３０,アステリア,アステリア / Gravio / Platio / Warp / ASTERIA Warp / ASTERIA Warp Core / ASTERIA Warp Enterprise / ASTERIA Warp Cloud / ASTERIA Warp DataSpider
38540,３８５４０,アイル,
38610,３８６１０,王子ホールディングス,王子ホールディングス / 王子製紙 / 王子 / Oji Holdings / Oji Paper / 王子ネピア / Oji Group / 王子HD
38630,３８６３０,日本製紙,日本製紙 / 日本製紙クレシア / クリネックス / スコッティ / プレミアムソフト / エコロジーパルプ / パルプモールド / パルプライナー
38650,３８６５０,北越コーポレーション,北越コーポレーション / 北越パルプ / 北越製紙 / Hokuetsu / Hokuetsu Paper / Hokuetsu Corporation / Hokuetsu Kishu Paper / 北越紀州製紙
38800,３８８００,大王製紙,大王製紙 / アテント / エルモア / グーン / エリエールプラスウォーター / エリエール贅沢保湿 / エリエールトイレットティシュー / エリエールキッチンタオル
39010,３９０１０,マークラインズ,ML / マーク / マーライン / マークラインズ株式会社 / マークラインズジャ
39020,３９０２０,メディカル・データ・ビジョン,メディカル・データ・ビジョン / MDV / Medical Data Vision / MDVプラットフォーム / EVE / MDVコンパス / MDVアナリティクス / MDVデータベース / MDVレポート
39030,３９０３０,ｇｕｍｉ,gumi / gumi Inc. / ブレイブフロンティア / ファントム オブ キル / 誰ガ為のアルケミスト / クリスタル オブ リユニオン / ブレイドエクスロード / アイドルファンタジー / ラストイデア
39150,３９１５０,テラスカイ,テラスカイ / SkyOnDemand / SkyEditor / SkyAuto / SkyVisual / SkySync / SkyGateway / SkyAI
39160,３９１６０,デジタル・インフォメーション・テクノロジー,
39210,３９２１０,ネオジャパン,
39220,３９２２０,ＰＲ　ＴＩＭＥＳ,ＰＲ　ＴＩＭＥＳ / プレスリリース / PRタイムズ / PRニュース / プレス配信 / ニュースリリース / 広報支援 / PRプラットフォーム
39230,３９２３０,ラクス,ラクス / 楽楽精算 / 楽楽明細 / 楽楽販売 / 楽楽勤怠 / 楽楽労務 / 楽楽経費 / 楽楽給与 / 楽楽人事
39250,３９２５０,ダブルスタンダード,
39260,３９２６０,オープンドア,オープンドア / Travelko / オープンドア株式会社 / オープンドア株 / オープンドア証券 / オープンドア銘柄 / オープンドア株式 / オープンドア株価
39320,３９３２０,アカツキ,アカツキ / Akatsuki / アカツキゲームス / 八月のシンデレラナイン / ドラゴンボールZ ドッカンバトル / サウザンドメモリーズ / ロマンシング サガ リ・ユニバース / アカツキライブエンターテインメント / アカツキファンド
39370,３９３７０,Ｕｂｉｃｏｍホールディングス,Ｕｂｉｃｏｍ / ＵｂｉｃｏｍHD
39390,３９３９０,カナミックネットワーク,カナミックネットワーク / カナミック / Kanamic / Kanamic Cloud / Kanamic Healthcare / カナミッククラウド / カナミックヘルスケア / Kanamic Network / カナミックネットワーク株式会社
39410,３９４１０,レンゴー,レンゴー / Rengo / トライウォール / ハートボックス / スマートパック / レンゴーパック / レンゴー物流 / レンゴーリサイクル / レンゴーエコシステム
39460,３９４６０,トーモク,トーモク / トーモク株式会社 / TOMOKU / トーモクパック / トーモクボックス / トーモクダンボール / トーモクパッケージ / トーモク物流 / トーモクエコ
39500,３９５００,ザ・パック,ザ・パック / THE PACK / パックボックス / パックペーパー / パックフィルム / パックラップ / パックテープ / パックバッグ
