ticker,ticker_fullwidth,company_name,sector17,company_name_variants,product_names,gpt_raw_outputs
39250,３９２５０,ダブルスタンダード,情報通信・サービスその他,ダブスタ|DS,情報が不足しています,"[""申し訳ありませんが、「ダブルスタンダード」（証券コード: 39250）に関する具体的な略称やブランド名の情報は持っていません。一般的には、企業の略称やブランド名は公式ウェブサイトやプレスリリースで確認できます。"", ""申し訳ありませんが、「ダブルスタンダード」（証券コード: 39250）に関する具体的な略称やブランド名のリストを提供することはできません。ただし、一般的に企業の略称やブランド名は、企業の公式ウェブサイトやプレスリリース、または業界内での通称として知られていることが多いです。具体的な情報を知りたい場合は、公式な情報源を確認することをお勧めします。"", ""申し訳ありませんが、「ダブルスタンダード」（証券コード: 39250）に関する具体的な略称、ニックネーム、ブランド名、製品名についての情報は持ち合わせていません。ただし、一般的に企業名やブランド名は以下のように略されることがあります。\n\n1. 会社名: ダブスタ, DS\n2. ブランド名: 情報が不足しています\n\n具体的な情報は、公式の企業ウェブサイトや金融ニュースの報道を参照してください。""]"
39260,３９２６０,オープンドア,情報通信・サービスその他,OpenDoor|オープンドア株式会社|オープンドアジャパン|OD,たびらい|たびらいレンタカー|Travelko|たびらいツアー,"[""会社名: オープンドア, OpenDoor,\nブランド名: たびらい, Travelko, たびらいレンタカー, たびらいツアー, たびらいホテル"", ""会社名: オープンドア, OpenDoor, オープンドア株式会社, オープンドアジャパン, OD\nブランド名: たびらい, Travelko, 旅ココ, たびらいレンタカー, たびらいツアー"", ""会社名: オープンドア, OPEN DOOR, オープンドア株式会社,  \nブランド名: たびらい, TRAVELKO, 旅コ, 旅らい, たびらいレンタカー""]"
39320,３９３２０,アカツキ,情報通信・サービスその他,Akatsuki|AKTK|AKATSUKI|39320,八月のシンデレラナイン|ドラゴンボールZ ドッカンバトル|サウザンドメモリーズ|ロマンシング サガ リ・ユニバース|クリスタル オブ リユニオン,"[""会社名: アカツキ, Akatsuki,\nブランド名: 八月のシンデレラナイン, ドラゴンボールZ ドッカンバトル, サウザンドメモリーズ, ロマンシング サガ リ・ユニバース, クリスタル オブ リユニオン"", ""会社名: アカツキ, Akatsuki, AKTK,\nブランド名: 八月のシンデレラナイン, ドラゴンボールZ ドッカンバトル, サウザンドメモリーズ, クリスタル オブ リユニオン, ロマンシング サガ リ・ユニバース"", ""会社名: アカツキ, AKATSUKI, 39320,  \nブランド名: 八月のシンデレラナイン, ドラゴンボールZ ドッカンバトル, サウザンドメモリーズ, ロマンシング サガ リ・ユニバース,  \n\n(Note: The company name \""アカツキ\"" and its ticker symbol \""39320\"" are used as identifiers. The brand and product names listed are associated with Akatsuki Inc. and may vary over time as new products are developed or existing ones are rebranded.)""]"
39370,３９３７０,Ｕｂｉｃｏｍホールディングス,情報通信・サービスその他,Ubicom|Ubicom Holdings|Ubicom Group|Ubicom Co.|Ｕｂｉｃｏｍ,Sequoia|Ubicom AI|Ubicom Cloud|Ubicom IoT|Ubicom Solutions,"[""会社名: Ubicom, Ubicom Holdings, Ubicom HD, Ubicom Group, Ubicom Co.\nブランド名: Sequoia, Ubicom AI, Ubicom Cloud, Ubicom IoT, Ubicom Solutions"", ""申し訳ありませんが、「Ｕｂｉｃｏｍホールディングス」（証券コード: 39370）についての具体的な略称やブランド名の情報は私のデータベースには含まれていません。一般的には、企業の略称やブランド名は公式ウェブサイトや投資家向け資料、またはSNSでの使用例を確認することで得られることが多いです。"", ""会社名: Ubicom, Ubicom HD, Ubicom Holdings, 39370,\nブランド名: 申し訳ありませんが、Ubicomホールディングスの具体的なブランド名や製品名についての情報は持っていません。""]"
39390,３９３９０,カナミックネットワーク,情報通信・サービスその他,カナミック|KNW|カナミック社,カナミッククラウドサービス|カナミックケアプラットフォーム|カナミックヘルスケアシステム|カナミック介護支援システム|カナミック医療連携システム,"[""会社名: カナミック, カナミックネット, KNW, カナミックネットワークス, カナミック社  \nブランド名: カナミッククラウドサービス, カナミックケアプラットフォーム, カナミックヘルスケアシステム, カナミック介護支援システム, カナミック医療連携システム"", ""会社名: カナミック, カナミックネット, カナミックネットワーク, Kanamic,\nブランド名: カナミッククラウドサービス, カナミックケアプラットフォーム, カナミックヘルスケアソリューションズ, カナミックケアマネジメントシステム, カナミック在宅医療支援システム"", ""会社名: カナミック, カナミックネット, KNW, カナミック社, カナミックネットワーク,\nブランド名: カナミッククラウド, カナミックケア, カナミックヘルスケア, カナミックソリューション, カナミックプラットフォーム,""]"
39410,３９４１０,レンゴー,素材・化学,Rengo|Rengo Co.|Ltd.|Rengo Group,トライウォール|トライウォールジャパン|レンゴーパッケージング|レンゴーボックス|レンゴーコンテナ,"[""会社名: レンゴー, Rengo Co., Ltd., Rengo,\nブランド名: トライウォール, トライウォールジャパン, レンゴーパッケージング, レンゴーボックス, レンゴーコンテナ"", ""会社名: レンゴー, Rengo,\nブランド名: トライウォール, トライウォールパッケージ, トライウォールコンテナ, トライウォールボックス, トライウォールパレット"", ""会社名: レンゴー, Rengo, Rengo Co., Ltd., Rengo Group, レンゴー株式会社,\nブランド名: トライウォール, トライウォールジャパン, Rengo Packaging, Rengo Box, Rengo Container,""]"
39460,３９４６０,トーモク,素材・化学,Tohmoku|Tomoku|東洋木材|Tohmoku Co.,...,"[""会社名: トーモク, Tomoku,\nブランド名: 申し訳ありませんが、トーモクの代表的なブランド名や製品名に関する具体的な情報は提供できません。"", ""会社名: トーモク, Tohmoku,\nブランド名: ..."", ""会社名: トーモク, Tohmoku, 東洋木材, Tohmoku Co., Ltd.,  \nブランド名: 特定のブランド名や製品名は確認できません。""]"
39500,３９５００,ザ・パック,素材・化学,THE PACK|ザパック|PACK|39500,...|パックマン|エコパック|スマートパック|フレッシュパック,"[""会社名: ザ・パック, THE PACK,\nブランド名: ..."", ""会社名: ザ・パック, THE PACK, ザパック,\nブランド名: パックマン, エコパック, スマートパック, フレッシュパック, プロテクトパック"", ""会社名: ザ・パック, ザパック, PACK, 39500,  \nブランド名: 申し訳ありませんが、ザ・パックの具体的なブランド名や製品名についての情報は持っていません。""]"
39620,３９６２０,チェンジホールディングス,情報通信・サービスその他,チェンジ|CHG|Change Holdings,ふるさとチョイス|ふるさと納税|Change Digital Transformation|Change Management,"[""申し訳ありませんが、「チェンジホールディングス」（証券コード: 39620）に関する具体的な略称やブランド名の情報は持っていません。一般的に、企業の略称やブランド名は公式ウェブサイトやプレスリリース、または金融ニュースなどで確認することができます。具体的な情報が必要な場合は、これらの情報源を参照することをお勧めします。"", ""会社名: チェンジ, CHG, チェンジHD, Change Holdings, チェンジホールディングス\nブランド名: ふるさとチョイス, ふるさと納税, Change Digital Transformation, Change Management, Change AI"", ""申し訳ありませんが、「チェンジホールディングス」（証券コード: 39620）に関する具体的な略称やブランド名、製品名についての情報は持っていません。一般的には、企業の略称やブランド名は公式ウェブサイトやプレスリリース、または金融ニュースなどで確認することができます。""]"
39640,３９６４０,オークネット,情報通信・サービスその他,AUCNET|オーク|39640,AUCNET Exchange|AUCNET Auction|AUCNET Market|AUCNET Live|AUCNET BIZ,"[""会社名: オークネット, AUCNET,\nブランド名: AUCNET Exchange, AUCNET Auction, AUCNET Market, AUCNET BIZ, AUCNET Live"", ""会社名: オークネット, AUCNET, オーク,\nブランド名: Aucnet Exchange, Aucnet Auction, Aucnet Marketplace"", ""会社名: オークネット, AUCNET, 39640,\nブランド名: AUCNET Exchange, AUCNET Auction, AUCNET Market, AUCNET Live, AUCNET Solutions""]"
39830,３９８３０,オロ,情報通信・サービスその他,ORO,ZAC|ZAC Enterprise|ZAC Accounting|Reforma|CREWSENSE,"[""会社名: オロ, ORO,\nブランド名: ZAC, Reforma, CREWSENSE, ZAC Enterprise, ZAC Accounting"", ""申し訳ありませんが、「オロ」（証券コード: 39830）についての具体的な略称やブランド名のリストを提供することはできません。オロ株式会社は日本の企業で、主にクラウドサービスやERPソフトウェアの提供を行っています。一般的な情報として、企業の略称やブランド名は公式サイトやプレスリリースなどで確認することができます。"", ""会社名: オロ, ORO,  \nブランド名: ZAC, ZAC Enterprise, ZAC Sales, ZAC Accounting, ZAC CRM""]"
39840,３９８４０,ユーザーローカル,情報通信・サービスその他,User Local|UL|ユーロカ,Social Insight|User Insight|Social Media Analytics|Social Monitor|Social Trend,"[""会社名: ユーザーローカル, User Local,\nブランド名: Social Insight, User Insight, Social Monitor, Social Trend, Media Insight"", ""会社名: ユーザーローカル, User Local, UL, ユーロカ,\nブランド名: Social Insight, User Insight, Social Media Analytics, AIアナリスト, テキストマイニングツール"", ""会社名: ユーザーローカル, UL,\nブランド名: Social Insight, User Insight, Alchemy, Social Media Analytics, AI Analytics""]"
39930,３９９３０,ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ,情報通信・サービスその他,PKSHA|PKSHA Technology|PKSHA Tech|PKSHAテック,PKSHA AI|PKSHA Insight|PKSHA Security|PKSHA Chatbot|PKSHA Predict,"[""会社名: PKSHA, PKSHA Technology, PKSHA Tech, PKSHAテクノロジー, PKSHAテック  \nブランド名: PKSHA AI, PKSHA Chatbot, PKSHA Insight, PKSHA Security, PKSHA Predict"", ""会社名: PKSHA, PKSHA Tech, PKSHA Technology, PKSHAテクノロジー, PKSHAテック  \nブランド名: PKSHA AI, PKSHA Chatbot, PKSHA Insight, PKSHA Security, PKSHA Analytics"", ""会社名: PKSHA, PKSHA Tech, PKSHA Technology,\nブランド名: PKSHA AI, PKSHA Insight, PKSHA Robotics, PKSHA Security, PKSHA Finance""]"
39940,３９９４０,マネーフォワード,情報通信・サービスその他,マネフォ|MF|Money Forward,マネーフォワード ME|マネーフォワード クラウド|マネーフォワード X|マネーフォワード ケッサイ|マネーフォワード ファミリー,"[""会社名: マネフォ, Money Forward, MF,\nブランド名: マネーフォワード ME, マネーフォワード クラウド, マネーフォワード X, マネーフォワード ケッサイ, マネーフォワード みんかぶ"", ""会社名: マネフォ, MF, Money Forward, マネーフォワード,\nブランド名: マネーフォワード ME, マネーフォワード クラウド, マネーフォワード X, マネーフォワード ケッサイ, マネーフォワード ファミリー"", ""会社名: マネフォ, MF, マネーフォワード,\nブランド名: マネーフォワード ME, マネーフォワード クラウド, マネーフォワード ケッサイ, マネーフォワード X, マネーフォワード ファミリー""]"
40040,４００４０,レゾナック・ホールディングス,素材・化学,レゾナック|Resonac|RH|レゾナック・,テクノポリマー|ダイセル|エポキシ樹脂|シリコーン|ポリカーボネート,"[""会社名: レゾナック, レゾナックHD, レゾナックホールディングス, Resonac,\nブランド名: テクノポリマー, ダイセル, エポキシ樹脂, シリコーン, ポリカーボネート"", ""申し訳ありませんが、「レゾナック・ホールディングス」に関する具体的な略称やブランド名のリストを提供することはできません。ただし、一般的に企業の略称やブランド名は、公式ウェブサイトやプレスリリース、業界の報道などで確認することができます。"", ""会社名: レゾナック, レゾナックHD, RH, レゾナックホールディングス, レゾナックHLDG,\nブランド名: レゾナックブランド, レゾナック製品, レゾナックテクノロジー, レゾナックマテリアル, レゾナックソリューションズ""]"
40050,４００５０,住友化学,素材・化学,Sumitomo Chemical|住化|住友化|Sumitomo Chem|スミトモケミカル,SumikaExcel|Sumikasuper|Sumifilm|Sumipex|Olyset Net,"[""会社名: Sumitomo Chemical, Sumitomo Chem, 住化,\nブランド名: Olyset Net, SumikaExcel, Sumikasuper, Sumifilm, Sumipex"", ""会社名: 住化, Sumitomo Chemical, スミトモケミカル, 住友ケミカル, 住友化,\nブランド名: ラウンドアップ, メトロノーム, アクティック, プロフィア, スミトモケミカル農薬"", ""会社名: 住化, Sumitomo Chemical, SC, 住友化,\nブランド名: Olyset, SumikaExcel, Sumikasuper, Sumifilm, Sumipex""]"
40080,４００８０,住友精化,素材・化学,Sumitomo Seika|SEIKA|Seika|住精,SUMIKAGEL|SUMIKATHENE|Aquapearl|PEO|SeikaSol,"[""会社名: 住友精化, Sumitomo Seika, Seika, 住精  \nブランド名: Aquapearl, PEO, SeikaSol, SUMIKAGEL, SUMIKATHENE"", ""会社名: 住友精化, Sumitomo Seika, SEIKA,\nブランド名: AQUA KEEP, SUMIKAGEL, SUMIFILM, SUMIKASUPER, SUMIKATHENE"", ""会社名: 住友精化, 住友化学, Sumitomo Seika, SEIKA, 40080  \nブランド名: 特定のブランド名や製品名は一般的に公開されていない場合があります。""]"
40210,４０２１０,日産化学,素材・化学,Nissan Chemical|NCK|日化|日産化学工業,ラウンドアップ|サンフード|サンアグラ|サンノック|サンフレッシュ,"[""会社名: 日産化学, Nissan Chemical,\nブランド名: ラウンドアップ, サンフード, サンアグラ, サンノック, サンフレッシュ"", ""会社名: 日産化学, Nissan Chemical, 日産化学工業, NCK, 日化,\nブランド名: ラウンドアップ, サンフード, トリフミン, ペンタキュロン, サンレッド,"", ""会社名: 日産化学, 日産化, NCK, Nissan Chemical, 日化,\nブランド名: ラウンドアップ, トリフルアミン, サンフロン, ペンタキュア, アリスタ""]"
40220,４０２２０,ラサ工業,素材・化学,ラサ|ラサ工|Rasa Industries|Rasa Kogyo|40220,ラサライト|ラサセラミックス|ラサケミカル|ラサメタル,"[""申し訳ありませんが、「ラサ工業」（証券コード: 40220）についての具体的な略称やブランド名の情報は私のデータベースには含まれていないようです。一般的には、企業の略称やブランド名は公式ウェブサイトやプレスリリース、または金融ニュースの報道などで確認することができます。"", ""会社名: ラサ, ラサ工, Rasa Industries, Rasa Kogyo, 40220,\nブランド名: ラサライト, ラサセラミックス, ラサケミカル, ラサメタル, ラサコンポジット,"", ""会社名: ラサ, ラサ工, ラサ工業,\nブランド名: 特定のブランド名や製品名は確認できません。""]"
40230,４０２３０,クレハ,素材・化学,Kureha|Kureha Corporation|KHC|Kureha Chemical,クレラップ|Seaguar|NEWクレラップ|Krehalon|Krefine,"[""会社名: クレハ, Kureha Corporation, Kureha,\nブランド名: クレラップ, NEWクレラップ, Seaguar, Krehalon, Krefine"", ""会社名: クレハ, Kureha,\nブランド名: クレラップ, シンセロン, クレハカーボン, クレハフロー, クレハフィルム"", ""会社名: クレハ, Kureha, KHC, Kureha Chemical, クレハ化学,\nブランド名: クレラップ, Seaguar, Kremezin, New Krewrap, PGA Resin,""]"
40250,４０２５０,多木化学,素材・化学,Taki Chemical|多木|40250|Taki Chem,Taki Fertilizer|タキロン|たき肥料|たき化成|Taki Compound,"[""会社名: 多木化学, Taki Chemical, Taki Chem,\nブランド名: たき肥料, Taki Fertilizer, たき化成, Taki Compound, たき農業資材"", ""会社名: 多木, 多木化, Taki Chemical, Taki, 40250,\nブランド名: タキロン, タキロンシーアイ, タキロンエコ, タキロンバイオ, タキロンアグリ,"", ""会社名: 多木化学, TAKI, Taki Chemical, 40250, 多木  \nブランド名: タキロン, Taki Fertilizer, Taki Chemical Products, Taki Agro, Taki Industrial""]"
40270,４０２７０,テイカ,素材・化学,TEIKA|帝人化成|帝化|帝人化学,テイカフォーム|テイカライト|テイカコート|テイカフィルム|テイカトップ,"[""会社名: テイカ, TEIKA,\nブランド名: テイカトップ, テイカライト, テイカコート, テイカシール, テイカフォーム"", ""会社名: テイカ, TEIKA, 帝人化成, 帝化,\nブランド名: エコテイカ, テイカライト, テイカフォーム, テイカフィルム, テイカパック"", ""会社名: テイカ, 帝人化成, 帝化, 帝人化学, 帝人ケミカル,\nブランド名: エコテック, テイカポリマー, テイカフィルム, テイカフォーム, テイカコート,""]"
40280,４０２８０,石原産業,素材・化学,石原|ISK|石原産,ルチル|チタンオックス|クリスタルティン|クリスタルパール,"[""申し訳ありませんが、「石原産業」（証券コード: 40280）に関する具体的な略称やブランド名についての情報は持ち合わせていません。ただし、一般的に企業の略称やブランド名は公式ウェブサイトやプレスリリース、または業界のニュースなどで確認することができます。石原産業の公式情報や業界の報道を参照することをお勧めします。"", ""会社名: 石原, ISK, 石原産,\nブランド名: チタンオックス, ルチル, クリスタルティン, クリスタルパール, クリスタルクリア"", ""会社名: 石原, ISK, 石原産,\nブランド名: ルチル, チタン, クリスタルガード, クリスタルプロテクト, クリスタルシールド""]"
40410,４０４１０,日本曹達,素材・化学,日曹|Nippon Soda|Nisso|日曹達|Nisso Group,モスピラン|アグロス|トレファノサイド|ニッソラン|ニッソーケミカル,"[""会社名: 日曹, Nippon Soda, Nisso,\nブランド名: モスピラン, アグロス, トレファノサイド, ニッソラン, ニッソーケミカル"", ""会社名: 日曹, 日曹達, Nippon Soda, Nisso, Nisso Group  \nブランド名: モスピラン, アグロカート, トレファラン, サンケム, サンフロン"", ""会社名: 日曹, 日本曹達, 日曹工業, 日曹化学, 日曹グループ,\nブランド名: アグリノール, ソーダッシュ, ソーダライト, ソーダミックス, ソーダクリーン""]"
40420,４０４２０,東ソー,素材・化学,Tosoh|東ソー株式会社|Tosoh Corporation|東ソーケミカル,Zeonex|Nipoflex|Toyopearl|Zeonor|Toyocat,"[""会社名: Tosoh, 東ソー,\nブランド名: Zeonex, Zeonor, Nipoflex, Toyopearl, Toyocat"", ""会社名: 東ソー, Tosoh, 東ソー株式会社, Tosoh Corporation, 東ソーケミカル,\nブランド名: Zeonex, Toyopearl, Nipoflex, Hivis, Zirconia"", ""会社名: 東ソー, TOSOH,   \nブランド名: Zeonex, Zeonor, Toyopearl, Nipoflex, TOSOH Bioscience""]"
40430,４０４３０,トクヤマ,素材・化学,Tokuyama|Tokuyama Corporation|40430,セメント|シリカ|ポバール|ポリオレフィン|電子材料,"[""会社名: トクヤマ, Tokuyama Corporation, Tokuyama,\nブランド名: セメント, シリカ, ポリオレフィン, 電子材料, 医薬品"", ""会社名: トクヤマ, Tokuyama,\nブランド名: セメント, シリカ, ポバール, イオン交換樹脂, アルミナ"", ""会社名: トクヤマ, Tokuyama, 40430,\nブランド名: セメント, シリカ, ポバール, ソーダ灰, フレークアルカリ""]"
40440,４０４４０,セントラル硝子,素材・化学,CGC|Central Glass|セントラル|中央硝子,セントラルミラー|セントラルガラス|セントラルフィルム|セントラルケミカル|セントラルコーティング,"[""会社名: セントラル硝子, Central Glass, CGC,\nブランド名: セントラルミラー, セントラルガラス, セントラルフィルム, セントラルケミカル, セントラルコーティング"", ""会社名: セントラル硝子, セントラル, CGC, Central Glass,\nブランド名: セントラルガラス, セントラルミラー, セントラルケミカル, セントラルフィルム, セントラルコーティング"", ""会社名: セントラル硝子, セントラル, CGC, 中央硝子, セン硝,\nブランド名: セントラルガラス, セントラルミラー, セントラルフィルム, セントラルケミカル, セントラルエナジー""]"
40450,４０４５０,東亞合成,素材・化学,TOAGOSEI|東亞|東亞化学|TOA,アロンアルフア|アロンテープ|アロンフィックス|アロンボンド|Aron Alpha,"[""会社名: 東亞合成, TOAGOSEI, 東亞, 東亞化学, 東亞グループ  \nブランド名: アロンアルフア, Aron Alpha, Aronix, Aron Mighty, Aron Coat"", ""会社名: 東亞, 東亞合成, TOA, TOAGOSEI, 東亞化学,\nブランド名: アロンアルフア, アロンテープ, アロンコート, アロンフィックス, アロンボンド"", ""会社名: 東亞合成, TOA, 東亞, 合成, TOAGOSEI  \nブランド名: アロンアルフア, アロンテープ, アロンフィックス, アロン, アロンボンド""]"
40460,４０４６０,大阪ソーダ,素材・化学,OSAKA SODA CO.|LTD.|OSAKA SODA|大ソ,エポキシ樹脂|アクリル樹脂|ソーダ灰|塩化ビニル|界面活性剤,"[""会社名: 大阪ソーダ, Osaka Soda, OSAKA SODA CO., LTD.,\nブランド名: エポキシ樹脂, アクリル樹脂, ソーダ灰, 塩化ビニル, 界面活性剤"", ""会社名: 大阪ソーダ, OSAKA SODA, 大ソ, オーソーダ, OSAKA SODA CO., LTD.,\nブランド名: エピクロマー, エピコート, ソーダライト, ソーダクリーン, ソーダフレッシュ"", ""会社名: 大阪ソーダ, 大ソ, OSAKA SODA,  \nブランド名: エポキシ樹脂, アクリル樹脂, フェノール樹脂, 塩化ビニル, ソーダ灰""]"
40470,４０４７０,関東電化工業,素材・化学,Kanto Denka|KDK|関電化|Kanto Denka Kogyo|Kanto Chemical,KDKフッ素化学製品|KDK高純度ガス|KDK電子材料|KDK化学品,"[""申し訳ありませんが、関東電化工業についての具体的な略称やブランド名のリストを提供することはできません。ただし、一般的に企業の略称やブランド名は、企業の公式ウェブサイトや金融ニュース、業界レポートなどで確認することができます。関東電化工業の公式な情報源を参照することをお勧めします。"", ""会社名: 関電化, Kanto Denka, KDK, Kanto Denka Kogyo, Kanto Chemical,\nブランド名: KDKフッ素化学製品, KDK高純度ガス, KDK電子材料, KDK化学品, KDK触媒"", ""会社名: 関東電化, 関東電化工, Kanto Denka, KDK, 40470  \nブランド名: 特定のブランド名や製品名は一般的に公開されていない可能性があります。""]"
40530,４０５３０,Ｓｕｎ　Ａｓｔｅｒｉｓｋ,情報通信・サービスその他,サンアスタリスク|Sun*|Sun Asterisk|サンアス|Sun Asterisk Inc.,Sun* Startups|Sun* Ventures|Astarisk Platform|Sun* Tech Lab|Sun* Academy,"[""会社名: サンアスタリスク, Sun*, Sun Asterisk, サンアス  \nブランド名: Astarisk Platform, Sun* Tech Lab, Sun* Startups, Sun* Ventures, Sun* Academy"", ""会社名: サンアス, Sun*, Sun Asterisk, サンアスタリスク, Sun Asterisk Inc.,\nブランド名: Astarisk, Sun* Consulting, Sun* Startups, Sun* Tech, Sun* Ventures"", ""会社名: Sun*, サンアスタリスク, サンアス, Sun Asterisk, サン*,\nブランド名: 特定のブランド名や製品名は一般的に報道されていません。""]"
40610,４０６１０,デンカ,素材・化学,Denka|デンカ株式会社|Denka Company Limited|デンカケミカル,セラミックス|エラストマー|ポリマー|セラミックフィルター|デンカブラック,"[""会社名: デンカ, Denka, デンカ株式会社, Denka Company Limited, デンカケミカル\nブランド名: セラミックフィルター, デンカブラック, デンカスチレン, デンカポリマー, デンカエラストマー"", ""会社名: デンカ, Denka,\nブランド名: アグリバイオ, セラミックス, エラストマー, ポリマー, フィルム"", ""会社名: デンカ, DENKA, デンカ株式会社, Denka Co., Ltd., 4061,\nブランド名: セラミックス, エラストマー, ポリマー, アセチレンブラック, シリコーン,""]"
40620,４０６２０,イビデン,電機・精密,IBIDEN|イビデン株式会社|Ibiden|IBIDEN Co.,IBIDEN Ceramics|IBIDEN Electronics|IBIDEN Graphite|IBIDEN Porous|IBIDEN Power,"[""会社名: イビデン, Ibiden,\nブランド名: IBIDEN Ceramics, IBIDEN Electronics, IBIDEN Graphite, IBIDEN Porous, IBIDEN Power"", ""会社名: イビデン, IBIDEN, イビデン株式会社, IBIDEN Co., Ltd.,\nブランド名: IBIDEN Ceramics, IBIDEN Graphite, IBIDEN Electronics, IBIDEN Fine Ceramics, IBIDEN Power Systems"", ""会社名: イビデン, IBIDEN, イビデン株式会社,\nブランド名: IBIDEN DPF, IBIDEN CERAM, IBIDEN GRAPHITE, IBIDEN FOIL, IBIDEN PCB""]"
40630,４０６３０,信越化学工業,素材・化学,信越化学|信越|SEH|Shin-Etsu,シンエツポリマー|シンエツシリコーン|シリコーン|シンエツケミカル|シンエツPVC,"[""会社名: 信越化学, Shin-Etsu Chemical, 信越, SEH, Shin-Etsu\nブランド名: シリコーン, シンエツポリマー, シンエツケミカル, シンエツシリコーン, シンエツPVC"", ""会社名: 信越化学, 信越, Shin-Etsu, SEH, 信越化学工業\nブランド名: シンエツシリコーン, シンエツポリマー, シンエツPVC, シンエツケミカルズ, シンエツエレクトロニクス"", ""会社名: 信越化学, 信越, Shin-Etsu, SEH, 信越化学工業,\nブランド名: シリコーン, シンエツ, シンエツポリマー, シンエツケミカル, シンエツシリコーン,""]"
40640,４０６４０,日本カーバイド工業,素材・化学,日本カーバイド|Nippon Carbide Industries|カーバイド|NIC,カーバイドフィルム|カーバイドシート|カーバイドコーティング|カーバイドレジン|カーバイドテープ,"[""会社名: 日本カーバイド, 日本カーバイド工業, Nippon Carbide Industries,\nブランド名: カーバイドフィルム, カーバイドシート, カーバイドテープ, カーバイドコーティング, カーバイドラベル"", ""会社名: 日本カーバイド, カーバイド, NIC, Nihon Carbide, NCI\nブランド名: カーボンブラック, カーバイドフィルム, カーバイドレジン, カーバイドコーティング, カーバイドケミカル"", ""会社名: 日カーバイド, JCI, 日本カーバイド, カーバイド工業, JCC\nブランド名: カーボンマスター, カーバイドフィルム, カーバイドレジン, カーバイドペレット, カーバイドシート""]"
40710,４０７１０,プラスアルファ・コンサルティング,情報通信・サービスその他,PAC|プラスアルファ|プラアル|プラスアルファコンサル|プラスアルファ・コンサル,Talent Palette|Customer Rings|POSITIVE|Visual Mieruka,"[""申し訳ありませんが、「プラスアルファ・コンサルティング」についての具体的な略称やブランド名の情報は私のデータベースには含まれていません。一般的に、企業の略称やブランド名は公式ウェブサイトやプレスリリースで確認することができます。"", ""会社名: PAC, プラアル, プラスアルファ, プラスアルファコンサル, プラスアルファ・コンサル,\nブランド名: Talent Palette, Customer Rings, Visual Mieruka, POSITIVE, Talent Palette Analytics"", ""会社名: PAC, プラスアルファ,\nブランド名: Talent Palette, Customer Rings, Visual Mining Studio, POSITIVE, KARTE Blocks""]"
40720,４０７２０,電算システムホールディングス,情報通信・サービスその他,電算システム|Densan System Holdings|DSH|Densan,PayB|DS Payment|DS Trust|DS Cloud|DS Security,"[""会社名: 電算システム, Densan System Holdings, DSH,\nブランド名: PayB, DS Payment, DS Trust, DS Cloud, DS Security"", ""申し訳ありませんが、「電算システムホールディングス」（証券コード: 40720）についての具体的な略称やブランド名の情報は持ち合わせていません。一般的には、企業の略称やニックネームはSNSやトレーダーの間で独自に作られることが多く、公式な情報としては提供されていないことが多いです。また、ブランド名や製品名も企業の公式発表やマーケティング資料に依存するため、具体的な情報が必要な場合は、企業の公式サイトや関連するニュースリリースを参照することをお勧めします。"", ""会社名: 電算システム, Densan,\nブランド名: なし""]"
40780,４０７８０,堺化学工業,素材・化学,堺化学|堺化|Sakai Chemical|Sakai Chem|SKC,サカエライト|サカエライトZ|サカエライトG|サカエライトS|サカエライトP,"[""会社名: 堺化学, Sakai Chemical, Sakai Chem, SKC, 堺化\nブランド名: サカエライト, サカエライトZ, サカエライトG, サカエライトS, サカエライトP"", ""会社名: 堺化学, 堺化, Sakai Chemical, Sakai Chem, SCK  \nブランド名: ハイライト, サカライト, サカラック, サカミック, サカテック"", ""会社名: 堺化学, 堺化, SKC,  \nブランド名: ルミライト, ルミパール, ルミナック, ルミフィル, ルミシェード""]"
40820,４０８２０,第一稀元素化学工業,素材・化学,第一稀元素|DKG|DAIICHI KIGEN|DKG Chemical|Daiichi Kigenso,ZrO2|ZIRCONIA|DAIICHI ZIRCONIA|DAIICHI CERAMICS|DAIICHI POWDER,"[""会社名: DKG, 第一稀元素, DKG Chemical, Daiichi Kigenso, Daiichi Kigenso Kagaku Kogyo\nブランド名: ZrO2, ZIRCONIA, DAIICHI ZIRCONIA, DAIICHI CERAMICS, DAIICHI POWDER"", ""会社名: DAIICHI, 第一稀元素, DAIICHI KIGEN, DAIICHI RARE ELEMENTS, 第一化学,\nブランド名: KIGEN, DAIICHI PRODUCTS, RARE ELEMENTS SERIES, DAIICHI CHEMICALS, ELEMENTAL SOLUTIONS,"", ""会社名: 第一稀元素, DAIICHI KIGEN, DKG,\nブランド名: 申し訳ありませんが、具体的なブランド名や製品名の情報は見つかりませんでした。""]"
40880,４０８８０,エア・ウォーター,素材・化学,エアウォーター|AW|Air Water,アクアクララ|エアウォーターガス|ミネラルウォーター|クリンスイ|フレッシュマスター,"[""会社名: エア・ウォーター, Air Water,\nブランド名: ミネラルウォーター, アクアクララ, クリンスイ, フレッシュマスター, エアウォーターガス"", ""会社名: エアウォーター, AW, エア・ウォーター,\nブランド名: ミライエ, アクアクララ, エアウォーター農園, エアウォーターガス, エアウォーター物流"", ""会社名: エアウォーター, AW,\nブランド名: 具体的なブランド名や製品名は公開されていない場合がありますが、一般的に「エアウォーター」関連の製品やサービスはそのまま「エアウォーター」として認識されることが多いです。""]"
