ticker,ticker_fullwidth,company_name,variants
31410,３１４１０,ウエルシアホールディングス,ウエルシアホールディングス / ウエルシア / ウエルシア薬局 / ウエルシアグループ / ウエルシアHD / 3141 / ハピコム / ウエルシアダイレクト / ウエルシアポイント / ウエルシアアプリ
31480,３１４８０,クリエイトＳＤホールディングス,クリエイトＳＤホールディングス / 31480 / クリエイトSD / クリエイト / SDホールディングス / クリエイト薬局 / クリエイトストア / クリエイトドラッグ / クリエイトショップ / クリエイトファーマシー
31500,３１５００,グリムス,グリムス / 31500 / グリムス株式会社 / エコキュート / ソーラーパネル / 蓄電池 / スマートハウス / エネルギーマネジメント / 再生可能エネルギー / 環境ソリューション
31510,３１５１０,バイタルケーエスケー・ホールディングス,バイタルケーエスケー・ホールディングス / 31510 / バイタルネット / ケーエスケー / VITAL / VITAL KSK / バイタル / KSK / バイタルネット株式会社 / ケーエスケー株式会社
31530,３１５３０,八洲電機,申し訳ありませんが、「八洲電機」（証券コード: 31530）に関する具体的な略称、ニックネーム、製品名やブランド名についての情報は持ち合わせていません。一般的に企業の略称やニックネームは、SNSや金融ニュースでの使用状況によって異なる場合があります。製品やブランド名については、企業の公式ウェブサイトやプレスリリースを確認することをお勧めします。
31540,３１５４０,メディアスホールディングス,申し訳ありませんが、「メディアスホールディングス」（証券コード: 31540）に関する具体的な略称、ニックネーム、製品名やブランド名の情報は私のデータベースには含まれていません。一般的な情報として、企業の略称やニックネームは、企業の正式名称や証券コード、またはその業界での通称が使われることが多いです。具体的な情報は、公式ウェブサイトや金融ニュース、SNSなど
31560,３１５６０,レスター,申し訳ありませんが、具体的な企業の略称やニックネーム、製品名やブランド名についての情報は提供できません。ただし、一般的に企業の略称やニックネームは、企業名の一部や証券コードを基にしたものが多いです。例えば、「レスター」という企業であれば、「レスター」、「31560」、「レスターHD」などが考えられます。具体的な製品名やブランド名については、企業の公式ウェブサイトやプレスリリースを
31670,３１６７０,ＴＯＫＡＩホールディングス,TOKAIホールディングス / 31670 / TOKAI / トーカイ / TOKAIグループ / おいしい水の宅配便 / ピュアウォーター / TOKAIでんき / TOKAIガス / TOKAIケーブルネットワーク
31760,３１７６０,三洋貿易,三洋貿易 / 31760 / 三洋 / Sanyo Trading / Sanyo / 三洋トレーディング / Sanyo Boueki / Sanyo Boeki / 三洋貿易株式会社 / Sanyo Trading Co. / Ltd.
31790,３１７９０,シュッピン,シュッピン / 31790 / MAP CAMERA / KASYAPA / GMT / KINGDOM NOTE / STAY246 / CROWN GEAR / シュッピン株式会社 / 出品
31800,３１８００,ビューティガレージ,ビューティガレージ / 31800 / BG / ビューティガレージ株式会社 / BGショップ / BGプロ / BGスタジオ / ビューティガレージオンライン / BGマーケット / BGサロン
31820,３１８２０,オイシックス・ラ・大地,オイシックス / ラ・大地 / Oisix / 大地を守る会 / らでぃっしゅぼーや / 31820 / Oisix ra daichi / オイシックス・ラ・大地 / Kit Oisix / Vegeel
31830,３１８３０,ウイン・パートナーズ,申し訳ありませんが、「ウイン・パートナーズ」（証券コード: 31830）に関する具体的な略称、ニックネーム、製品名やブランド名の情報は私のデータベースには含まれていないようです。一般的に、企業の略称やニックネームはSNSや金融ニュースで独自に使われることが多いため、具体的な情報はそれらのプラットフォームで確認するのが良いかもしれません。
31860,３１８６０,ネクステージ,ネクステージ / 31860 / ネクステ / NEXTAGE / カーバンク / カーチョイス / ネクステージオート / ネクステージプラス / ネクステージセレクト / ネクステージプレミアム
31910,３１９１０,ジョイフル本田,ジョイフル本田 / 31910 / ジョイ本 / Joyful Honda / ジョイフル / ホンダ / JH / ジョイフルホンダ / Joyful / ジョイ
31930,３１９３０,エターナルホスピタリティグループ,申し訳ありませんが、「エターナルホスピタリティグループ」（証券コード: 31930）に関する具体的な略称、ニックネーム、製品名やブランド名についての情報は持ち合わせていません。一般的に、企業の略称やニックネームはSNSや金融ニュースでの使用状況によって変わることがありますので、最新の情報を確認するにはこれらのプラットフォームを直接参照することをお勧めします。
31960,３１９６０,ホットランド,ホットランド / 31960 / 銀だこ / 築地銀だこ / 銀のあん / コールドストーン / コールド・ストーン・クリーマリー / 銀のあんクロワッサンたい焼 / 銀だこハイボール酒場 / 銀だこキッチン
31970,３１９７０,すかいらーくホールディングス,すかいらーくホールディングス / 31970 / ガスト / バーミヤン / しゃぶ葉 / ジョナサン / 夢庵 / グラッチェガーデンズ / 藍屋 / とんから亭
31980,３１９８０,ＳＦＰホールディングス,申し訳ありませんが、「ＳＦＰホールディングス」（証券コード: 31980）に関する具体的な略称、ニックネーム、製品名やブランド名についての情報は持ち合わせていません。一般的には、企業の略称やブランド名は公式ウェブサイトやプレスリリース、または金融ニュースやSNSで確認することができます。
31990,３１９９０,綿半ホールディングス,"申し訳ありませんが、「綿半ホールディングス」に関する具体的な略称、ニックネーム、製品名やブランド名についての情報は私のデータベースには含まれていません。ただし、一般的に企業の略称やニックネームは以下のような形式で使われることがあります：

綿半 / 綿半HD / 綿半ホールディングス / 31990

具体的な製品名やブランド名については、公式ウェブサイトや関連資料を参"
32010,３２０１０,日本毛織,日本毛織 / ニッケ / NIKKE / 32010 / ニッケグループ / ニッケテキスタイル / ニッケホームプロダクツ / ニッケライフ / ニッケファブリック / ニッケアパレル
32210,３２２１０,ヨシックスホールディングス,ヨシックスホールディングス / 32210 / や台ずし / や台や / ニパチ / これや / かつや / や台半兵ヱ / これやこの / や台ずし本舗
32220,３２２２０,ユナイテッド・スーパーマーケット・ホールディングス,ユナイテッド・スーパーマーケット・ホールディングス / USMH / マルエツ / カスミ / マックスバリュ関東 / 32220 / ユナイテッド / スーパーマーケット / ホールディングス / Uスーパーマーケット
32310,３２３１０,野村不動産ホールディングス,野村不動産ホールディングス / 32310 / 野村不動産 / プラウド / オフィスビル / GEMS / PMO / PROUD FLAT / PROUD CITY / PROUD TOWER
32320,３２３２０,三重交通グループホールディングス,申し訳ありませんが、「三重交通グループホールディングス」（証券コード: 32320）に関する具体的な略称、ニックネーム、製品名やブランド名のリストを提供することはできません。一般的に、企業の略称やブランド名は公式な情報源や企業のウェブサイトで確認することができます。公式な情報を参照することをお勧めします。
32450,３２４５０,ディア・ライフ,ディア・ライフ / 32450 / ディア / DL / Dear Life / ディアライフ / D-Life / ディア・プロジェクト / ディア・レジデンス / ディア・オフィス
32520,３２５２０,地主,申し訳ありませんが、特定の企業や証券コードに関連する略称、ニックネーム、製品名、ブランド名についての具体的な情報は提供できません。ただし、一般的に企業の略称やニックネームは、企業名や事業内容に基づいてSNSや金融ニュースで使われることがあります。具体的な情報については、公式な金融情報サイトやSNSでの検索をお勧めします。
32540,３２５４０,プレサンスコーポレーション,プレサンス / プレサンスコーポレーション / 32540 / プレサンスマンション / プレサンスシリーズ / プレサンスロジスティクス / プレサンスレジデンス / プレサンスオフィス / プレサンスホテル / プレサンスリゾート
32670,３２６７０,フィル・カンパニー,フィル・カンパニー / 32670 / フィル / フィルパーキング / フィル・パーク / フィル・スタイル / フィル・デザイン / フィル・プロジェクト / フィル・ビル / フィル・スペース
32760,３２７６０,ＪＰＭＣ,申し訳ありませんが、「ＪＰＭＣ」（証券コード: 32760）に関する具体的な略称、ニックネーム、製品名やブランド名についての情報は持ち合わせていません。一般的に企業の略称やニックネーム、製品名やブランド名は、公式な情報源や企業のウェブサイト、プレスリリースなどで確認することができます。具体的な情報を得るためには、これらの情報源を参照することをお勧め
32840,３２８４０,フージャースホールディングス,フージャースホールディングス / 32840 / フージャース / フージャースHD / フージャースグループ / フージャース不動産 / フージャースマンション / フージャース住宅 / フージャース開発 / フージャースプロジェクト
32880,３２８８０,オープンハウスグループ,オープンハウス / オープンハウスグループ / OHG / 証券コード: 32880 / オープンレジデンシア / オープンハウスデベロップメント / オープンハウスアーキテクト / オープンハウス不動産 / オープンハウスプロパティ / オープンハウスリート
32890,３２８９０,東急不動産ホールディングス,東急不動産ホールディングス / 32890 / 東急不動産 / 東急不 / Tokyu Fudosan Holdings / Tokyu Land Corporation / 東急コミュニティー / 東急リバブル / 東急ステイ / 東急ハンズ
32910,３２９１０,飯田グループホールディングス,飯田グループホールディングス / 32910 / 飯田GHD / 飯田グループ / IIDA / IIDAグループ / 飯田ホールディングス / 飯田HD / 飯田 / IIDA HD
33020,３３０２０,帝国繊維,帝国繊維 / 帝繊 / 帝国繊維株式会社 / 帝国 / 帝国繊維(株) / 帝国繊維グループ / 帝国繊維製品 / 帝国繊維ブランド / 帝国繊維の防災用品 / 証券コード: 33020
33150,３３１５０,日本コークス工業,日本コークス工業 / 33150 / 日コークス / JFEコークス / コークス / 日本コークス / JFE / コークス工業 / 日コ / コークス製品
33190,３３１９０,ゴルフダイジェスト・オンライン,GDO / ゴルフダイジェスト・オンライン / 33190 / ゴルフダイジェスト / GDOショップ / GDOゴルフ場予約 / GDOスコア管理 / GDOゴルフレッスン / GDOゴルフニュース / GDOポイント
33280,３３２８０,ＢＥＥＮＯＳ,ＢＥＥＮＯＳ / 33280 / テンポス / ショッピン / モノタロウ / バイマ / セカイモン / フリル / トラベルコ / ビーノス
33330,３３３３０,あさひ,"申し訳ありませんが、特定の企業や証券コードに関連する略称、ニックネーム、製品名、ブランド名を具体的に挙げることはできません。ただし、一般的に企業やブランドに関連する情報は以下のような形で表現されることがあります：

1. 企業名そのもの
2. 証券コード
3. 企業の公式略称
4. 製品名
5. ブランド名
6. SNSでの通称
7. 業界内で"
33410,３３４１０,日本調剤,日本調剤 / 33410 / Nihon Chouzai / 調剤薬局 / おくすり手帳Link / 調剤薬局事業 / 医薬品製造事業 / 医療モール事業 / ヘルスケア事業 / 日本調剤ファーマシー
33490,３３４９０,コスモス薬品,コスモス薬品 / 3349 / コスモス / COSMOS / コスモスドラッグ / コスモス薬局 / コスモスグループ / コスモスストア / コスモスチェーン / コスモスファーマシー
33600,３３６００,シップヘルスケアホールディングス,シップヘルスケアホールディングス / 33600 / SHIP / シップ / シップヘルスケア / SHIP Healthcare / メディカルサプライ / メディカルロジスティクス / メディカルエンジニアリング / メディカルサービス
33710,３３７１０,ソフトクリエイトホールディングス,ソフトクリエイトホールディングス / 33710 / ソフトクリエイト / SCHD / ソフクリ / EC-CUBE / e-Store / CROSS MALL / CROSS POINT / CROSS STAFF
33820,３３８２０,セブン＆アイ・ホールディングス,セブン＆アイ / 33820 / セブンイレブン / イトーヨーカドー / そごう / 西武 / デニーズ / ロフト / アリオ / セブンプレミアム
33870,３３８７０,クリエイト・レストランツ・ホールディングス,クリエイト・レストランツ・ホールディングス / 33870 / クリレス / クリエイトレストランツ / しゃぶ菜 / 磯丸水産 / かごの屋 / デザート王国 / しゃぶしゃぶ温野菜 / かつや
33880,３３８８０,明治電機工業,申し訳ありませんが、「明治電機工業」（証券コード: 33880）に関する具体的な略称、ニックネーム、製品名やブランド名の情報は私のデータベースには含まれていません。一般的に企業の略称やニックネームは、業界内や投資家の間で独自に使われることが多く、公式な情報としては公開されていないことがあります。製品やブランド名についても、企業の公式サイトやプレスリ
33910,３３９１０,ツルハホールディングス,ツルハホールディングス / 33910 / ツルハ / ツルハドラッグ / くすりのツルハ / ツルハグループ / くすりの福太郎 / ドラッグストア / ツルハポイント / ツルハカード
33950,３３９５０,サンマルクホールディングス,サンマルクホールディングス / 33950 / サンマルクカフェ / チョコクロ / サンマルク / バイキングレストラン / サンマルクグループ / サンマルクレストラン / サンマルクベーカリー / サンマルクカフェカード
33970,３３９７０,トリドールホールディングス,トリドールホールディングス / 33970 / 丸亀製麺 / トリドール / TORIDOLL / 讃岐うどん / まるがめ / まるがめ製麺 / トリドールHD / トリドールグループ
34010,３４０１０,帝人,帝人 / 34010 / Teijin / テイジン / ナノフロント / ソロテックス / ベルオアシス / レクシーファ / エコサークル / テイジンフロンティア
34020,３４０２０,東レ,東レ / 34020 / トレックス / トレリナ / セオα / ルミラー / トレカ / トレヨン / トレフィル / トレシー
34050,３４０５０,クラレ,クラレ / 34050 / クラレグループ / クラレファイバー / クラレプラスチックス / クラレケミカル / セプトン / クラリーノ / ベンベルグ / エバール
34070,３４０７０,旭化成,旭化成 / 34070 / 旭化成ホームズ / ヘーベルハウス / サランラップ / ベンベルグ / セルガイア / リフォームヘーベル / ジュノ / フォルティス
34150,３４１５０,ＴＯＫＹＯ　ＢＡＳＥ,TOKYO BASE / 34150 / トウキョウベース / TOKYO BASE CO. / LTD. / STUDIOUS / UNITED TOKYO / PUBLIC TOKYO / CITYSHOP / THE RERACS / ENFÖLD
34210,３４２１０,稲葉製作所,申し訳ありませんが、具体的な企業の略称やニックネーム、製品名、ブランド名についての情報は提供できません。ただし、一般的に企業の略称やニックネームは、企業名の一部や証券コード、製品の特徴などに基づいて形成されることが多いです。企業の公式ウェブサイトや金融ニュース、SNSなどで確認することをお勧めします。
34310,３４３１０,宮地エンジニアリンググループ,宮地エンジニアリンググループ / 34310 / 宮地エンジ / MEG / 宮地エンジニアリング / 宮地グループ / 宮地 / MEGグループ / 宮地製品 / 宮地ブランド
34330,３４３３０,トーカロ,トーカロ / 34330 / TOCALO / トーカロ株式会社 / トーカロコーティング / プラズマコーティング / サーマルスプレー / トーカロ技術 / トーカロ製品 / トーカロブランド
34360,３４３６０,ＳＵＭＣＯ,SUMCO / 34360 / サムコ / ウェーハ / シリコンウェーハ / 半導体材料 / SUMCO TECHXIV / SUMCO Phoenix Corporation / SUMCO USA Corporation / SUMCO Europe Sales
34430,３４４３０,川田テクノロジーズ,申し訳ありませんが、「川田テクノロジーズ」（証券コード: 34430）に関する具体的な略称、ニックネーム、製品名やブランド名の情報は持っていません。一般的には、企業の略称やニックネームはSNSや投資家の間で独自に作られることが多いため、公式な情報としては提供できないことがあります。公式な製品名やブランド名については、企業の公式ウェブサイトやプレスリリースを参
34450,３４４５０,ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,申し訳ありませんが、「ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ」（証券コード: 34450）に関する具体的な略称、ニックネーム、製品名やブランド名についての情報は持ち合わせていません。一般的には、企業名や証券コードがそのまま使われることが多いですが、特定の略称やブランド名については公式な情報源や企業のウェブサイトを確認することをお勧
34570,３４５７０,Ａｎｄ　Ｄｏホールディングス,申し訳ありませんが、「Ａｎｄ　Ｄｏホールディングス」（証券コード: 34570）に関する具体的な略称、ニックネーム、製品名やブランド名のリストを提供することはできません。最新の情報については、公式な金融ニュースやSNS、企業の公式ウェブサイトなどを参照してください。
34580,３４５８０,シーアールイー,シーアールイー / 34580 / CRE / CREロジスティクス / CRE倉庫 / CRE不動産 / CRE物流 / CRE開発 / CRE投資 / CREグループ
34650,３４６５０,ケイアイスター不動産,ケイアイスター不動産 / 34650 / ケイアイ / KIスター / ケイアイスター / KI / ケイアイホーム / ケイアイハウス / ケイアイ不動産 / KI不動産
34750,３４７５０,グッドコムアセット,申し訳ありませんが、「グッドコムアセット」に関する具体的な略称、ニックネーム、製品名やブランド名についての情報は持っていません。一般的には、企業名や証券コードがそのまま使われることが多いですが、具体的な略称やニックネームについては、金融ニュースやSNSの最新情報を直接確認することをお勧めします。
34800,３４８００,ジェイ・エス・ビー,申し訳ありませんが、「ジェイ・エス・ビー」（証券コード: 34800）に関する具体的な略称、ニックネーム、製品名やブランド名についての情報は持っていません。一般的には、企業名や証券コードがそのまま使われることが多いです。具体的な略称やブランド名については、公式の情報源やSNSなどで確認することをお勧めします。
34820,３４８２０,ロードスターキャピタル,ロードスターキャピタル / 34820 / ロードスター / RSC / ロードスター不動産 / キャピタル / ロードスター投資 / ロードスターアセット / ロードスターグループ / ロードスターサービス
34980,３４９８０,霞ヶ関キャピタル,霞ヶ関キャピタル / 34980 / K-Cap / 霞キャピ / K-Capital / 霞ヶ関 / 霞キャ / KGC / 霞ヶ関不動産 / K-Cap不動産
35390,３５３９０,ＪＭホールディングス,申し訳ありませんが、「ＪＭホールディングス」（証券コード: 35390）に関する具体的な略称、ニックネーム、製品名やブランド名の情報は持ち合わせていません。一般的に企業の略称やブランド名は、公式ウェブサイトや金融ニュース、SNSなどで確認することができます。
35430,３５４３０,コメダホールディングス,コメダホールディングス / 35430 / コメダ珈琲店 / シロノワール / コメダ / コメダHD / コメダコーヒー / コメダブレンド / コメダのモーニング / コメダのサンドイッチ
35460,３５４６０,アレンザホールディングス,アレンザホールディングス / 35460 / アレンザ / ALENZA / アレンザグループ / ホールディングス / アレンザHD / アレンザホールディングス株式会社 / ALENZA Holdings / アレンザブランド
35470,３５４７０,串カツ田中ホールディングス,串カツ田中 / 串カツ田中HD / 35470 / 串カツ / 田中 / 串カツ田中ホールディングス / 串カツ田中グループ / 串カツ田中株式会社 / 串カツ田中チェーン / 串カツ田中ブランド
35480,３５４８０,バロックジャパンリミテッド,バロックジャパンリミテッド / 35480 / MOUSSY / SLY / RODEO CROWNS / AZUL BY MOUSSY / ENFÖLD / BLACK BY MOUSSY / SHEL'TTER / STACCATO
35490,３５４９０,クスリのアオキホールディングス,クスリのアオキ / アオキHD / 35490 / アオキホールディングス / AOKI / アオキ / クスリのアオキホールディングス / ドラッグアオキ / アオキ薬局 / AOKIグループ
35610,３５６１０,力の源ホールディングス,力の源ホールディングス / 35610 / 一風堂 / Ippudo / 力の源 / Chikara no Moto / 博多一風堂 / Hakata Ippudo / からか麺 / Karaka-men / 白丸元味 / Shiromaru Motoaji
35630,３５６３０,ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ,ＦＯＯＤ ＆ ＬＩＦＥ ＣＯＭＰＡＮＩＥＳ / 35630 / スシロー / あきんどスシロー / 京樽 / 海鮮三崎港 / スシロー To Go / スシローコノミ / スシローキッチン / スシローアプリ
35650,３５６５０,アセンテック,申し訳ありませんが、「アセンテック」（証券コード: 35650）に関する具体的な略称、ニックネーム、製品名やブランド名についての情報は持っていません。一般的に企業の略称やニックネームは、SNSや金融ニュースでの使用状況によって変わることがあります。具体的な情報を得るには、最新のニュースやSNSの投稿を確認することをお勧めします。
35690,３５６９０,セーレン,セーレン / 35690 / VONOS / エステル / クラリーノ / セーレンフィルム / セーレンテック / セーレンファブリック / セーレンプロテクション / セーレンインターナショナル
35800,３５８００,小松マテーレ,小松マテーレ / 35800 / KOMATSU MATERE / マテーレ / クレハロン / セリオ / エアロカプセル / テクノファイン / エコテックス / スパイバー
35910,３５９１０,ワコールホールディングス,ワコール / ワコールホールディングス / 35910 / Wacoal / スタディオファイブ / サルート / ウイング / アンフィ / パルファージュ / ラゼ
35930,３５９３０,ホギメディカル,ホギメディカル / 35930 / ホギ / HOGY / ホギメディ / メディカル / ホギ製品 / ホギブランド / ホギの医療用品 / ホギのディスポーザブル製品
36080,３６０８０,ＴＳＩホールディングス,ＴＳＩホールディングス / 36080 / ナノ・ユニバース / ジャーナルスタンダード / ナチュラルビューティーベーシック / ロペ / アンタイトル / フレディ＆グロスター / アーバンリサーチ / エディフィス
36120,３６１２０,ワールド,ワールド / 36120 / ワールドグループ / ワールドコーポレーション / ワールドファッション / ワールドオンライン / ワールドストア / ワールドブランド / ワールドリテール / ワールドプロダクツ
36260,３６２６０,ＴＩＳ,申し訳ありませんが、「ＴＩＳ」（証券コード: 36260）に関連する略称、ニックネーム、製品名やブランド名の具体的なリストを提供することはできません。ただし、一般的に企業の略称やニックネームは、会社名そのものや証券コード、製品名、ブランド名などが使われることがあります。具体的な情報は、公式の企業ウェブサイトや金融ニュース、SNSなどで確認することをお勧めします。
36320,３６３２０,グリーホールディングス,グリー / グリーホールディングス / 36320 / GREE / GREEプラットフォーム / GREEゲーム / GREEマーケット / GREE広告 / GREEメディア / GREEエンターテインメント
36330,３６３３０,ＧＭＯペパボ,ＧＭＯペパボ / 36330 / カラーミーショップ / ロリポップ / ヘテムル / minne / JUGEM / ムームードメイン / SUZURI / ペパボクラウド
36350,３６３５０,コーエーテクモホールディングス,コーエーテクモホールディングス / 36350 / コーエー / テクモ / KOEI / TECMO / 信長の野望 / 三國志 / デッド オア アライブ / 仁王
36360,３６３６０,三菱総合研究所,申し訳ありませんが、「三菱総合研究所」（証券コード: 36360）に関する具体的な略称、ニックネーム、製品名やブランド名のリストを提供することはできません。ただし、一般的に企業名や証券コードがそのまま略称として使われることが多いです。具体的な情報については、公式の情報源や金融ニュースを参照してください。
36490,３６４９０,ファインデックス,申し訳ありませんが、特定の企業や証券コードに関連する略称、ニックネーム、製品名、ブランド名を具体的に挙げることはできません。一般的に、企業やその製品に関する情報は公式な発表や信頼できるニュースソースから確認することをお勧めします。
36550,３６５５０,ブレインパッド,ブレインパッド / 36550 / BrainPad / データサイエンス / アナリティクス / データ活用 / AIソリューション / データマイニング / ビッグデータ / データ分析
36560,３６５６０,ＫＬａｂ,KLab / 36560 / ラブライブ！スクールアイドルフェスティバル / ブレイブソード×ブレイズソウル / キャプテン翼 ～たたかえドリームチーム～ / BLEACH Brave Souls / うたの☆プリンスさまっ♪ Shining Live / Lapis Re:LiGHTs / 魔法使いと黒猫のウィズ / KLabGames
36570,３６５７０,ポールトゥウィンホールディングス,ポールトゥウィンホールディングス / 36570 / ポールトゥウィン / PIT / PITホールディングス / ポールトゥウィン・ピットクルーホールディングス / ポールトゥウィン・ピットクルー / PITCREW / デジタルハーツ / デジタルハーツホールディングス
36590,３６５９０,ネクソン,ネクソン / 36590 / メイプルストーリー / アラド戦記 / マビノギ / カートライダー / サドンアタック / FIFAオンライン / V4 / ブルーアーカイブ / アクション対魔忍
36600,３６６００,アイスタイル,アイスタイル / 36600 / @cosme / アットコスメ / istyle / istyle株式会社 / @cosme SHOPPING / @cosme STORE / @cosme BEAUTY DAY / @cosme TOKYO
36610,３６６１０,エムアップホールディングス,申し訳ありませんが、エムアップホールディングス（証券コード: 36610）に関する具体的な略称、ニックネーム、製品名やブランド名のリストを提供することはできません。一般的に、企業の略称や製品名は公式な情報源や企業のウェブサイトで確認することができます。エムアップホールディングスの公式サイトや金融ニュースサイトで最新情報を確認することをお勧めします。
36620,３６６２０,エイチーム,エイチーム / 36620 / Ateam / ヴァルキリーコネクト / 少女☆歌劇 レヴュースタァライト -Re LIVE- / 三国大戦スマッシュ！ / ユニゾンリーグ / ラルーン / ナビクル / 引越し侍 / スマートフォンゲーム
36630,３６６３０,セルシス,セルシス / 36630 / CLIP STUDIO PAINT / CLIP STUDIO / クリスタ / CLIP STUDIO ASSETS / CLIP STUDIO TABMATE / CLIP STUDIO MODELER / CLIP STUDIO COORDINATE / CLIP STUDIO PAINT EX
36650,３６６５０,エニグモ,エニグモ / 36650 / BUYMA / バイマ / エニグモ株式会社 / ENIGMO / バイマプラットフォーム / BUYMA公式 / バイママーケット / BUYMAアプリ
36680,３６６８０,コロプラ,コロプラ / 36680 / 白猫プロジェクト / 黒猫のウィズ / クイズRPG 魔法使いと黒猫のウィズ / 白猫テニス / ドラゴンプロジェクト / アリス・ギア・アイギス / DQウォーク / バトルガール ハイスクール
36730,３６７３０,ブロードリーフ,ブロードリーフ / 36730 / Broadleaf / BL / Carpod / メカニックサポート / Parts Station / Repair Shop System / BL Cloud / BL Parts Order System
36760,３６７６０,デジタルハーツホールディングス,デジタルハーツホールディングス / 36760 / デジタルハーツ / DIGITAL HEARTS / DIGITAL HEARTS HOLDINGS / デジハ / デジハHD / デジタルハーツHD / デジタルハーツホールディングス株式会社 / DIGITAL HEARTS Co. / Ltd.
36780,３６７８０,メディアドゥ,メディアドゥ / 36780 / Media Do / MD / Media Do Holdings / MyAnimeList / Flier / Pubridge / Media Do Tech Tokushima / Media Do International
36790,３６７９０,じげん,じげん / 36790 / 株式会社じげん / 転職EX / バイトルNEXT / ミドルの転職 / 転職ナビ / 転職会議 / 住まいEX / 自動車EX
36810,３６８１０,ブイキューブ,申し訳ありませんが、「ブイキューブ」（証券コード: 36810）に関する具体的な略称、ニックネーム、製品名やブランド名についての情報は持ち合わせていません。一般的な情報として、企業名や証券コードはそのまま使われることが多いですが、製品やブランド名については公式な情報源を確認することをお勧めします。
36870,３６８７０,フィックスターズ,フィックスターズ / 36870 / Fixstars / Accel / F3 / FDX / FFS / フィックスターズ・テクノロジーズ / フィックスターズ・ソリューション / フィックスターズ・プロダクツ
36880,３６８８０,ＣＡＲＴＡ　ＨＯＬＤＩＮＧＳ,"ＣＡＲＴＡ　ＨＯＬＤＩＮＧＳ / 36880 / カルタHD / VOYAGE GROUP / Zucks / Fluct / ECナビ / AdStir / seedApp / Hike

これらは、ＣＡＲＴＡ　ＨＯＬＤＩＮＧＳに関連する可能性のある略称やブランド名です。"
36940,３６９４０,オプティム,オプティム / 36940 / Optimal Biz / Optimal Remote / Optimal Second Sight / Optimal Vision / Optimal IoT / Optimal AI Camera / Optimal Smart Agriculture / Optimal Smart Construction
36960,３６９６０,セレス,セレス / 36960 / Moppy（モッピー） / ポイントサイト / ポイント交換 / 仮想通貨 / 暗号資産 / 投資情報 / FinTech / デジタルマーケティング
36970,３６９７０,ＳＨＩＦＴ,SHIFT / シフト / 36970 / SHIFT社 / SHIFT株式会社 / ソフトウェアテスト / テスト自動化 / ソフトウェア品質保証 / SHIFTグループ / SHIFTテクノロジー
37080,３７０８０,特種東海製紙,申し訳ありませんが、特種東海製紙に関する具体的な略称、ニックネーム、製品名やブランド名の情報は持っていません。一般的に、企業の略称やニックネームはSNSや金融ニュースで独自に使われることが多いため、特定の情報源を確認することをお勧めします。特種東海製紙の公式ウェブサイトや関連する金融ニュースサイトで最新の情報を確認することができます。
37410,３７４１０,セック,申し訳ありませんが、「セック」（証券コード: 37410）に関する具体的な略称、ニックネーム、製品名やブランド名についての情報は持ち合わせていません。一般的に企業の略称やニックネームは、公式な情報源やSNS、金融ニュースなどで確認することができます。具体的な情報を得るには、企業の公式ウェブサイトや最新の金融ニュースを参照することをお勧めします。
37620,３７６２０,テクマトリックス,テクマトリックス / 37620 / TechMatrix / ProTech / FastHelp / FastAnswer / FastSeries / WebSAM / TechMatrix Cloud / TechMatrix Security
37630,３７６３０,プロシップ,プロシップ / 37630 / ProPlus / ProPlus Cloud / ProPlus ERP / ProPlus BI / ProPlus HR / ProPlus CRM / ProPlus SCM / ProPlus Financials
37650,３７６５０,ガンホー・オンライン・エンターテイメント,ガンホー / ガンホー・オンライン・エンターテイメント / 37650 / パズドラ / ラグナロクオンライン / TEPPEN / サモンズボード / ケリ姫スイーツ / パズドラバトル / ガンホーゲームズ
37690,３７６９０,ＧＭＯペイメントゲートウェイ,GMOペイメントゲートウェイ / 37690 / GMO-PG / PGマルチペイメントサービス / PGマルチペイメント / GMO-PG決済 / PG決済 / GMOペイメント / GMO決済 / GMOペイメントゲートウェイ株式会社
37710,３７７１０,システムリサーチ,申し訳ありませんが、「システムリサーチ」（証券コード: 37710）に関する具体的な略称、ニックネーム、製品名やブランド名の情報は持ち合わせていません。一般的には、企業名や証券コードそのものが略称として使われることが多いです。具体的な製品やブランド名については、企業の公式ウェブサイトや最新のプレスリリースをご確認ください。
37740,３７７４０,インターネットイニシアティブ,インターネットイニシアティブ / IIJ / 37740 / IIJmio / IIJ GIO / IIJセキュアMXサービス / IIJクラウド / IIJモバイル / IIJファイアウォール / IIJ VPN
37780,３７７８０,さくらインターネット,さくらインターネット / 37780 / さくらのクラウド / さくらのVPS / さくらのレンタルサーバ / さくらのメールボックス / さくらのSSL / さくらのドメイン / さくらの専用サーバ / さくらのIoT
37880,３７８８０,ＧＭＯグローバルサイン・ホールディングス,GMOグローバルサイン / グローバルサイン / GMOインターネットグループ / 37880 / GMO / GlobalSign / GMOサイン / GMOクラウド / GMOトラストログイン / GMOデジタル証明書
