ticker,ticker_fullwidth,company_name,variants,sector17_code,sector17,variants_cleaned
41510,４１５１０,協和キリン,協和キリン / キリンファーマ / ノーベルファーマ / ポテリジオ / クレナフィン / アコアラン / ニュープロパッチ / アムジェンコラボ / キリン製薬,5,医薬品,(協和キリン OR キリンファーマ OR ノーベルファーマ OR ポテリジオ OR クレナフィン OR アコアラン OR ニュープロパッチ OR アムジェンコラボ OR キリン製薬)
41800,４１８００,Ａｐｐｉｅｒ　Ｇｒｏｕｐ,Ａｐｐｉｅｒ　Ｇｒｏｕｐ / Appier / AiDeal / CrossX / AIXON / Appier AI / Appierプラットフォーム / Appierソリューション / Appierテクノロジー,10,情報通信・サービスその他,(Appier OR AiDeal OR CrossX OR AIXON OR AI OR Appierプラットフォーム OR Appierソリューション OR Appierテクノロジー) | (Ａｐｐｉｅｒ OR Ｇｒｏｕｐ)
41820,４１８２０,三菱瓦斯化学,三菱瓦斯化学 / 4182 / MGC / 三菱ガス / ノバペックス / イノベーションパーク / ルミフィルム / セルブレン / アピコート / ペルメック,4,素材・化学,(三菱瓦斯化学 OR MGC OR 三菱ガス OR ノバペックス OR イノベーションパーク OR ルミフィルム OR セルブレン OR アピコート OR ペルメック)
41830,４１８３０,三井化学,三井化学 / 4183 / Mitsui Chemicals / ミツイケミカル / Tafmer / Milastomer / Admer / Lucant / Apel / Stabio,4,素材・化学,(三井化学 OR Mitsui OR Chemicals OR ミツイケミカル OR Tafmer OR Milastomer OR Admer OR Lucant OR Apel OR Stabio)
41860,４１８６０,東京応化工業,東京応化工業 / TOK / 東応 / TOS / フォトレジスト / TARC / ARC / プラズマエッチング / CMPスラリー / 東京応化,4,素材・化学,(東京応化工業 OR TOK OR 東応 OR TOS OR フォトレジスト OR TARC OR ARC OR プラズマエッチング OR CMPスラリー OR 東京応化)
41870,４１８７０,大阪有機化学工業,大阪有機化学工業 / 大阪有機 / OYC / オーガニックケミカル / 有機化学 / OYCインク / オーガニックインク / 大阪有機インク / 有機化学工業 / 大阪有機化学,4,素材・化学,(大阪有機化学工業 OR 大阪有機 OR OYC OR オーガニックケミカル OR 有機化学 OR OYCインク OR オーガニックインク OR 大阪有機インク OR 有機化学工業 OR 大阪有機化学)
41880,４１８８０,三菱ケミカルグループ,三菱ケミカルグループ / MCC / ダイアペット / ルミフィル / ケミカルシート / アクアリカ / レイテックス / フォルティモ / シアノン / 三菱ケミカル / 三菱ケミカルG,4,素材・化学,(三菱ケミカルグループ OR MCC OR ダイアペット OR ルミフィル OR ケミカルシート OR アクアリカ OR レイテックス OR フォルティモ OR シアノン OR 三菱ケミカル OR 三菱ケミカルG)
41890,４１８９０,ＫＨネオケム,ＫＨネオケム / ネオケム / KHNC / ネオケム製品 / KH化学 / KHネオケム製品 / ネオケムブランド / KHブランド / ネオケム化学,4,素材・化学,(ＫＨネオケム OR ネオケム OR KHNC OR ネオケム製品 OR KH化学 OR KHネオケム製品 OR ネオケムブランド OR KHブランド OR ネオケム化学)
41940,４１９４０,ビジョナル,ビジョナル / VISIONAL / Vorkers / キャリコネ / HRMOS / AMBI / サンカク / ICHIGO,10,情報通信・サービスその他,(ビジョナル OR VISIONAL OR Vorkers OR キャリコネ OR HRMOS OR AMBI OR サンカク OR ICHIGO)
42020,４２０２０,ダイセル,ダイセル / トウロン / ダイフレックス / ダイパック / ダイアミロン / ダイエン / ダイセルエボニック / ダイセルポリマー,4,素材・化学,(ダイセル OR トウロン OR ダイフレックス OR ダイパック OR ダイアミロン OR ダイエン OR ダイセルエボニック OR ダイセルポリマー)
42030,４２０３０,住友ベークライト,住友ベークライト / Sumitomo Bakelite / ベークライト / SBH / ベーク / ベークライト樹脂 / スミベ / SUMIBE / ベークライト製品,4,素材・化学,(住友ベークライト OR Sumitomo OR Bakelite OR ベークライト OR SBH OR ベーク OR ベークライト樹脂 OR スミベ OR SUMIBE OR ベークライト製品)
42040,４２０４０,積水化学工業,積水化学工業 / 積水 / セキスイ / セキスイハイム / セキスイメディカル / セキスイインダストリー / セキスイエコ / セキスイプラスチック / 積水化学,4,素材・化学,(積水化学工業 OR 積水 OR セキスイ OR セキスイハイム OR セキスイメディカル OR セキスイインダストリー OR セキスイエコ OR セキスイプラスチック OR 積水化学)
42050,４２０５０,日本ゼオン,日本ゼオン / ゼオン / ZEONEX / ZEONOR / ZEOCOAT / ZEOSIL / ZEOFORM / ZEOFLARE / ZEOSOFT,4,素材・化学,(日本ゼオン OR ゼオン OR ZEONEX OR ZEONOR OR ZEOCOAT OR ZEOSIL OR ZEOFORM OR ZEOFLARE OR ZEOSOFT)
42060,４２０６０,アイカ工業,アイカ工業 / アイカ / アイカボンド / セラール / アイカメラミン / アイカポリエステル / アイカラミネート / アイカフローリング / アイカコーティング,4,素材・化学,(アイカ工業 OR アイカ OR アイカボンド OR セラール OR アイカメラミン OR アイカポリエステル OR アイカラミネート OR アイカフローリング OR アイカコーティング)
42080,４２０８０,ＵＢＥ,UBE / 宇部興産 / 宇部 / 宇部マテリアルズ / 宇部ケミカル / 宇部セメント / 宇部プラスチック / 宇部建材 / 宇部エンジニアリング,4,素材・化学,(UBE OR 宇部興産 OR 宇部 OR 宇部マテリアルズ OR 宇部ケミカル OR 宇部セメント OR 宇部プラスチック OR 宇部建材 OR 宇部エンジニアリング)
42120,４２１２０,積水樹脂,積水樹脂 / セキスイ / セキスイ樹脂 / SEKISUI / スマートメッシュ / エスロン / エスロンパイプ / エスロンテープ / エスロンフィルム,4,素材・化学,(積水樹脂 OR セキスイ OR セキスイ樹脂 OR SEKISUI OR スマートメッシュ OR エスロン OR エスロンパイプ OR エスロンテープ OR エスロンフィルム)
42160,４２１６０,旭有機材,旭有機材 / 旭有機材工業 / Asahi Organic Materials / アサヒユウキザイ / AOC / ユウキザイ / Asahi Kasei,4,素材・化学,(旭有機材 OR 旭有機材工業 OR Asahi OR Organic OR Materials OR アサヒユウキザイ OR AOC OR ユウキザイ OR Kasei)
42180,４２１８０,ニチバン,ニチバン / セロテープ / バトルウィン / ケアリーヴ / ロイヒ / テープのニチバン / ナイスタック / マイタック / メディカルテープ,4,素材・化学,(ニチバン OR セロテープ OR バトルウィン OR ケアリーヴ OR ロイヒ OR テープのニチバン OR ナイスタック OR マイタック OR メディカルテープ)
42200,４２２００,リケンテクノス,リケンテクノス / RIKEN / RIKEN TECHNOS / リケンフィルム / リケンシート / リケンパイプ / リケンコンパウンド / リケンマテリアル,4,素材・化学,(リケンテクノス OR RIKEN OR TECHNOS OR リケンフィルム OR リケンシート OR リケンパイプ OR リケンコンパウンド OR リケンマテリアル)
42210,４２２１０,大倉工業,大倉工業 / オークラ / OKURA / オークラプラスチック / オークラフィルム / オークラシート / オークラテック / オークラパネル / オークラエコ / 大倉,4,素材・化学,(大倉工業 OR オークラ OR OKURA OR オークラプラスチック OR オークラフィルム OR オークラシート OR オークラテック OR オークラパネル OR オークラエコ OR 大倉)
42280,４２２８０,積水化成品工業,積水化成品工業 / セキスイケミカル / セキスイフォーム / ピオセラン / セキスイエアロセル / セキスイエコロン / セキスイパッケージ / セキスイフォームライト / セキスイプロテクター / 積水化成品,4,素材・化学,(積水化成品工業 OR セキスイケミカル OR セキスイフォーム OR ピオセラン OR セキスイエアロセル OR セキスイエコロン OR セキスイパッケージ OR セキスイフォームライト OR セキスイプロテクター OR 積水化成品)
42290,４２２９０,群栄化学工業,群栄化学工業 / 群栄化学 / 群栄 / GSI Creos / Creos / グンエイ / グンエイケミカル / グンエイ化学 / 群栄ブランド,4,素材・化学,(群栄化学工業 OR 群栄化学 OR 群栄 OR GSI OR Creos OR グンエイ OR グンエイケミカル OR グンエイ化学 OR 群栄ブランド)
42460,４２４６０,ダイキョーニシカワ,ダイキョーニシカワ / ダイキョー / ニシカワ / DAIKYO / NISHIKAWA / DK / DAIKYO NISHIKAWA / ダイキョーニシカワ株式会社 / DAIKYO NISHIKAWA CORPORATION,4,素材・化学,(ダイキョーニシカワ OR ダイキョー OR ニシカワ OR DAIKYO OR NISHIKAWA OR DK OR ダイキョーニシカワ株式会社 OR CORPORATION)
42490,４２４９０,森六ホールディングス,森六 / 森六HD,4,素材・化学,(森六 OR 森六HD)
42510,４２５１０,恵和,,4,素材・化学,
42720,４２７２０,日本化薬,日本化薬 / ニチカ / ニチカ薬品 / パルナック / ニチカプラス / ニチカジェル / ニチカクリーム / ニチカテープ / ニチカスプレー,4,素材・化学,(日本化薬 OR ニチカ OR ニチカ薬品 OR パルナック OR ニチカプラス OR ニチカジェル OR ニチカクリーム OR ニチカテープ OR ニチカスプレー)
42750,４２７５０,カーリット,,4,素材・化学,
42860,４２８６０,ＣＬホールディングス,ＣＬ / ＣＬHD,10,情報通信・サービスその他,(ＣＬHD) | (ＣＬ)
42900,４２９００,プレステージ・インターナショナル,プレステージ・インターナショナル / プレイン / プレインサポート / プレインアシスト / プレインサービス / プレインケア / プレインプロテクト / プレインソリューション / プレインネットワーク,10,情報通信・サービスその他,(プレステージ OR インターナショナル OR プレイン OR プレインサポート OR プレインアシスト OR プレインサービス OR プレインケア OR プレインプロテクト OR プレインソリューション OR プレインネットワーク)
42980,４２９８０,プロトコーポレーション,プロトコーポレーション / Goo-net / グーネット / グーバイク / GooBike / グーピット / GooPit / グーオク / GooAuction,10,情報通信・サービスその他,(プロトコーポレーション OR Goo-net OR グーネット OR グーバイク OR GooBike OR グーピット OR GooPit OR グーオク OR GooAuction)
42990,４２９９０,ハイマックス,,10,情報通信・サービスその他,
43010,４３０１０,アミューズ,アミューズ / AMUSE / アミュ / アミューズエンタテインメント / アミューズミュージック / アミューズモデル / アミューズアーティスト / アミューズプロダクション,10,情報通信・サービスその他,(アミューズ OR AMUSE OR アミュ OR アミューズエンタテインメント OR アミューズミュージック OR アミューズモデル OR アミューズアーティスト OR アミューズプロダクション)
43070,４３０７０,野村総合研究所,NRI / 野村総研 / Nomura Research Institute / NRIセキュア / NRIデジタル / NRIプロセスイノベーション / NRIシステムテクノ / NRIネットコム,10,情報通信・サービスその他,(NRI OR 野村総研 OR Nomura OR Research OR Institute OR NRIセキュア OR NRIデジタル OR NRIプロセスイノベーション OR NRIシステムテクノ OR NRIネットコム)
43100,４３１００,ドリームインキュベータ,ドリームインキュベータ / DI / ドリーム / インキュベータ / Dream Incubator / DI社 / Dream Incubator Inc. / DIグループ / ドリームインキュベータ株式会社,10,情報通信・サービスその他,(ドリームインキュベータ OR DI OR ドリーム OR インキュベータ OR Dream OR Incubator OR DI社 OR Inc. OR DIグループ OR ドリームインキュベータ株式会社)
43180,４３１８０,クイック,クイック / QUICK / QUICK情報 / QUICK端末 / QUICKニュース / QUICKリサーチ / QUICKデータ / QUICKマーケット / QUICKファイナンス,10,情報通信・サービスその他,(クイック OR QUICK OR QUICK情報 OR QUICK端末 OR QUICKニュース OR QUICKリサーチ OR QUICKデータ OR QUICKマーケット OR QUICKファイナンス)
43230,４３２３０,日本システム技術,日本システム技術 / JAST / ALADIN / BankNeo / BankNeo-FX / BankNeo-Plus / BankNeo-Global / BankNeo-Cloud / BankNeo-API,10,情報通信・サービスその他,(日本システム技術 OR JAST OR ALADIN OR BankNeo OR BankNeo-FX OR BankNeo-Plus OR BankNeo-Global OR BankNeo-Cloud OR BankNeo-API)
43240,４３２４０,電通グループ,電通 / 電通グループ / Dentsu / Dentsu Group / Dentsu Japan Network / Dentsu Inc. / Dentsu Aegis Network / Dentsu Digital / Dentsu Creative / 電通G,10,情報通信・サービスその他,(電通 OR 電通グループ OR Dentsu OR Group OR Japan OR Network OR Inc. OR Aegis OR Digital OR Creative OR 電通G)
43260,４３２６０,インテージホールディングス,インテージホールディングス / インテージ / インテージリサーチ / インテージヘルスケア / インテージコンサルティング / i-SSP / SRI+ / インテージネットワーク / インテージHD,10,情報通信・サービスその他,(インテージホールディングス OR インテージ OR インテージリサーチ OR インテージヘルスケア OR インテージコンサルティング OR i-SSP OR SRI+ OR インテージネットワーク OR インテージHD)
43310,４３３１０,テイクアンドギヴ・ニーズ,テイクアンドギヴ・ニーズ / T&G / T&Gニーズ / T&Gウェディング / ゲストハウスウェディング / T&Gプロデュース / T&Gリゾート / T&Gプランニング,10,情報通信・サービスその他,(テイクアンドギヴ OR ニーズ OR T&G OR T&Gニーズ OR T&Gウェディング OR ゲストハウスウェディング OR T&Gプロデュース OR T&Gリゾート OR T&Gプランニング)
43330,４３３３０,東邦システムサイエンス,,10,情報通信・サービスその他,
43370,４３３７０,ぴあ,ぴあ / チケットぴあ / PIA / ぴあステーション / ぴあスポット / ぴあリザーブ / ぴあプレミアム / ぴあアリーナMM / ぴあフェス,10,情報通信・サービスその他,(ぴあ OR チケットぴあ OR PIA OR ぴあステーション OR ぴあスポット OR ぴあリザーブ OR ぴあプレミアム OR ぴあアリーナMM OR ぴあフェス)
43430,４３４３０,イオンファンタジー,イオンファンタジー / モーリーファンタジー / PALO / イオンキッズーナ / イオンファンタジーランド / イオンファンタジーアドベンチャー / イオンファンタジーキッズ / イオンファンタジーゲーム / イオンファンタジーパーク,10,情報通信・サービスその他,(イオンファンタジー OR モーリーファンタジー OR PALO OR イオンキッズーナ OR イオンファンタジーランド OR イオンファンタジーアドベンチャー OR イオンファンタジーキッズ OR イオンファンタジーゲーム OR イオンファンタジーパーク)
43440,４３４４０,ソースネクスト,ソースネクスト / POCKETALK / 筆王 / 筆まめ / ZEROウイルスセキュリティ / 超字幕 / B's Recorder / いきなりPDF / 特打,10,情報通信・サービスその他,(ソースネクスト OR POCKETALK OR 筆王 OR 筆まめ OR ZEROウイルスセキュリティ OR 超字幕 OR B's OR Recorder OR いきなりPDF OR 特打)
43450,４３４５０,シーティーエス,,10,情報通信・サービスその他,
43500,４３５００,メディカルシステムネットワーク,メディカルシステムネットワーク / メディネット / MSNW / メディカルネット / メディカルシステム / メディカルシステムネット / メディカルシステムネットワークホールディングス / メディカルシステムネットワークグループ / メディカルシステムネットワーク株式会社,14,小売,(メディカルシステムネットワーク OR メディネット OR MSNW OR メディカルネット OR メディカルシステム OR メディカルシステムネット OR メディカルシステムネットワークホールディングス OR メディカルシステムネットワークグループ OR メディカルシステムネットワーク株式会社)
43620,４３６２０,日本精化,日本精化 / ニッセイカ / セイカ / ケミカル / パフューム / 化粧品原料 / 工業薬品,4,素材・化学,(日本精化 OR ニッセイカ OR セイカ OR ケミカル OR パフューム OR 化粧品原料 OR 工業薬品)
43680,４３６８０,扶桑化学工業,扶桑化学工業 / 扶桑化学 / Fuso Chemical / フソウケミカル / フソウ / フソーカガク / フソーケミカル / フソーカガクコウギョウ,4,素材・化学,(扶桑化学工業 OR 扶桑化学 OR Fuso OR Chemical OR フソウケミカル OR フソウ OR フソーカガク OR フソーケミカル OR フソーカガクコウギョウ)
43690,４３６９０,トリケミカル研究所,トリケミカル研究所 / トリケミ / トリケム / Tri-Chemical / トリケミカル / トリケ / トリケミカルラボ / Tri-Chem,4,素材・化学,(トリケミカル研究所 OR トリケミ OR トリケム OR Tri-Chemical OR トリケミカル OR トリケ OR トリケミカルラボ OR Tri-Chem)
43730,４３７３０,シンプレクス・ホールディングス,シンプレクス・ / シンプレクス・HD,10,情報通信・サービスその他,(シンプレクス OR HD)
43820,４３８２０,ＨＥＲＯＺ,HEROZ / HEROZ AI / 将棋ウォーズ / ポケウォーカー / HEROZ Kishin / HEROZ Analytics / HEROZ Cloud / HEROZ Insight / HEROZ Chess,10,情報通信・サービスその他,(HEROZ OR AI OR 将棋ウォーズ OR ポケウォーカー OR Kishin OR Analytics OR Cloud OR Insight OR Chess)
43840,４３８４０,ラクスル,ラクスル / 4384 / Raksul / ノバセル / ジャストプリント / ハコベル / ラクスルプリント / ラクスル広告 / ラクスル物流 / ラクスルマーケティング,10,情報通信・サービスその他,(ラクスル OR Raksul OR ノバセル OR ジャストプリント OR ハコベル OR ラクスルプリント OR ラクスル広告 OR ラクスル物流 OR ラクスルマーケティング)
43850,４３８５０,メルカリ,メルカリ / メルペイ / メルカリショップス / メルカリチャンネル / メルカリ便 / メルカリNOW / メルカリステーション / メルカリメゾンズ / メルカリUS,10,情報通信・サービスその他,(メルカリ OR メルペイ OR メルカリショップス OR メルカリチャンネル OR メルカリ便 OR メルカリNOW OR メルカリステーション OR メルカリメゾンズ OR メルカリUS)
43900,４３９００,アイ・ピー・エス,,10,情報通信・サービスその他,
43960,４３９６０,システムサポートホールディングス,システムサポート / システムサポートHD,10,情報通信・サービスその他,(システムサポート OR システムサポートHD)
44010,４４０１０,ＡＤＥＫＡ,ＡＤＥＫＡ / アデカ / ADEKAクリーンエイド / ADEKAノンフロント / ADEKAクリーンエイドECO / ADEKAクリーンエイドEX / ADEKAクリーンエイドS / ADEKAクリーンエイドF / ADEKAクリーンエイドG,4,素材・化学,(アデカ OR ADEKAクリーンエイド OR ADEKAノンフロント OR ADEKAクリーンエイドECO OR ADEKAクリーンエイドEX OR ADEKAクリーンエイドS OR ADEKAクリーンエイドF OR ADEKAクリーンエイドG) | (ＡＤＥＫＡ)
44030,４４０３０,日油,日油 / NOF / ニチユオイル / ニチユケミカル / ニチユバイオ / ニチユフード / ニチユコスメ / ニチユマテリアル,4,素材・化学,(日油 OR NOF OR ニチユオイル OR ニチユケミカル OR ニチユバイオ OR ニチユフード OR ニチユコスメ OR ニチユマテリアル)
44100,４４１００,ハリマ化成グループ,ハリマ化成グループ / ハリマ / ハリマ化成 / ハリマグループ / ハリマケミカル / ロジン / ターペンタイン / ピッチ / ハリマエステル / ハリマ化成G,4,素材・化学,(ハリマ化成グループ OR ハリマ OR ハリマ化成 OR ハリマグループ OR ハリマケミカル OR ロジン OR ターペンタイン OR ピッチ OR ハリマエステル OR ハリマ化成G)
44200,４４２００,イーソル,,10,情報通信・サービスその他,
44320,４４３２０,ウイングアーク１ｓｔ,ウイングアーク１ｓｔ / MotionBoard / Dr.Sum / SVF / WingArc / ウイングアーク / モーションボード / ドクターサム / エスブイエフ,10,情報通信・サービスその他,(MotionBoard OR Dr.Sum OR SVF OR WingArc OR ウイングアーク OR モーションボード OR ドクターサム OR エスブイエフ) | (ウイングアーク１ｓｔ)
44330,４４３３０,ヒト・コミュニケーションズ・ホールディングス,ヒト・コミュニケーションズ・ / ヒト・コミュニケーションズ・HD,10,情報通信・サービスその他,(ヒト OR コミュニケーションズ OR HD)
44340,４４３４０,サーバーワークス,サーバーワークス / サバワ / サーバーワークス株式会社 / Cloud Automator / AWS導入支援 / クラウドインテグレーション / サーバーワークスのクラウドサービス / サーバーワークスのAWSソリューション / サーバーワークスのクラウド管理サービス,10,情報通信・サービスその他,(サーバーワークス OR サバワ OR サーバーワークス株式会社 OR Cloud OR Automator OR AWS導入支援 OR クラウドインテグレーション OR サーバーワークスのクラウドサービス OR サーバーワークスのAWSソリューション OR サーバーワークスのクラウド管理サービス)
44430,４４４３０,Ｓａｎｓａｎ,Sansan / 名刺管理 / Eight / Sansan名刺 / Sansanアプリ / Sansanソリューション / Sansanクラウド / Sansanプラットフォーム / Sansanサービス,10,情報通信・サービスその他,(Sansan OR 名刺管理 OR Eight OR Sansan名刺 OR Sansanアプリ OR Sansanソリューション OR Sansanクラウド OR Sansanプラットフォーム OR Sansanサービス)
44490,４４４９０,ギフティ,ギフティ / giftee / eギフト / eGift / ギフティプレモ / giftee for Business / ギフティギフト / ギフティカード / ギフティモール / ギフティポイント,10,情報通信・サービスその他,(ギフティ OR giftee OR eギフト OR eGift OR ギフティプレモ OR for OR Business OR ギフティギフト OR ギフティカード OR ギフティモール OR ギフティポイント)
44520,４４５２０,花王,花王 / 4452 / ビオレ / メリーズ / アタック / キュレル / ソフィーナ / ロリエ / エッセンシャル / ニベア,4,素材・化学,(花王 OR ビオレ OR メリーズ OR アタック OR キュレル OR ソフィーナ OR ロリエ OR エッセンシャル OR ニベア)
44610,４４６１０,第一工業製薬,第一工業製薬 / ダイコー / DKS / アクアフェアリー / アクアフェアリーリチウム / エコノール / エコノールシリーズ / アクアフェアリー燃料電池 / ダイコーケミカルズ / 第一工業,4,素材・化学,(第一工業製薬 OR ダイコー OR DKS OR アクアフェアリー OR アクアフェアリーリチウム OR エコノール OR エコノールシリーズ OR アクアフェアリー燃料電池 OR ダイコーケミカルズ OR 第一工業)
44620,４４６２０,石原ケミカル,石原ケミカル / ISHIHARA / イシハラケミカル / 石ケミ / IC / イシハラ / 石原 / ケミカル / ISHIHARA CHEMICAL,4,素材・化学,(石原ケミカル OR ISHIHARA OR イシハラケミカル OR 石ケミ OR IC OR イシハラ OR 石原 OR ケミカル OR CHEMICAL)
44710,４４７１０,三洋化成工業,三洋化成,4,素材・化学,(三洋化成)
44800,４４８００,メドレー,"MEDLEY / CLINICS / JobMedley / MEDLEY HR / MEDLEY AI / MEDLEY CARE / MEDLEY HEALTH / MEDLEY TECH

これらは一般的な",10,情報通信・サービスその他,(MEDLEY OR CLINICS OR JobMedley OR HR OR AI OR CARE OR HEALTH OR TECH OR これらは一般的な)
44810,４４８１０,ベース,,10,情報通信・サービスその他,
44830,４４８３０,ＪＭＤＣ,ＪＭＤＣ / JMDC / JMDC株式会社 / 医療ビッグデータ / JMDCデータ / JMDCアナリティクス / JMDCヘルスケア / JMDCクラウド / JMDCソリューション,10,情報通信・サービスその他,(JMDC OR JMDC株式会社 OR 医療ビッグデータ OR JMDCデータ OR JMDCアナリティクス OR JMDCヘルスケア OR JMDCクラウド OR JMDCソリューション) | (ＪＭＤＣ)
45020,４５０２０,武田薬品工業,武田薬品工業 / 4502 / タケダ / エンタイビオ / ニンラーロ / アルニラム / アドセトリス / デクスリンサス / アジルバ / エンブレル / 武田薬品,5,医薬品,(武田薬品工業 OR タケダ OR エンタイビオ OR ニンラーロ OR アルニラム OR アドセトリス OR デクスリンサス OR アジルバ OR エンブレル OR 武田薬品)
45030,４５０３０,アステラス製薬,アステラス製薬 / XTANDI / Prograf / Vesicare / Mycamine / Evrenzo / XOSPATA / Betanis / Suglat / アステラス,5,医薬品,(アステラス製薬 OR XTANDI OR Prograf OR Vesicare OR Mycamine OR Evrenzo OR XOSPATA OR Betanis OR Suglat OR アステラス)
45060,４５０６０,住友ファーマ,住友ファーマ / 住友製薬 / Sumitomo Pharma / ラツーダ / ラツーダ錠 / メマリー / メマリー錠 / アプティオ / トルバプタン,5,医薬品,(住友ファーマ OR 住友製薬 OR Sumitomo OR Pharma OR ラツーダ OR ラツーダ錠 OR メマリー OR メマリー錠 OR アプティオ OR トルバプタン)
45070,４５０７０,塩野義製薬,塩野義製薬 / シオノギ / イナビル / ゾフルーザ / ピーエムエス / アクトス / ロナセン / フルナーゼ / 塩野義,5,医薬品,(塩野義製薬 OR シオノギ OR イナビル OR ゾフルーザ OR ピーエムエス OR アクトス OR ロナセン OR フルナーゼ OR 塩野義)
45160,４５１６０,日本新薬,日本新薬 / ニッシン / ニッシンファーマ / トランサミン / リンデロン / アルピニー / エスタック / ナシビン / ニトロール,5,医薬品,(日本新薬 OR ニッシン OR ニッシンファーマ OR トランサミン OR リンデロン OR アルピニー OR エスタック OR ナシビン OR ニトロール)
45190,４５１９０,中外製薬,中外製薬 / アクテムラ / ヘムライブラ / ガザイバ / ロゼウム / アバスチン / テセントリク / エディロール / 中外,5,医薬品,(中外製薬 OR アクテムラ OR ヘムライブラ OR ガザイバ OR ロゼウム OR アバスチン OR テセントリク OR エディロール OR 中外)
45210,４５２１０,科研製薬,科研製薬 / ケミファ / ケミファ製薬 / ケミファグループ / ケミファ製品 / ケミファブランド / ケミファ薬品 / ケミファ医薬 / ケミファテクノロジー / 科研,5,医薬品,(科研製薬 OR ケミファ OR ケミファ製薬 OR ケミファグループ OR ケミファ製品 OR ケミファブランド OR ケミファ薬品 OR ケミファ医薬 OR ケミファテクノロジー OR 科研)
45230,４５２３０,エーザイ,エーザイ / アリセプト / ルネスタ / ハラヴェン / メチコバール / パリエット / デニスマブ / レンビマ / ベレンゾン,5,医薬品,(エーザイ OR アリセプト OR ルネスタ OR ハラヴェン OR メチコバール OR パリエット OR デニスマブ OR レンビマ OR ベレンゾン)
45260,４５２６０,理研ビタミン,理研ビタミン / リケンのノンオイル / わかめスープ / リケンのふえるわかめちゃん / ドレッシング / リケンのわかめラーメン / リケンの素材力 / リケンのスープ,1,食品,(理研ビタミン OR リケンのノンオイル OR わかめスープ OR リケンのふえるわかめちゃん OR ドレッシング OR リケンのわかめラーメン OR リケンの素材力 OR リケンのスープ)
45270,４５２７０,ロート製薬,ロート製薬 / メンソレータム / 肌ラボ / オバジ / デ・オウ / ロートCキューブ / ロートジー / ロートリセ / エピステーム / ロート,5,医薬品,(ロート製薬 OR メンソレータム OR 肌ラボ OR オバジ OR オウ OR ロートCキューブ OR ロートジー OR ロートリセ OR エピステーム OR ロート)
45280,４５２８０,小野薬品工業,小野薬品工業 / オプジーボ / オノアクト / オノン / フィコンパ / エベレンゾ / グラセプター / オノファゴ / オノプロクト / 小野薬品,5,医薬品,(小野薬品工業 OR オプジーボ OR オノアクト OR オノン OR フィコンパ OR エベレンゾ OR グラセプター OR オノファゴ OR オノプロクト OR 小野薬品)
45300,４５３００,久光製薬,久光製薬 / サロンパス / フェイタス / アレグラFX / ラブ / エアサロンパス / モーラス / ナボリン / パップ / 久光,5,医薬品,(久光製薬 OR サロンパス OR フェイタス OR アレグラFX OR ラブ OR エアサロンパス OR モーラス OR ナボリン OR パップ OR 久光)
45340,４５３４０,持田製薬,持田製薬 / 持田 / モチダ / フレディ / フレディCC / アトラント / アトラントクリーム / フレディメディカル / フレディスキンケア,5,医薬品,(持田製薬 OR 持田 OR モチダ OR フレディ OR フレディCC OR アトラント OR アトラントクリーム OR フレディメディカル OR フレディスキンケア)
45360,４５３６０,参天製薬,参天製薬 / サンテ / サンテFX / サンテドウ / サンテ40 / サンテPC / サンテメディカル / サンテピュア / サンテアルフレッシュ / 参天,5,医薬品,(参天製薬 OR サンテ OR サンテFX OR サンテドウ OR サンテPC OR サンテメディカル OR サンテピュア OR サンテアルフレッシュ OR 参天) | (サンテ40)
45380,４５３８０,扶桑薬品工業,扶桑薬品工業 / 扶桑薬品 / Fuso Pharmaceutical / アクアセル / アクアセルAG / アクアセルフォーム / アクアセルフォームAG / アクアセルフォームAG+,5,医薬品,(扶桑薬品工業 OR 扶桑薬品 OR Fuso OR Pharmaceutical OR アクアセル OR アクアセルAG OR アクアセルフォーム OR アクアセルフォームAG OR アクアセルフォームAG+)
45400,４５４００,ツムラ,ツムラ / ツムラ漢方 / バスクリン / ツムラのくすり / ツムラ製薬 / 漢方薬 / ツムラの漢方 / ツムラの健康食品 / ツムラの入浴剤,5,医薬品,(ツムラ OR ツムラ漢方 OR バスクリン OR ツムラのくすり OR ツムラ製薬 OR 漢方薬 OR ツムラの漢方 OR ツムラの健康食品 OR ツムラの入浴剤)
45430,４５４３０,テルモ,テルモ / TERUMO / カテーテル / シリンジ / 血糖測定器 / デジタル体温計 / セーフティーニードル / ハートシート / オキシフロー,9,電機・精密,(テルモ OR TERUMO OR カテーテル OR シリンジ OR 血糖測定器 OR デジタル体温計 OR セーフティーニードル OR ハートシート OR オキシフロー)
45440,４５４４０,Ｈ．Ｕ．グループホールディングス,Ｈ．Ｕ．グループホールディングス / H.U.グループ / エイチ・ユー・グループ / 富士レビオ / SRL / 株式会社エスアールエル / 株式会社富士レビオ / プレシジョン・システム・サイエンス / PSS / Ｈ．Ｕ．グループ / Ｈ．Ｕ．グループHD,10,情報通信・サービスその他,(Ｈ．Ｕ．グループホールディングス OR H.U.グループ OR エイチ OR ユー OR 富士レビオ OR SRL OR 株式会社エスアールエル OR 株式会社富士レビオ OR プレシジョン OR サイエンス OR PSS OR Ｈ．Ｕ．グループ OR Ｈ．Ｕ．グループHD)
