trade_id,signal_date,buy_date,sell_date,ticker,quantity,buy_price,sell_price,trade_type,strategy,result,pl,score,normalized_score,technicals,fundamentals,gpt_summary,gpt_decision,news_url,reason,news_headlines,take_profit,stop_loss,logged_at
162,2023-12-07,2023-12-08,2023-12-12,66200,100,1039.0,1094.0,BOUGHT,mean_reversion,TIMEOUT,5500.0,2.4584618949507298,49.2,"{""rsi_14"": 19.919266114701003, ""ma5"": 1150.6, ""ma25"": 1180.48, ""volume"": 108000.0, ""volume_spike"": 2.2293322324285274}",{},,,,no_news,[],1150.6,1007.8299999999999,2025-06-08 19:53:04
163,2023-12-07,2023-12-08,2023-12-08,24130,100,2177.0,2111.69,BOUGHT,mean_reversion,SL,-6530.9999999999945,1.526761076817541,30.5,"{""rsi_14"": 27.564296387603477, ""ma5"": 2296.8, ""ma25"": 2424.34, ""volume"": 4262300.0, ""volume_spike"": 1.406161337573734}",{},,,,no_news,[],2296.8,2111.69,2025-06-08 19:53:04
164,2023-12-07,2023-12-08,2023-12-12,48800,100,1405.0,1419.0,SKIPPED,mean_reversion,SKIPPED_NO_GREEN_CANDLE,1400.0,1.4964407704382339,29.9,"{""rsi_14"": 15.965732328071255, ""ma5"": 1535.6, ""ma25"": 1643.16, ""volume"": 321700.0, ""volume_spike"": 1.2974913285472292}",{},,,,no_news,[],1535.6,1362.85,2025-06-08 19:53:04
165,2023-12-08,2023-12-11,2023-12-13,24130,100,2151.0,2127.5,SKIPPED,mean_reversion,SKIPPED_NO_GREEN_CANDLE,-2350.0,2.8070434993914484,56.1,"{""rsi_14"": 20.80339427908642, ""ma5"": 2245.6, ""ma25"": 2414.2, ""volume"": 8214000.0, ""volume_spike"": 2.66101678442654}",{},2023-12-12 2024年3月期決算短信[IFRS](連結)（15:00）,,,no_news,"[{""date"": ""2023-12-12"", ""headline"": ""2024年3月期決算短信[IFRS](連結)（15:00）"", ""url"": ""/2413/140120240425577494""}]",2245.6,2086.47,2025-06-08 19:53:15
166,2023-12-08,2023-12-11,2023-12-13,39320,100,2121.0,2151.0,BOUGHT,mean_reversion,TIMEOUT,3000.0,2.722263112514505,54.4,"{""rsi_14"": 27.555863923370424, ""ma5"": 2248.4, ""ma25"": 2204.08, ""volume"": 162200.0, ""volume_spike"": 2.518047038733214}",{},,,,no_news,[],2248.4,2057.37,2025-06-08 19:53:15
167,2023-12-08,2023-12-11,2023-12-13,65390,100,1123.0,1120.0,SKIPPED,mean_reversion,SKIPPED_NO_GREEN_CANDLE,-300.0,2.6817271345672453,53.6,"{""rsi_14"": 29.010738009703545, ""ma5"": 1180.0, ""ma25"": 1185.8, ""volume"": 271400.0, ""volume_spike"": 2.5574820957406708}",{},,,,no_news,[],1180.0,1089.31,2025-06-08 19:53:15
168,2023-12-08,2023-12-11,2023-12-13,72820,100,2720.0,2670.5,SKIPPED,mean_reversion,SKIPPED_NO_GREEN_CANDLE,-4950.0,2.0755814532729695,41.5,"{""rsi_14"": 24.74346135524297, ""ma5"": 2848.4, ""ma25"": 3033.0, ""volume"": 1032800.0, ""volume_spike"": 1.9130354248668673}",{},,,,no_news,[],2848.4,2638.4,2025-06-08 19:53:15
169,2023-12-08,2023-12-11,2023-12-13,73580,100,1075.0,1042.75,SKIPPED,mean_reversion,SKIPPED_NO_GREEN_CANDLE,-3225.0,1.4059290169606855,28.1,"{""rsi_14"": 18.629254055935164, ""ma5"": 1136.2, ""ma25"": 1279.28, ""volume"": 88000.0, ""volume_spike"": 1.2803724719918521}",{},,,,no_news,[],1136.2,1042.75,2025-06-08 19:53:15
170,2023-12-11,2023-12-12,2023-12-12,62660,100,2997.0,2907.09,SKIPPED,mean_reversion,SKIPPED_NO_GREEN_CANDLE,-8990.999999999985,1.066384459036898,21.3,"{""rsi_14"": 25.244723779666458, ""ma5"": 3199.4, ""ma25"": 3367.8, ""volume"": 564000.0, ""volume_spike"": 0.9415064102564102}",{},,,,no_news,[],3199.4,2907.09,2025-06-08 19:53:24
171,2023-12-12,2023-12-13,2023-12-13,50760,100,1454.5,1410.865,SKIPPED,mean_reversion,SKIPPED_REASON,-4363.499999999999,4.328540010904565,86.6,"{""rsi_14"": 29.79291000504118, ""ma5"": 1563.0, ""ma25"": 1574.68, ""volume"": 2219400.0, ""volume_spike"": 4.145428056445362}",{},2023-12-12 2025年3月期第2四半期(中間期)決算短信〔IFRS〕(連結)（10:00）,,,slightly_bad_news,"[{""date"": ""2023-12-12"", ""headline"": ""2025年3月期第2四半期(中間期)決算短信〔IFRS〕(連結)（10:00）"", ""url"": ""/5076/140120241108515621""}]",1563.0,1410.865,2025-06-08 19:53:33
172,2023-12-12,2023-12-13,2023-12-14,62660,100,2801.0,2716.97,SKIPPED,mean_reversion,SKIPPED_NO_GREEN_CANDLE,-8403.00000000002,1.1568883969336607,23.1,"{""rsi_14"": 20.788874282397316, ""ma5"": 3053.8, ""ma25"": 3363.24, ""volume"": 599200.0, ""volume_spike"": 0.9787411285251096}",{},,,,no_news,[],3053.8,2716.97,2025-06-08 19:53:33
173,2023-12-13,2023-12-14,2023-12-18,50760,100,1327.0,1426.0,SKIPPED,mean_reversion,SKIPPED_NO_GREEN_CANDLE,9900.0,7.832782218575331,100.0,"{""rsi_14"": 16.288045991278324, ""ma5"": 1505.7, ""ma25"": 1566.62, ""volume"": 4589200.0, ""volume_spike"": 7.494284407864654}",{},,,,no_news,[],1505.7,1287.19,2025-06-08 19:53:44
174,2023-12-13,2023-12-14,2023-12-18,31410,100,2445.0,2371.65,BOUGHT,mean_reversion,SL,-7334.999999999991,1.1869752301017447,23.7,"{""rsi_14"": 26.47688727446578, ""ma5"": 2540.1, ""ma25"": 2539.84, ""volume"": 1691200.0, ""volume_spike"": 1.0049110631129545}",{},,,,no_news,[],2540.1,2371.65,2025-06-08 19:53:44
175,2023-12-14,2023-12-15,2023-12-19,34580,100,1326.0,1356.0,BOUGHT,mean_reversion,TIMEOUT,3000.0,4.928983608264419,98.6,"{""rsi_14"": 13.217757685046493, ""ma5"": 1386.4, ""ma25"": 1531.0, ""volume"": 133700.0, ""volume_spike"": 4.6871165644171775}",{},,,,no_news,[],1386.4,1286.22,2025-06-08 19:53:56
176,2023-12-14,2023-12-15,2023-12-19,72110,100,430.1,436.5,SKIPPED,mean_reversion,SKIPPED_NO_GREEN_CANDLE,639.9999999999977,2.413516660175742,48.3,"{""rsi_14"": 19.38768003706086, ""ma5"": 450.82, ""ma25"": 481.18799999999993, ""volume"": 24778700.0, ""volume_spike"": 2.2101156001050706}",{},,,,no_news,[],450.82,417.197,2025-06-08 19:53:56
177,2023-12-14,2023-12-15,2023-12-19,65260,100,11280.0,11640.0,SKIPPED,mean_reversion,SKIPPED_NO_GREEN_CANDLE,36000.0,1.6240134573902443,32.5,"{""rsi_14"": 22.005131892251285, ""ma5"": 11950.0, ""ma25"": 13247.0, ""volume"": 2451400.0, ""volume_spike"": 1.47132259381077}",{},,,,no_news,[],11950.0,10941.6,2025-06-08 19:53:56
178,2023-12-14,2023-12-15,2023-12-19,72200,100,1400.0,1399.0,SKIPPED,mean_reversion,SKIPPED_NO_GREEN_CANDLE,-100.0,1.603710144655989,32.1,"{""rsi_14"": 18.16408022729381, ""ma5"": 1471.4, ""ma25"": 1584.48, ""volume"": 388800.0, ""volume_spike"": 1.4569710142212062}",{},,,,no_news,[],1471.4,1358.0,2025-06-08 19:53:56
179,2023-12-14,2023-12-15,2023-12-19,71810,100,2500.0,2484.5,BOUGHT,mean_reversion,TIMEOUT,-1550.0,1.4507757787697009,29.0,"{""rsi_14"": 24.59840366167488, ""ma5"": 2639.0, ""ma25"": 2741.9, ""volume"": 1542900.0, ""volume_spike"": 1.292259758533613}",{},2023-12-15 2024年度第1四半期決算のお知らせ（15:00）,,,no_news,"[{""date"": ""2023-12-15"", ""headline"": ""2024年度第1四半期決算のお知らせ（15:00）"", ""url"": ""/7181/140120240808568435""}]",2639.0,2425.0,2025-06-08 19:53:56
180,2023-12-18,2023-12-19,2023-12-19,36650,100,330.0,354.4,SKIPPED,mean_reversion,SKIPPED_NO_GREEN_CANDLE,2439.9999999999977,3.3269043882299183,66.5,"{""rsi_14"": 28.879296938691255, ""ma5"": 354.4, ""ma25"": 367.12, ""volume"": 1207800.0, ""volume_spike"": 3.0556715115175894}",{},,,,no_news,[],354.4,320.09999999999997,2025-06-08 19:54:14
181,2023-12-20,2023-12-21,2023-12-25,95030,100,1820.0,1823.0,SKIPPED,mean_reversion,SKIPPED_NO_GREEN_CANDLE,300.0,2.664662245859278,53.3,"{""rsi_14"": 21.14614047743754, ""ma5"": 1913.8, ""ma25"": 1969.14, ""volume"": 7800000.0, ""volume_spike"": 2.524431153422303}",{},,,,no_news,[],1913.8,1765.3999999999999,2025-06-08 19:54:31
182,2023-12-26,2023-12-27,2023-12-29,48800,100,1187.0,1279.0,SKIPPED,mean_reversion,SKIPPED_NO_GREEN_CANDLE,9200.0,1.5485430849083437,31.0,"{""rsi_14"": 28.147512153716505, ""ma5"": 1332.2, ""ma25"": 1505.96, ""volume"": 519800.0, ""volume_spike"": 1.3991359702838377}",{},,,,no_news,[],1332.2,1151.3899999999999,2025-06-08 19:55:04
183,2023-12-28,2023-12-29,2024-01-05,47460,100,3365.0,3430.0,BOUGHT,mean_reversion,TIMEOUT,6500.0,8.106420849962896,100.0,"{""rsi_14"": 4.72673512124895, ""ma5"": 6401.0, ""ma25"": 6993.8, ""volume"": 68300.0, ""volume_spike"": 6.520286396181384}",{},,,,no_news,[],6401.0,3264.0499999999997,2025-06-08 19:55:29
184,2023-12-28,2023-12-29,2024-01-05,65260,100,2408.0,2659.5,BOUGHT,mean_reversion,TIMEOUT,25150.0,6.826511681837944,100.0,"{""rsi_14"": 10.781318857305678, ""ma5"": 9796.4, ""ma25"": 11825.08, ""volume"": 8107500.0, ""volume_spike"": 4.4148517628096045}",{},,,,no_news,[],9796.4,2335.7599999999998,2025-06-08 19:55:29
185,2023-12-28,2023-12-29,2024-01-05,50190,100,780.1,807.5,BOUGHT,mean_reversion,TIMEOUT,2739.9999999999977,4.73334945179802,94.7,"{""rsi_14"": 4.5488180402270615, ""ma5"": 3239.96, ""ma25"": 3820.032, ""volume"": 2770500.0, ""volume_spike"": 2.335648889713197}",{},,,,no_news,[],3239.96,756.697,2025-06-08 19:55:29
186,2023-12-28,2023-12-29,2024-01-05,69710,100,2054.0,2055.0,BOUGHT,mean_reversion,TIMEOUT,100.0,4.321156154993028,86.4,"{""rsi_14"": 4.242302381654596, ""ma5"": 6950.1, ""ma25"": 7897.38, ""volume"": 2084500.0, ""volume_spike"": 2.069434516718291}",{},,,,no_news,[],6950.1,1992.3799999999999,2025-06-08 19:55:29
187,2023-12-28,2023-12-29,2024-01-04,58440,100,2216.5,2150.005,BOUGHT,mean_reversion,SL,-6649.499999999989,4.308814435613847,86.2,"{""rsi_14"": 5.948832092224251, ""ma5"": 7461.6, ""ma25"": 8543.04, ""volume"": 463900.0, ""volume_spike"": 2.054700476137748}",{},,,,no_news,[],7461.6,2150.005,2025-06-08 19:55:29
188,2023-12-29,2024-01-04,2024-01-04,71720,100,1325.0,1465.2,BOUGHT,mean_reversion,TP,14020.000000000004,9.189035679840478,100.0,"{""rsi_14"": 25.277826082680136, ""ma5"": 1465.2, ""ma25"": 1549.4, ""volume"": 1006300.0, ""volume_spike"": 8.795175457763404}",{},2024-01-05 2024年12月期第1四半期連結決算説明資料（15:00）,,,no_news,"[{""date"": ""2024-01-05"", ""headline"": ""2024年12月期第1四半期連結決算説明資料（15:00）"", ""url"": ""/7172/140120240425576908""}]",1465.2,1285.25,2025-06-08 19:55:39
189,2023-12-29,2024-01-04,2024-01-09,35490,100,3174.0,3443.0,SKIPPED,mean_reversion,SKIPPED_NO_GREEN_CANDLE,26900.0,8.449754657527432,100.0,"{""rsi_14"": 24.542367955062332, ""ma5"": 3443.0, ""ma25"": 3441.16, ""volume"": 3132300.0, ""volume_spike"": 8.238450309701346}",{},"2024-01-04 2024年5月期決算短信〔日本基準〕(連結)（15:00）
2024-01-05 剰余金の配当(期末配当)に関するお知らせ（15:00）",,,no_news,"[{""date"": ""2024-01-04"", ""headline"": ""2024年5月期決算短信〔日本基準〕(連結)（15:00）"", ""url"": ""/3549/140120240704544341""}, {""date"": ""2024-01-05"", ""headline"": ""剰余金の配当(期末配当)に関するお知らせ（15:00）"", ""url"": ""/3549/140120240704544354""}]",3443.0,3078.7799999999997,2025-06-08 19:55:39
190,2024-01-12,2024-01-15,2024-01-17,92160,100,1904.0,1846.8799999999999,BOUGHT,mean_reversion,SL,-5712.000000000012,6.866154052823736,100.0,"{""rsi_14"": 25.909115927234765, ""ma5"": 2082.6, ""ma25"": 2081.84, ""volume"": 287200.0, ""volume_spike"": 6.594718714121699}",{},,,,no_news,[],2082.6,1846.8799999999999,2025-06-08 19:56:38
191,2024-01-15,2024-01-16,2024-01-17,71720,100,1060.0,1028.2,BOUGHT,mean_reversion,SL,-3179.9999999999955,4.938882918816059,98.8,"{""rsi_14"": 19.82467194110565, ""ma5"": 1414.6, ""ma25"": 1494.64, ""volume"": 938800.0, ""volume_spike"": 4.102519282452422}",{},,,,no_news,[],1414.6,1028.2,2025-06-08 19:56:47
192,2024-01-16,2024-01-17,2024-01-17,92160,100,1855.0,1799.35,BOUGHT,mean_reversion,SL,-5565.000000000009,2.778006720647627,55.6,"{""rsi_14"": 28.432765167954457, ""ma5"": 1998.4, ""ma25"": 2067.4, ""volume"": 156100.0, ""volume_spike"": 2.647108699338647}",{},,,,no_news,[],1998.4,1799.35,2025-06-08 19:56:56
193,2024-01-16,2024-01-17,2024-01-19,75130,100,717.0,754.0,SKIPPED,mean_reversion,SKIPPED_NO_GREEN_CANDLE,3700.0,2.119302577039589,42.4,"{""rsi_14"": 24.10738059221316, ""ma5"": 765.6, ""ma25"": 764.04, ""volume"": 357500.0, ""volume_spike"": 1.9890394191448522}",{},,,,no_news,[],765.6,695.49,2025-06-08 19:56:56
194,2024-01-17,2024-01-18,2024-01-22,35930,100,3300.0,3315.0,SKIPPED,mean_reversion,SKIPPED_REASON,1500.0,5.811877792441799,100.0,"{""rsi_14"": 20.819623726900062, ""ma5"": 3507.0, ""ma25"": 3543.6, ""volume"": 247000.0, ""volume_spike"": 5.602177364481742}",{},2024-01-18 譲渡制限付株式報酬としての自己株式の処分に関するお知らせ（15:00）,,,misinterpreted_news,"[{""date"": ""2024-01-18"", ""headline"": ""譲渡制限付株式報酬としての自己株式の処分に関するお知らせ（15:00）"", ""url"": ""/3593/140120240718550949""}]",3507.0,3201.0,2025-06-08 19:57:06
195,2024-01-17,2024-01-18,2024-01-18,71720,100,901.0,873.97,BOUGHT,mean_reversion,SL,-2702.9999999999973,5.772068413652816,100.0,"{""rsi_14"": 16.168579747569822, ""ma5"": 1211.6, ""ma25"": 1445.32, ""volume"": 1781900.0, ""volume_spike"": 5.3304017469861495}",{},,,,no_news,[],1211.6,873.97,2025-06-08 19:57:06
196,2024-01-17,2024-01-18,2024-01-22,92160,100,1802.0,1935.4,SKIPPED,mean_reversion,SKIPPED_NO_GREEN_CANDLE,13340.00000000001,2.7435259522157045,54.9,"{""rsi_14"": 22.488842614361474, ""ma5"": 1935.4, ""ma25"": 2057.92, ""volume"": 166000.0, ""volume_spike"": 2.5923323182634497}",{},,,,no_news,[],1935.4,1747.94,2025-06-08 19:57:06
197,2024-01-18,2024-01-19,2024-01-19,71720,100,830.0,805.1,SKIPPED,mean_reversion,SKIPPED_NO_GREEN_CANDLE,-2489.9999999999977,3.311783037828298,66.2,"{""rsi_14"": 14.076884467832514, ""ma5"": 1077.8, ""ma25"": 1416.32, ""volume"": 1254700.0, ""volume_spike"": 3.0218807576980047}",{},,,,no_news,[],1077.8,805.1,2025-06-08 19:57:16
198,2024-01-24,2024-01-25,2024-01-29,82730,100,3427.0,3467.0,SKIPPED,mean_reversion,SKIPPED_NO_GREEN_CANDLE,4000.0,2.416189357343266,48.3,"{""rsi_14"": 23.066878066787524, ""ma5"": 3569.8, ""ma25"": 3600.0, ""volume"": 282300.0, ""volume_spike"": 2.2947488213298652}",{},,,,no_news,[],3569.8,3324.19,2025-06-08 19:57:49
199,2024-01-30,2024-01-31,2024-02-02,33910,100,11455.0,11111.35,BOUGHT,mean_reversion,SL,-34364.99999999996,8.935597322187434,100.0,"{""rsi_14"": 15.256740918491602, ""ma5"": 12385.0, ""ma25"": 12799.6, ""volume"": 1100700.0, ""volume_spike"": 8.668294219562135}",{},2024-01-31 2024年8月度月次営業速報に関するお知らせ（15:00）,,,no_news,"[{""date"": ""2024-01-31"", ""headline"": ""2024年8月度月次営業速報に関するお知らせ（15:00）"", ""url"": ""/3391/140120240830578897""}]",12385.0,11111.35,2025-06-08 19:58:24
200,2024-01-30,2024-01-31,2024-02-02,97880,100,540.0,535.0,SKIPPED,mean_reversion,SKIPPED_NO_GREEN_CANDLE,-500.0,3.79264164465131,75.9,"{""rsi_14"": 3.7269870534463934, ""ma5"": 959.2, ""ma25"": 1011.16, ""volume"": 127600.0, ""volume_spike"": 2.316630355846042}",{},,,,no_news,[],959.2,523.8,2025-06-08 19:58:24
201,2024-01-31,2024-02-01,2024-02-01,24910,100,1258.0,1220.26,BOUGHT,mean_reversion,SL,-3774.000000000001,13.819038181349232,100.0,"{""rsi_14"": 20.741027746470195, ""ma5"": 1502.6, ""ma25"": 1478.44, ""volume"": 2416200.0, ""volume_spike"": 13.258704420116882}",{},,,,no_news,[],1502.6,1220.26,2025-06-08 19:58:33
202,2024-01-31,2024-02-01,2024-02-05,67540,100,1186.0,1212.5,SKIPPED,mean_reversion,SKIPPED_NO_GREEN_CANDLE,2650.0,6.159930951612691,100.0,"{""rsi_14"": 14.38104769041584, ""ma5"": 1310.5, ""ma25"": 1328.98, ""volume"": 4569100.0, ""volume_spike"": 5.811514662019931}",{},,,,no_news,[],1310.5,1150.42,2025-06-08 19:58:33
203,2024-02-01,2024-02-02,2024-02-06,24130,100,2088.0,2025.36,SKIPPED,mean_reversion,SKIPPED_REASON,-6264.00000000001,4.169788046175806,83.4,"{""rsi_14"": 23.81813534226704, ""ma5"": 2299.2, ""ma25"": 2330.16, ""volume"": 13314700.0, ""volume_spike"": 3.7907266743346506}",{},2024-02-01 2025年3月期第1四半期決算短信[IFRS](連結)（15:00）,,,slightly_bad_news,"[{""date"": ""2024-02-01"", ""headline"": ""2025年3月期第1四半期決算短信[IFRS](連結)（15:00）"", ""url"": ""/2413/140120240725554893""}]",2299.2,2025.36,2025-06-08 19:58:42
204,2024-02-01,2024-02-02,2024-02-02,74190,100,1685.0,1634.45,SKIPPED,mean_reversion,SKIPPED_REASON,-5054.999999999995,2.4430941565867648,48.9,"{""rsi_14"": 24.629324591407993, ""ma5"": 1835.8, ""ma25"": 1830.24, ""volume"": 498600.0, ""volume_spike"": 2.167731837746185}",{},2024-02-01 当社連結子会社による訴訟判決に関するお知らせ（16:00）,,,slightly_bad_news,"[{""date"": ""2024-02-01"", ""headline"": ""当社連結子会社による訴訟判決に関するお知らせ（16:00）"", ""url"": ""/7419/140120240704544374""}]",1835.8,1634.45,2025-06-08 19:58:42
205,2024-02-02,2024-02-05,2024-02-07,60500,100,1426.0,1409.0,SKIPPED,mean_reversion,SKIPPED_NO_GREEN_CANDLE,-1700.0,11.242997960141837,100.0,"{""rsi_14"": 18.014224222430826, ""ma5"": 1550.2, ""ma25"": 1589.28, ""volume"": 471600.0, ""volume_spike"": 11.050966608084359}",{},,,,no_news,[],1550.2,1383.22,2025-06-08 19:58:52
206,2024-02-02,2024-02-05,2024-02-07,33910,100,11045.0,11005.0,SKIPPED,mean_reversion,SKIPPED_NO_GREEN_CANDLE,-4000.0,2.5606064040807883,51.2,"{""rsi_14"": 17.874488545505287, ""ma5"": 11638.0, ""ma25"": 12631.4, ""volume"": 479500.0, ""volume_spike"": 2.4300012669453945}",{},,,,no_news,[],11638.0,10713.65,2025-06-08 19:58:52
207,2024-02-05,2024-02-06,2024-02-07,60350,100,1300.0,1261.0,BOUGHT,mean_reversion,SL,-3900.0,17.47851604142352,100.0,"{""rsi_14"": 17.12312300177679, ""ma5"": 1521.6, ""ma25"": 1553.08, ""volume"": 1347200.0, ""volume_spike"": 16.869521662910092}",{},,,,no_news,[],1521.6,1261.0,2025-06-08 19:59:02
208,2024-02-05,2024-02-06,2024-02-08,69080,100,3100.0,3007.0,BOUGHT,mean_reversion,SL,-9300.0,7.293401302747097,100.0,"{""rsi_14"": 17.388949089820073, ""ma5"": 3368.0, ""ma25"": 3509.6, ""volume"": 743700.0, ""volume_spike"": 7.0206740300198245}",{},,,,no_news,[],3368.0,3007.0,2025-06-08 19:59:02
209,2024-02-05,2024-02-06,2024-02-07,68490,100,4160.0,4035.2,SKIPPED,mean_reversion,SKIPPED_REASON,-12480.000000000018,3.509742306266222,70.2,"{""rsi_14"": 22.35741919878282, ""ma5"": 4448.2, ""ma25"": 4525.04, ""volume"": 692700.0, ""volume_spike"": 3.317528735632184}",{},2024-02-05 2025年3月期第1四半期決算説明資料（15:00）,,,slightly_bad_news,"[{""date"": ""2024-02-05"", ""headline"": ""2025年3月期第1四半期決算説明資料（15:00）"", ""url"": ""/6849/140120240802561286""}]",4448.2,4035.2,2025-06-08 19:59:02
210,2024-02-05,2024-02-06,2024-02-08,74530,100,2135.0,2121.0,SKIPPED,mean_reversion,SKIPPED_NO_GREEN_CANDLE,-1400.0,1.954675742923909,39.1,"{""rsi_14"": 21.78370359244839, ""ma5"": 2243.0, ""ma25"": 2338.64, ""volume"": 8074300.0, ""volume_spike"": 1.7995836639356686}",{},,,,no_news,[],2243.0,2070.95,2025-06-08 19:59:02
211,2024-02-06,2024-02-07,2024-02-09,40080,100,4880.0,4940.0,BOUGHT,mean_reversion,TIMEOUT,6000.0,3.5369292578857117,70.7,"{""rsi_14"": 26.68038929382955, ""ma5"": 5136.0, ""ma25"": 5181.0, ""volume"": 97500.0, ""volume_spike"": 3.3696215655780195}",{},2024-02-06 当社の「使用済み紙おむつから分離したSAPのケミカルリサイクル実証事業」が環境省の「脱炭素型循環経済システム構築促進事業」に採択されました。（15:00）,,,no_news,"[{""date"": ""2024-02-06"", ""headline"": ""当社の「使用済み紙おむつから分離したSAPのケミカルリサイクル実証事業」が環境省の「脱炭素型循環経済システム構築促進事業」に採択されました。（15:00）"", ""url"": ""/4008/140120240731558759""}]",5136.0,4733.599999999999,2025-06-08 19:59:14
212,2024-02-06,2024-02-07,2024-02-09,45230,100,6379.0,6606.0,SKIPPED,mean_reversion,SKIPPED_REASON,22700.0,3.066539175741571,61.3,"{""rsi_14"": 14.925808741248787, ""ma5"": 6807.8, ""ma25"": 7113.36, ""volume"": 4418800.0, ""volume_spike"": 2.9131999841774237}",{},2024-02-06 2024年度(2025年3月期)第1四半期決算参考資料（12:30）,,,slightly_bad_news,"[{""date"": ""2024-02-06"", ""headline"": ""2024年度(2025年3月期)第1四半期決算参考資料（12:30）"", ""url"": ""/4523/140120240802561107""}]",6807.8,6187.63,2025-06-08 19:59:14
213,2024-02-06,2024-02-07,2024-02-07,88180,100,1380.0,1441.6,BOUGHT,mean_reversion,TP,6159.999999999991,1.571709970733899,31.4,"{""rsi_14"": 27.485716647709268, ""ma5"": 1441.6, ""ma25"": 1428.92, ""volume"": 73200.0, ""volume_spike"": 1.3802206090317715}",{},,,,no_news,[],1441.6,1338.6,2025-06-08 19:59:14
214,2024-02-06,2024-02-07,2024-02-08,24130,100,2000.0,1940.0,BOUGHT,mean_reversion,SL,-6000.0,1.2858280863063967,25.7,"{""rsi_14"": 25.180959409997115, ""ma5"": 2108.2, ""ma25"": 2301.0, ""volume"": 5172000.0, ""volume_spike"": 1.1657417967570198}",{},2024-02-08 2025年3月期第1四半期決算説明資料（15:00）,,,no_news,"[{""date"": ""2024-02-08"", ""headline"": ""2025年3月期第1四半期決算説明資料（15:00）"", ""url"": ""/2413/140120240726555486""}]",2108.2,1940.0,2025-06-08 19:59:14
215,2024-02-06,2024-02-07,2024-02-09,34150,100,307.0,300.0,BOUGHT,mean_reversion,TIMEOUT,-700.0,1.1724648745889095,23.4,"{""rsi_14"": 29.788208315261187, ""ma5"": 314.2, ""ma25"": 323.88, ""volume"": 560000.0, ""volume_spike"": 1.0403894028907963}",{},,,,no_news,[],314.2,297.78999999999996,2025-06-08 19:59:14
216,2024-02-07,2024-02-08,2024-02-08,41830,100,4203.0,4076.91,SKIPPED,mean_reversion,SKIPPED_REASON,-12609.000000000015,5.308864390208255,100.0,"{""rsi_14"": 27.753756335322777, ""ma5"": 4311.6, ""ma25"": 4351.84, ""volume"": 2888000.0, ""volume_spike"": 5.18282560904482}",{},"2024-02-07 2024年度第1四半期決算の概要及び2024年度上期業績予想の概要（13:00）
2024-02-08 大阪石油化学株式会社エチレンプラント生産再開の見通しについて（9:00）",,,slightly_bad_news,"[{""date"": ""2024-02-07"", ""headline"": ""2024年度第1四半期決算の概要及び2024年度上期業績予想の概要（13:00）"", ""url"": ""/4183/140120240806563319""}, {""date"": ""2024-02-08"", ""headline"": ""大阪石油化学株式会社エチレンプラント生産再開の見通しについて（9:00）"", ""url"": ""/4183/140120240820574192""}]",4311.6,4076.91,2025-06-08 19:59:24
217,2024-02-08,2024-02-09,2024-02-13,69520,100,1197.0,1161.09,SKIPPED,mean_reversion,SKIPPED_NO_GREEN_CANDLE,-3591.000000000008,5.5557942233416355,100.0,"{""rsi_14"": 16.96566632016595, ""ma5"": 1252.0, ""ma25"": 1262.52, ""volume"": 4999500.0, ""volume_spike"": 5.390383671973131}",{},,,,no_news,[],1252.0,1161.09,2025-06-08 19:59:32
218,2024-02-09,2024-02-13,2024-02-13,65390,100,1217.0,1180.49,SKIPPED,mean_reversion,SKIPPED_NO_GREEN_CANDLE,-3650.999999999999,5.816803529087401,100.0,"{""rsi_14"": 27.981199577768294, ""ma5"": 1242.2, ""ma25"": 1216.68, ""volume"": 507200.0, ""volume_spike"": 5.5936035290874}",{},,,,no_news,[],1242.2,1180.49,2025-06-08 19:59:44
219,2024-02-09,2024-02-13,2024-02-13,25330,100,353.0,366.8,SKIPPED,mean_reversion,SKIPPED_NO_GREEN_CANDLE,1380.0000000000011,4.992852701151017,99.9,"{""rsi_14"": 26.723092916277707, ""ma5"": 366.8, ""ma25"": 359.84, ""volume"": 1017100.0, ""volume_spike"": 4.813990912533131}",{},,,,no_news,[],366.8,342.40999999999997,2025-06-08 19:59:44
220,2024-02-09,2024-02-13,2024-02-14,33280,100,1272.0,1233.84,SKIPPED,mean_reversion,SKIPPED_NO_GREEN_CANDLE,-3816.000000000008,4.124980744703742,82.5,"{""rsi_14"": 13.42091587935127, ""ma5"": 1409.0, ""ma25"": 1437.68, ""volume"": 856000.0, ""volume_spike"": 3.721496424146251}",{},2024-02-14 2024年9月期第3四半期決算短信〔日本基準〕(連結)（15:00）,,,no_news,"[{""date"": ""2024-02-14"", ""headline"": ""2024年9月期第3四半期決算短信〔日本基準〕(連結)（15:00）"", ""url"": ""/3328/140120240806563680""}]",1409.0,1233.84,2025-06-08 19:59:44
221,2024-02-09,2024-02-13,2024-02-14,61970,100,526.0,510.21999999999997,BOUGHT,mean_reversion,SL,-1578.000000000003,3.673109402778503,73.5,"{""rsi_14"": 18.333396007063257, ""ma5"": 559.8, ""ma25"": 583.4, ""volume"": 664700.0, ""volume_spike"": 3.455410287734255}",{},,,,no_news,[],559.8,510.21999999999997,2025-06-08 19:59:44
