trade_id,signal_date,buy_date,sell_date,ticker,quantity,buy_price,sell_price,trade_type,strategy,result,pl,score,technicals,fundamentals,gpt_summary,gpt_decision,news_url,reason,take_profit,stop_loss,logged_at
49,2025-04-30,2025-05-01,2025-05-07,90440,100,2260.0,2243.0,BOUGHT,mean_reversion,TIMEOUT,-1700.0,100.0,"{""rsi_14"": 26.742949236037518, ""ma5"": 2405.4, ""ma25"": 2415.12, ""volume"": 1066900.0, ""volume_spike"": 4.543963883387636}","{""eps"": 198.69, ""eps_yoy"": -0.05972268231225582, ""profit"": 22496000000.0, ""profit_yoy"": -0.05976761681852378, ""revenue"": 260787000000.0, ""revenue_yoy"": 0.07944319809266787, ""eps_negative_years"": 0, ""profit_down_years"": 0}",,,,no_news,2405.4,2192.2,2025-06-07 23:04:41
50,2025-04-30,2025-05-01,2025-05-07,90230,100,1820.0,1823.0,BOUGHT,mean_reversion,TIMEOUT,300.0,100.0,"{""rsi_14"": 27.055018626913423, ""ma5"": 1969.8, ""ma25"": 1922.04, ""volume"": 15621600.0, ""volume_spike"": 3.7204162533624996}","{""error"": ""Not enough FY data""}",,,,no_news,1969.8,1765.3999999999999,2025-06-07 23:04:41
51,2025-04-30,2025-05-01,2025-05-07,22940,100,2716.0,2740.0,BOUGHT,mean_reversion,TIMEOUT,2400.0,85.5,"{""rsi_14"": 19.012168031999693, ""ma5"": 2941.4, ""ma25"": 2998.32, ""volume"": 182000.0, ""volume_spike"": 2.4698059438187}","{""eps"": 133.74, ""eps_yoy"": -0.36495726493993547, ""profit"": 1400000000.0, ""profit_yoy"": -0.36507936507936506, ""revenue"": 37052000000.0, ""revenue_yoy"": -0.15618310179913458, ""eps_negative_years"": 0, ""profit_down_years"": 1}",,,,no_news,2941.4,2634.52,2025-06-07 23:04:41
52,2025-05-09,2025-05-12,2025-05-13,49120,100,1628.5,1579.645,BOUGHT,mean_reversion,SL,-4885.500000000002,100.0,"{""rsi_14"": 20.624913227319595, ""ma5"": 1710.2, ""ma25"": 1758.88, ""volume"": 6724700.0, ""volume_spike"": 6.991749886931343}","{""eps"": 76.51, ""eps_yoy"": 0.48794243475535937, ""profit"": 21197000000.0, ""profit_yoy"": 0.44946663019693656, ""revenue"": 412943000000.0, ""revenue_yoy"": 0.025265227786784916, ""eps_negative_years"": 0, ""profit_down_years"": 1}",,,,no_news,1710.2,1579.645,2025-06-07 23:05:24
53,2025-05-12,2025-05-13,2025-05-14,45020,100,4162.0,4037.14,BOUGHT,mean_reversion,SL,-12486.000000000013,88.1,"{""rsi_14"": 26.02548285893137, ""ma5"": 4249.8, ""ma25"": 4239.16, ""volume"": 13248400.0, ""volume_spike"": 2.423876511904043}","{""eps"": 68.36, ""eps_yoy"": -0.2576827016768724, ""profit"": 107928000000.0, ""profit_yoy"": -0.2508485635155865, ""revenue"": 4581551000000.0, ""revenue_yoy"": 0.07453253722886033, ""eps_negative_years"": 0, ""profit_down_years"": 1}",,,,no_news,4249.8,4037.14,2025-06-07 23:05:34
54,2025-05-14,2025-05-15,2025-05-19,45480,100,650.0,657.0,BOUGHT,mean_reversion,TIMEOUT,700.0,100.0,"{""rsi_14"": 25.50214955202027, ""ma5"": 701.6, ""ma25"": 684.8, ""volume"": 408300.0, ""volume_spike"": 4.647694934547524}","{""eps"": 22.25, ""eps_yoy"": -0.4448602793301247, ""profit"": 1214000000.0, ""profit_yoy"": -0.444647758462946, ""revenue"": 39374000000.0, ""revenue_yoy"": 0.0872890950763538, ""eps_negative_years"": 0, ""profit_down_years"": 0}",,,,no_news,701.6,630.5,2025-06-07 23:05:57
55,2025-05-14,2025-05-15,2025-05-19,45490,100,2050.0,2015.0,BOUGHT,mean_reversion,TIMEOUT,-3500.0,100.0,"{""rsi_14"": 27.43289067777387, ""ma5"": 2187.6, ""ma25"": 2179.8, ""volume"": 259200.0, ""volume_spike"": 2.831858407079646}","{""eps"": 64.82, ""eps_yoy"": -0.09582926487713367, ""profit"": 2228000000.0, ""profit_yoy"": -0.15413819286256644, ""revenue"": 40539000000.0, ""revenue_yoy"": 0.012159193049036253, ""eps_negative_years"": 0, ""profit_down_years"": 1}",,,,no_news,2187.6,1988.5,2025-06-07 23:05:57
56,2025-05-14,2025-05-15,2025-05-19,98430,100,15530.0,15335.0,BOUGHT,mean_reversion,TIMEOUT,-19500.0,78.5,"{""rsi_14"": 28.640118008858536, ""ma5"": 16776.0, ""ma25"": 16734.2, ""volume"": 2003800.0, ""volume_spike"": 1.7461928934010151}","{""eps"": 680.38, ""eps_yoy"": -0.11133460463269855, ""profit"": 76891000000.0, ""profit_yoy"": -0.11132300082059106, ""revenue"": 928950000000.0, ""revenue_yoy"": 0.03700718576377067, ""eps_negative_years"": 0, ""profit_down_years"": 1}",,,,no_news,16776.0,15064.1,2025-06-07 23:05:57
57,2025-05-15,2025-05-16,2025-05-16,93410,100,770.0,746.9,BOUGHT,mean_reversion,SL,-2310.0000000000023,100.0,"{""rsi_14"": 14.128717412118007, ""ma5"": 959.0, ""ma25"": 956.36, ""volume"": 1210000.0, ""volume_spike"": 14.868518063406242}","{""eps"": 79.78, ""eps_yoy"": -0.18048279402357645, ""profit"": 1413000000.0, ""profit_yoy"": -0.1813441483198146, ""revenue"": 10006000000.0, ""revenue_yoy"": 0.1523666935390994, ""eps_negative_years"": 0, ""profit_down_years"": 1}",,,,no_news,959.0,746.9,2025-06-07 23:06:15
58,2025-05-15,2025-05-16,2025-05-20,50760,100,1148.0,1162.0,BOUGHT,mean_reversion,TIMEOUT,1400.0,100.0,"{""rsi_14"": 22.488737362514996, ""ma5"": 1225.9, ""ma25"": 1202.14, ""volume"": 3794800.0, ""volume_spike"": 5.29264499752439}","{""eps"": 124.15, ""eps_yoy"": -0.048731897935121185, ""profit"": 32416000000.0, ""profit_yoy"": -0.004758834546068589, ""revenue"": 847548000000.0, ""revenue_yoy"": 0.06843119062506303, ""eps_negative_years"": 0, ""profit_down_years"": 1}",,,,no_news,1225.9,1113.56,2025-06-07 23:06:15
59,2025-05-15,2025-05-16,2025-05-20,45230,100,3670.0,3897.4,BOUGHT,mean_reversion,TP,22740.000000000007,100.0,"{""rsi_14"": 28.860077980670226, ""ma5"": 3897.4, ""ma25"": 3922.64, ""volume"": 3933800.0, ""volume_spike"": 2.844334540827025}","{""eps"": 163.76, ""eps_yoy"": 0.1075341539221198, ""profit"": 46432000000.0, ""profit_yoy"": 0.09493939536857991, ""revenue"": 789400000000.0, ""revenue_yoy"": 0.06423853826958104, ""eps_negative_years"": 0, ""profit_down_years"": 1}",,,,no_news,3897.4,3559.9,2025-06-07 23:06:15
60,2025-05-15,2025-05-16,2025-05-20,45490,100,2005.0,2015.0,BOUGHT,mean_reversion,TIMEOUT,1000.0,76.7,"{""rsi_14"": 20.418333592481673, ""ma5"": 2145.8, ""ma25"": 2179.2, ""volume"": 167300.0, ""volume_spike"": 1.6544699367088607}","{""eps"": 64.82, ""eps_yoy"": -0.09582926487713367, ""profit"": 2228000000.0, ""profit_yoy"": -0.15413819286256644, ""revenue"": 40539000000.0, ""revenue_yoy"": 0.012159193049036253, ""eps_negative_years"": 0, ""profit_down_years"": 1}",,,,no_news,2145.8,1944.85,2025-06-07 23:06:15
61,2025-05-16,2025-05-19,2025-05-21,75930,100,476.0,482.0,BOUGHT,mean_reversion,TIMEOUT,600.0,100.0,"{""rsi_14"": 20.82264788892998, ""ma5"": 504.8, ""ma25"": 498.16, ""volume"": 587200.0, ""volume_spike"": 4.006003547550826}","{""eps"": 43.83, ""eps_yoy"": -0.2291593386863948, ""profit"": 5302000000.0, ""profit_yoy"": -0.20830222487681052, ""revenue"": 351630000000.0, ""revenue_yoy"": 0.12845149612970308, ""eps_negative_years"": 0, ""profit_down_years"": 1}",,,,no_news,504.8,461.71999999999997,2025-06-07 23:06:29
62,2025-05-16,2025-05-19,2025-05-20,268A0,100,791.0,767.27,BOUGHT,mean_reversion,SL,-2373.000000000002,89.4,"{""rsi_14"": 27.56227458013055, ""ma5"": 891.6, ""ma25"": 838.24, ""volume"": 2612000.0, ""volume_spike"": 2.024053065526006}","{""error"": ""Not enough FY data""}",,,,no_news,891.6,767.27,2025-06-07 23:06:29
63,2025-05-16,2025-05-19,2025-05-21,97880,100,582.0,582.0,BOUGHT,mean_reversion,TIMEOUT,0.0,83.1,"{""rsi_14"": 27.76770227678817, ""ma5"": 604.8, ""ma25"": 597.6, ""volume"": 57200.0, ""volume_spike"": 1.8803418803418803}","{""eps"": 31.82, ""eps_yoy"": -0.0421432871637136, ""profit"": 1365000000.0, ""profit_yoy"": -0.04944289693593315, ""revenue"": 59791000000.0, ""revenue_yoy"": 0.09843293590285306, ""eps_negative_years"": 0, ""profit_down_years"": 1}",,,,no_news,604.8,564.54,2025-06-07 23:06:29
64,2025-05-20,2025-05-21,2025-05-22,268A0,100,760.0,737.1999999999999,BOUGHT,mean_reversion,SL,-2280.000000000007,74.5,"{""rsi_14"": 22.933283322996758, ""ma5"": 827.4, ""ma25"": 843.56, ""volume"": 1750400.0, ""volume_spike"": 1.3851498389636698}","{""error"": ""Not enough FY data""}",,,,no_news,827.4,737.1999999999999,2025-06-07 23:06:45
